District,zone,belt,region,Year AD,Year BS,Communicable Diseases,No of people,Zone,Belt,Region
Lalitpur,Bagmati,Hill,Central,2010/11,2067/68,Confirmed Meningitis 2,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2010/11,2067/68,HIV/AIDS2,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2010/11,2067/68,Leprosy2,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2010/11,2067/68,STD/STI2,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2011/12,2068/69,Confirmed Meningitis 3,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2011/12,2068/69,HIV/AIDS3,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2011/12,2068/69,Leprosy3,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2011/12,2068/69,STD/STI3,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2012/13,2069/70,Confirmed Meningitis 4,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2012/13,2069/70,HIV/AIDS4,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2012/13,2069/70,Leprosy4,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2012/13,2069/70,STD/STI4,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2013/14,2070/71,Confirmed Meningitis 5,27,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2013/14,2070/71,HIV/AIDS5,482,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2013/14,2070/71,Leprosy5,13,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2013/14,2070/71,STD/STI5,482,Bagmati,Hill,Central
Lamjung,Gandaki,Hill,Western,2009/10,2066/67,Confirmed Meningitis,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2009/10,2066/67,HIV/AIDS,1,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2009/10,2066/67,Leprosy,2,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2009/10,2066/67,STD/STI,82,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2010/11,2067/68,Confirmed Meningitis 2,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2010/11,2067/68,HIV/AIDS2,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2010/11,2067/68,Leprosy2,4,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2010/11,2067/68,STD/STI2,38,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2011/12,2068/69,Confirmed Meningitis 3,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2011/12,2068/69,HIV/AIDS3,4,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2011/12,2068/69,Leprosy3,1,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2011/12,2068/69,STD/STI3,129,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2012/13,2069/70,Confirmed Meningitis 4,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2012/13,2069/70,HIV/AIDS4,8,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2012/13,2069/70,Leprosy4,5,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2012/13,2069/70,STD/STI4,224,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2013/14,2070/71,Confirmed Meningitis 5,2,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2013/14,2070/71,HIV/AIDS5,328,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2013/14,2070/71,Leprosy5,8,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2013/14,2070/71,STD/STI5,328,Gandaki,Hill,Western
Mahottari,Janakpur,Terai,Central,2009/10,2066/67,Confirmed Meningitis,11,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2009/10,2066/67,HIV/AIDS,2,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2009/10,2066/67,Leprosy,196,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2009/10,2066/67,STD/STI,996,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2010/11,2067/68,Confirmed Meningitis 2,7,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2010/11,2067/68,HIV/AIDS2,43,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2010/11,2067/68,Leprosy2,35,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2010/11,2067/68,STD/STI2,1330,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2011/12,2068/69,Confirmed Meningitis 3,0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2011/12,2068/69,HIV/AIDS3,20,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2011/12,2068/69,Leprosy3,55,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2011/12,2068/69,STD/STI3,1856,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2012/13,2069/70,Confirmed Meningitis 4,16,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2012/13,2069/70,HIV/AIDS4,22,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2012/13,2069/70,Leprosy4,129,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2012/13,2069/70,STD/STI4,1539,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2013/14,2070/71,Confirmed Meningitis 5,281,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2013/14,2070/71,HIV/AIDS5,652,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2013/14,2070/71,Leprosy5,6,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2013/14,2070/71,STD/STI5,652,Janakpur,Terai,Central
Makwanpur,Narayani,Hill,Central,2009/10,2066/67,Confirmed Meningitis,11,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2009/10,2066/67,HIV/AIDS,2,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2009/10,2066/67,Leprosy,29,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2009/10,2066/67,STD/STI,667,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2010/11,2067/68,Confirmed Meningitis 2,14,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2010/11,2067/68,HIV/AIDS2,9,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2010/11,2067/68,Leprosy2,4,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2010/11,2067/68,STD/STI2,526,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2011/12,2068/69,Confirmed Meningitis 3,24,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2011/12,2068/69,HIV/AIDS3,27,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2011/12,2068/69,Leprosy3,7,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2011/12,2068/69,STD/STI3,816,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2012/13,2069/70,Confirmed Meningitis 4,58,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2012/13,2069/70,HIV/AIDS4,170,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2012/13,2069/70,Leprosy4,18,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2012/13,2069/70,STD/STI4,1163,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2013/14,2070/71,Confirmed Meningitis 5,0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2013/14,2070/71,HIV/AIDS5,39,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2013/14,2070/71,Leprosy5,0,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2013/14,2070/71,STD/STI5,39,Narayani,Hill,Central
Manang,Gandaki,Mountain,Western,2009/10,2066/67,Confirmed Meningitis,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2009/10,2066/67,HIV/AIDS,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2009/10,2066/67,Leprosy,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2009/10,2066/67,STD/STI,14,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2010/11,2067/68,Confirmed Meningitis 2,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2010/11,2067/68,HIV/AIDS2,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2010/11,2067/68,Leprosy2,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2010/11,2067/68,STD/STI2,27,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2011/12,2068/69,Confirmed Meningitis 3,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2011/12,2068/69,HIV/AIDS3,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2011/12,2068/69,Leprosy3,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2011/12,2068/69,STD/STI3,17,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2012/13,2069/70,Confirmed Meningitis 4,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2012/13,2069/70,HIV/AIDS4,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2012/13,2069/70,Leprosy4,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2012/13,2069/70,STD/STI4,33,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2013/14,2070/71,Confirmed Meningitis 5,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2013/14,2070/71,HIV/AIDS5,11,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2013/14,2070/71,Leprosy5,2,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2013/14,2070/71,STD/STI5,11,Gandaki,Mountain,Western
Morang,Kosi,Terai,Eastern,2009/10,2066/67,Confirmed Meningitis,93,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2009/10,2066/67,HIV/AIDS,36,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2009/10,2066/67,Leprosy,118,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2009/10,2066/67,STD/STI,1963,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2010/11,2067/68,Confirmed Meningitis 2,292,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2010/11,2067/68,HIV/AIDS2,23,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2010/11,2067/68,Leprosy2,89,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2010/11,2067/68,STD/STI2,1257,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2011/12,2068/69,Confirmed Meningitis 3,203,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2011/12,2068/69,HIV/AIDS3,21,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2011/12,2068/69,Leprosy3,77,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2011/12,2068/69,STD/STI3,959,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2012/13,2069/70,Confirmed Meningitis 4,127,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2012/13,2069/70,HIV/AIDS4,126,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2012/13,2069/70,Leprosy4,67,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2012/13,2069/70,STD/STI4,970,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2013/14,2070/71,Confirmed Meningitis 5,0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2013/14,2070/71,HIV/AIDS5,120,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2013/14,2070/71,Leprosy5,4,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2013/14,2070/71,STD/STI5,120,Kosi,Terai,Eastern
Mugu,Karnali,Mountain,Mid-Western,2009/10,2066/67,Confirmed Meningitis,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2009/10,2066/67,HIV/AIDS,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2009/10,2066/67,Leprosy,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2009/10,2066/67,STD/STI,415,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,3,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2010/11,2067/68,HIV/AIDS2,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2010/11,2067/68,Leprosy2,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2010/11,2067/68,STD/STI2,177,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2011/12,2068/69,HIV/AIDS3,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2011/12,2068/69,Leprosy3,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2011/12,2068/69,STD/STI3,51,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,9,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2012/13,2069/70,HIV/AIDS4,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2012/13,2069/70,Leprosy4,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2012/13,2069/70,STD/STI4,103,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,0,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2013/14,2070/71,HIV/AIDS5,87,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2013/14,2070/71,Leprosy5,8,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2013/14,2070/71,STD/STI5,87,Karnali,Mountain,Mid-Western
Mustang,Dhawalagiri,Mountain,Western,2009/10,2066/67,Confirmed Meningitis,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2009/10,2066/67,HIV/AIDS,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2009/10,2066/67,Leprosy,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2009/10,2066/67,STD/STI,26,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2010/11,2067/68,Confirmed Meningitis 2,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2010/11,2067/68,HIV/AIDS2,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2010/11,2067/68,Leprosy2,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2010/11,2067/68,STD/STI2,55,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2011/12,2068/69,Confirmed Meningitis 3,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2011/12,2068/69,HIV/AIDS3,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2011/12,2068/69,Leprosy3,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2011/12,2068/69,STD/STI3,70,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2012/13,2069/70,Confirmed Meningitis 4,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2012/13,2069/70,HIV/AIDS4,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2012/13,2069/70,Leprosy4,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2012/13,2069/70,STD/STI4,5,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2013/14,2070/71,Confirmed Meningitis 5,57,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2013/14,2070/71,HIV/AIDS5,540,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2013/14,2070/71,Leprosy5,37,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2013/14,2070/71,STD/STI5,540,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2009/10,2066/67,Confirmed Meningitis,3,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2009/10,2066/67,HIV/AIDS,1,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2009/10,2066/67,Leprosy,4,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2009/10,2066/67,STD/STI,95,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2010/11,2067/68,Confirmed Meningitis 2,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2010/11,2067/68,HIV/AIDS2,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2010/11,2067/68,Leprosy2,3,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2010/11,2067/68,STD/STI2,123,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2011/12,2068/69,Confirmed Meningitis 3,2,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2011/12,2068/69,HIV/AIDS3,3,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2011/12,2068/69,Leprosy3,5,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2011/12,2068/69,STD/STI3,42,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2012/13,2069/70,Confirmed Meningitis 4,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2012/13,2069/70,HIV/AIDS4,15,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2012/13,2069/70,Leprosy4,21,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2012/13,2069/70,STD/STI4,108,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2013/14,2070/71,Confirmed Meningitis 5,970,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2013/14,2070/71,HIV/AIDS5,120,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2013/14,2070/71,Leprosy5,0,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2013/14,2070/71,STD/STI5,120,Dhawalagiri,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2009/10,2066/67,Confirmed Meningitis,18,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2009/10,2066/67,HIV/AIDS,3,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2009/10,2066/67,Leprosy,99,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2009/10,2066/67,STD/STI,88,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2010/11,2067/68,Confirmed Meningitis 2,2,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2010/11,2067/68,HIV/AIDS2,1,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2010/11,2067/68,Leprosy2,74,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2010/11,2067/68,STD/STI2,93,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2011/12,2068/69,Confirmed Meningitis 3,4,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2011/12,2068/69,HIV/AIDS3,9,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2011/12,2068/69,Leprosy3,88,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2011/12,2068/69,STD/STI3,49,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2012/13,2069/70,Confirmed Meningitis 4,0,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2012/13,2069/70,HIV/AIDS4,8,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2012/13,2069/70,Leprosy4,87,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2012/13,2069/70,STD/STI4,64,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2013/14,2070/71,Confirmed Meningitis 5,162,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2013/14,2070/71,HIV/AIDS5,96,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2013/14,2070/71,Leprosy5,30,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2013/14,2070/71,STD/STI5,96,Lumbini,Terai,Western
Nuwakot,Bagmati,Hill,Central,2009/10,2066/67,Confirmed Meningitis,7,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2009/10,2066/67,HIV/AIDS,6,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2009/10,2066/67,Leprosy,4,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2009/10,2066/67,STD/STI,604,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2010/11,2067/68,Confirmed Meningitis 2,4,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2010/11,2067/68,HIV/AIDS2,2,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2010/11,2067/68,Leprosy2,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2010/11,2067/68,STD/STI2,308,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2011/12,2068/69,Confirmed Meningitis 3,5,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2011/12,2068/69,HIV/AIDS3,59,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2011/12,2068/69,Leprosy3,16,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2011/12,2068/69,STD/STI3,299,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2012/13,2069/70,Confirmed Meningitis 4,1,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2012/13,2069/70,HIV/AIDS4,6,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2012/13,2069/70,Leprosy4,4,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2012/13,2069/70,STD/STI4,242,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2013/14,2070/71,Confirmed Meningitis 5,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2013/14,2070/71,HIV/AIDS5,94,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2013/14,2070/71,Leprosy5,99,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2013/14,2070/71,STD/STI5,94,Bagmati,Hill,Central
Okhaldhunga,Sagarmatha,Hill,Eastern,2009/10,2066/67,Confirmed Meningitis,1,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2009/10,2066/67,HIV/AIDS,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2009/10,2066/67,Leprosy,4,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2009/10,2066/67,STD/STI,57,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2010/11,2067/68,Confirmed Meningitis 2,3,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2010/11,2067/68,HIV/AIDS2,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2010/11,2067/68,Leprosy2,5,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2010/11,2067/68,STD/STI2,35,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2011/12,2068/69,Confirmed Meningitis 3,1,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2011/12,2068/69,HIV/AIDS3,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2011/12,2068/69,Leprosy3,12,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2011/12,2068/69,STD/STI3,28,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2012/13,2069/70,Confirmed Meningitis 4,3,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2012/13,2069/70,HIV/AIDS4,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2012/13,2069/70,Leprosy4,1,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2012/13,2069/70,STD/STI4,71,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2013/14,2070/71,Confirmed Meningitis 5,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2013/14,2070/71,HIV/AIDS5,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2013/14,2070/71,Leprosy5,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2013/14,2070/71,STD/STI5,0,Sagarmatha,Hill,Eastern
Palpa,Lumbini,Hill,Western,2009/10,2066/67,Confirmed Meningitis,184,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2009/10,2066/67,HIV/AIDS,92,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2009/10,2066/67,Leprosy,24,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2009/10,2066/67,STD/STI,114,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2010/11,2067/68,Confirmed Meningitis 2,194,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2010/11,2067/68,HIV/AIDS2,103,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2010/11,2067/68,Leprosy2,47,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2010/11,2067/68,STD/STI2,251,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2011/12,2068/69,Confirmed Meningitis 3,303,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2011/12,2068/69,HIV/AIDS3,160,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2011/12,2068/69,Leprosy3,35,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2011/12,2068/69,STD/STI3,179,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2012/13,2069/70,Confirmed Meningitis 4,232,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2012/13,2069/70,HIV/AIDS4,146,Lumbini,Hill,Western
