District,Year,Method,Contraceptives,Gender,Number of user
Bajhang,2068/69,Permanent method,Sterilization,Female,162
Achham,2068/69,Temporary Methods,Condom,,2842
Achham,2068/69,Temporary Methods,Pills,,737
Achham,2068/69,Temporary Methods,Depo,,2930
Achham,2068/69,Temporary Methods,IUD,,251
Achham,2068/69,Temporary Methods,Norplant,,860
Achham,2068/69,Permanent method,Sterilization,Male,2909
Achham,2068/69,Permanent method,Sterilization,Female,311
Doti,2068/69,Temporary Methods,Condom,,2982
Doti,2068/69,Temporary Methods,Pills,,980
Doti,2068/69,Temporary Methods,Depo,,2922
Doti,2068/69,Temporary Methods,IUD,,346
Doti,2068/69,Temporary Methods,Norplant,,773
Doti,2068/69,Permanent method,Sterilization,Male,3592
Doti,2068/69,Permanent method,Sterilization,Female,595
Kailali,2068/69,Temporary Methods,Condom,,7606
Kailali,2068/69,Temporary Methods,Pills,,6909
Kailali,2068/69,Temporary Methods,Depo,,11423
Kailali,2068/69,Temporary Methods,IUD,,1728
Kailali,2068/69,Temporary Methods,Norplant,,3142
Kailali,2068/69,Permanent method,Sterilization,Male,4535
Kailali,2068/69,Permanent method,Sterilization,Female,41165
Kanchanpur,2068/69,Temporary Methods,Condom,,5361
Kanchanpur,2068/69,Temporary Methods,Pills,,4173
Kanchanpur,2068/69,Temporary Methods,Depo,,6439
Kanchanpur,2068/69,Temporary Methods,IUD,,1882
Kanchanpur,2068/69,Temporary Methods,Norplant,,2154
Kanchanpur,2068/69,Permanent method,Sterilization,Male,4171
Kanchanpur,2068/69,Permanent method,Sterilization,Female,20085
Dadeldhura,2068/69,Temporary Methods,Condom,,1294
Dadeldhura,2068/69,Temporary Methods,Pills,,1274
Dadeldhura,2068/69,Temporary Methods,Depo,,3457
Dadeldhura,2068/69,Temporary Methods,IUD,,80
Dadeldhura,2068/69,Temporary Methods,Norplant,,202
Dadeldhura,2068/69,Permanent method,Sterilization,Male,3140
Dadeldhura,2068/69,Permanent method,Sterilization,Female,849
Baitadi,2068/69,Temporary Methods,Condom,,6070
Baitadi,2068/69,Temporary Methods,Pills,,5314
Baitadi,2068/69,Temporary Methods,Depo,,4392
Baitadi,2068/69,Temporary Methods,IUD,,482
Baitadi,2068/69,Temporary Methods,Norplant,,1310
Baitadi,2068/69,Permanent method,Sterilization,Male,4316
Baitadi,2068/69,Permanent method,Sterilization,Female,1590
Darchula,2068/69,Temporary Methods,Condom,,1018
Darchula,2068/69,Temporary Methods,Pills,,772
Darchula,2068/69,Temporary Methods,Depo,,1994
Darchula,2068/69,Temporary Methods,IUD,,269
Darchula,2068/69,Temporary Methods,Norplant,,512
Darchula,2068/69,Permanent method,Sterilization,Male,2850
Darchula,2068/69,Permanent method,Sterilization,Female,550
Taplejung,2069/70,Temporary Methods,Condom,,738
Taplejung,2069/70,Temporary Methods,Pills,,1348
Taplejung,2069/70,Temporary Methods,Depo,,4011
Taplejung,2069/70,Temporary Methods,IUD,,792
Taplejung,2069/70,Temporary Methods,Norplant,,129
Taplejung,2069/70,Permanent method,Strerilization,Male,1981
Taplejung,2069/70,Permanent method,Strerilization,Female,2
Panchthar,2069/70,Temporary Methods,Condom,,1703
Panchthar,2069/70,Temporary Methods,Pills,,2311
Panchthar,2069/70,Temporary Methods,Depo,,5299
Panchthar,2069/70,Temporary Methods,IUD,,863
Panchthar,2069/70,Temporary Methods,Norplant,,1084
Panchthar,2069/70,Permanent method,Strerilization,Male,1820
Panchthar,2069/70,Permanent method,Strerilization,Female,372
Ilam,2069/70,Temporary Methods,Condom,,1804
Ilam,2069/70,Temporary Methods,Pills,,6642
Ilam,2069/70,Temporary Methods,Depo,,13064
Ilam,2069/70,Temporary Methods,IUD,,1879
Ilam,2069/70,Temporary Methods,Norplant,,1489
Ilam,2069/70,Permanent method,Strerilization,Male,1891
Ilam,2069/70,Permanent method,Strerilization,Female,6726
Jhapa,2069/70,Temporary Methods,Condom,,5262
Jhapa,2069/70,Temporary Methods,Pills,,6828
Jhapa,2069/70,Temporary Methods,Depo,,16261
Jhapa,2069/70,Temporary Methods,IUD,,4087
Jhapa,2069/70,Temporary Methods,Norplant,,4836
Jhapa,2069/70,Permanent method,Strerilization,Male,9042
Jhapa,2069/70,Permanent method,Strerilization,Female,54502
Morang,2069/70,Temporary Methods,Condom,,4145
Morang,2069/70,Temporary Methods,Pills,,8509
Morang,2069/70,Temporary Methods,Depo,,18693
Morang,2069/70,Temporary Methods,IUD,,7662
Morang,2069/70,Temporary Methods,Norplant,,4320
Morang,2069/70,Permanent method,Strerilization,Male,5250
Morang,2069/70,Permanent method,Strerilization,Female,90572
Sunsari,2069/70,Temporary Methods,Condom,,3757
Sunsari,2069/70,Temporary Methods,Pills,,5196
Sunsari,2069/70,Temporary Methods,Depo,,12624
Sunsari,2069/70,Temporary Methods,IUD,,2388
Sunsari,2069/70,Temporary Methods,Norplant,,2507
Sunsari,2069/70,Permanent method,Strerilization,Male,3218
Sunsari,2069/70,Permanent method,Strerilization,Female,40420
Dhankuta,2069/70,Temporary Methods,Condom,,1489
Dhankuta,2069/70,Temporary Methods,Pills,,3574
Dhankuta,2069/70,Temporary Methods,Depo,,5755
Dhankuta,2069/70,Temporary Methods,IUD,,661
Dhankuta,2069/70,Temporary Methods,Norplant,,1275
Dhankuta,2069/70,Permanent method,Strerilization,Male,1933
Dhankuta,2069/70,Permanent method,Strerilization,Female,1743
Teharthum,2069/70,Temporary Methods,Condom,,1102
Teharthum,2069/70,Temporary Methods,Pills,,677
Teharthum,2069/70,Temporary Methods,Depo,,2092
Teharthum,2069/70,Temporary Methods,IUD,,369
Teharthum,2069/70,Temporary Methods,Norplant,,495
Teharthum,2069/70,Permanent method,Strerilization,Male,1776
Teharthum,2069/70,Permanent method,Strerilization,Female,142
Sankhuwasabha,2069/70,Temporary Methods,Condom,,1083
Sankhuwasabha,2069/70,Temporary Methods,Pills,,609
Sankhuwasabha,2069/70,Temporary Methods,Depo,,3238
Sankhuwasabha,2069/70,Temporary Methods,IUD,,705
Sankhuwasabha,2069/70,Temporary Methods,Norplant,,1074
Sankhuwasabha,2069/70,Permanent method,Strerilization,Male,2794
Sankhuwasabha,2069/70,Permanent method,Strerilization,Female,53
Bhojpur,2069/70,Temporary Methods,Condom,,1113
Bhojpur,2069/70,Temporary Methods,Pills,,1561
Bhojpur,2069/70,Temporary Methods,Depo,,4158
Bhojpur,2069/70,Temporary Methods,IUD,,309
Bhojpur,2069/70,Temporary Methods,Norplant,,599
Bhojpur,2069/70,Permanent method,Strerilization,Male,2664
Bhojpur,2069/70,Permanent method,Strerilization,Female,133
Solukhumbu,2069/70,Temporary Methods,Condom,,938
Solukhumbu,2069/70,Temporary Methods,Pills,,1240
Solukhumbu,2069/70,Temporary Methods,Depo,,5635
Solukhumbu,2069/70,Temporary Methods,IUD,,99
Solukhumbu,2069/70,Temporary Methods,Norplant,,649
Solukhumbu,2069/70,Permanent method,Strerilization,Male,841
Solukhumbu,2069/70,Permanent method,Strerilization,Female,176
Okhaldhunga,2069/70,Temporary Methods,Condom,,795
Okhaldhunga,2069/70,Temporary Methods,Pills,,1710
Okhaldhunga,2069/70,Temporary Methods,Depo,,4849
Okhaldhunga,2069/70,Temporary Methods,IUD,,638
Okhaldhunga,2069/70,Temporary Methods,Norplant,,1171
Okhaldhunga,2069/70,Permanent method,Strerilization,Male,2466
Okhaldhunga,2069/70,Permanent method,Strerilization,Female,314
Khotang,2069/70,Temporary Methods,Condom,,1086
Khotang,2069/70,Temporary Methods,Pills,,3266
Khotang,2069/70,Temporary Methods,Depo,,7168
Khotang,2069/70,Temporary Methods,IUD,,559
Khotang,2069/70,Temporary Methods,Norplant,,257
Khotang,2069/70,Permanent method,Strerilization,Male,2601
Khotang,2069/70,Permanent method,Strerilization,Female,211
Udaypur,2069/70,Temporary Methods,Condom,,965
Udaypur,2069/70,Temporary Methods,Pills,,1703
Udaypur,2069/70,Temporary Methods,Depo,,5847
Udaypur,2069/70,Temporary Methods,IUD,,773
Udaypur,2069/70,Temporary Methods,Norplant,,373
Udaypur,2069/70,Permanent method,Strerilization,Male,4263
Udaypur,2069/70,Permanent method,Strerilization,Female,4271
Saptari,2069/70,Temporary Methods,Condom,,4535
Saptari,2069/70,Temporary Methods,Pills,,6320
Saptari,2069/70,Temporary Methods,Depo,,12901
Saptari,2069/70,Temporary Methods,IUD,,714
Saptari,2069/70,Temporary Methods,Norplant,,333
Saptari,2069/70,Permanent method,Strerilization,Male,595
Saptari,2069/70,Permanent method,Strerilization,Female,57492
Siraha,2069/70,Temporary Methods,Condom,,3924
Siraha,2069/70,Temporary Methods,Pills,,3079
Siraha,2069/70,Temporary Methods,Depo,,9184
Siraha,2069/70,Temporary Methods,IUD,,2021
Siraha,2069/70,Temporary Methods,Norplant,,1600
Siraha,2069/70,Permanent method,Strerilization,Male,1166
Siraha,2069/70,Permanent method,Strerilization,Female,56726
Dhanusha,2069/70,Temporary Methods,Condom,,3841
Dhanusha,2069/70,Temporary Methods,Pills,,2283
Dhanusha,2069/70,Temporary Methods,Depo,,6827
Dhanusha,2069/70,Temporary Methods,IUD,,373
Dhanusha,2069/70,Temporary Methods,Norplant,,276
Dhanusha,2069/70,Permanent method,Strerilization,Male,1672
Dhanusha,2069/70,Permanent method,Strerilization,Female,78437
Mahottari,2069/70,Temporary Methods,Condom,,5011
Mahottari,2069/70,Temporary Methods,Pills,,3028
Mahottari,2069/70,Temporary Methods,Depo,,8884
Mahottari,2069/70,Temporary Methods,IUD,,1158
Mahottari,2069/70,Temporary Methods,Norplant,,565
Mahottari,2069/70,Permanent method,Strerilization,Male,475
Mahottari,2069/70,Permanent method,Strerilization,Female,54009
Sarlahi,2069/70,Temporary Methods,Condom,,2142
Sarlahi,2069/70,Temporary Methods,Pills,,3880
Sarlahi,2069/70,Temporary Methods,Depo,,6216
Sarlahi,2069/70,Temporary Methods,IUD,,2695
Sarlahi,2069/70,Temporary Methods,Norplant,,2725
Sarlahi,2069/70,Permanent method,Strerilization,Male,2664
Sarlahi,2069/70,Permanent method,Strerilization,Female,65523
Sindhuli,2069/70,Temporary Methods,Condom,,1595
Sindhuli,2069/70,Temporary Methods,Pills,,1966
Sindhuli,2069/70,Temporary Methods,Depo,,4444
Sindhuli,2069/70,Temporary Methods,IUD,,743
Sindhuli,2069/70,Temporary Methods,Norplant,,1375
Sindhuli,2069/70,Permanent method,Strerilization,Male,4380
Sindhuli,2069/70,Permanent method,Strerilization,Female,4865
Ramechhap,2069/70,Temporary Methods,Condom,,982
Ramechhap,2069/70,Temporary Methods,Pills,,585
Ramechhap,2069/70,Temporary Methods,Depo,,4447
Ramechhap,2069/70,Temporary Methods,IUD,,1244
Ramechhap,2069/70,Temporary Methods,Norplant,,1361
Ramechhap,2069/70,Permanent method,Strerilization,Male,3414
Ramechhap,2069/70,Permanent method,Strerilization,Female,191
Dolkha,2069/70,Temporary Methods,Condom,,1091
Dolkha,2069/70,Temporary Methods,Pills,,1491
Dolkha,2069/70,Temporary Methods,Depo,,3947
Dolkha,2069/70,Temporary Methods,IUD,,427
Dolkha,2069/70,Temporary Methods,Norplant,,972
Dolkha,2069/70,Permanent method,Strerilization,Male,4692
Dolkha,2069/70,Permanent method,Strerilization,Female,3121
Sindhupalchowk,2069/70,Temporary Methods,Condom,,1284
Sindhupalchowk,2069/70,Temporary Methods,Pills,,1889
Sindhupalchowk,2069/70,Temporary Methods,Depo,,8699
Sindhupalchowk,2069/70,Temporary Methods,IUD,,1114
Sindhupalchowk,2069/70,Temporary Methods,Norplant,,1123
Sindhupalchowk,2069/70,Permanent method,Strerilization,Male,7565
Sindhupalchowk,2069/70,Permanent method,Strerilization,Female,2049
Kavre,2069/70,Temporary Methods,Condom,,2552
Kavre,2069/70,Temporary Methods,Pills,,1993
Kavre,2069/70,Temporary Methods,Depo,,9194
Kavre,2069/70,Temporary Methods,IUD,,4344
Kavre,2069/70,Temporary Methods,Norplant,,8753
Kavre,2069/70,Permanent method,Strerilization,Male,8873
Kavre,2069/70,Permanent method,Strerilization,Female,9496
Lalitpur,2069/70,Temporary Methods,Condom,,3074
Lalitpur,2069/70,Temporary Methods,Pills,,4171
Lalitpur,2069/70,Temporary Methods,Depo,,16319
Lalitpur,2069/70,Temporary Methods,IUD,,2525
Lalitpur,2069/70,Temporary Methods,Norplant,,3006
Lalitpur,2069/70,Permanent method,Strerilization,Male,19369
Lalitpur,2069/70,Permanent method,Strerilization,Female,9578
Bhaktapur,2069/70,Temporary Methods,Condom,,1496
Bhaktapur,2069/70,Temporary Methods,Pills,,1152
Bhaktapur,2069/70,Temporary Methods,Depo,,6229
Bhaktapur,2069/70,Temporary Methods,IUD,,1867
Bhaktapur,2069/70,Temporary Methods,Norplant,,2226
Bhaktapur,2069/70,Permanent method,Strerilization,Male,3727
Bhaktapur,2069/70,Permanent method,Strerilization,Female,8271
Kathmandu,2069/70,Temporary Methods,Condom,,3797
Kathmandu,2069/70,Temporary Methods,Pills,,7538
Kathmandu,2069/70,Temporary Methods,Depo,,23714
Kathmandu,2069/70,Temporary Methods,IUD,,15045
Kathmandu,2069/70,Temporary Methods,Norplant,,10149
Kathmandu,2069/70,Permanent method,Strerilization,Male,19405
Kathmandu,2069/70,Permanent method,Strerilization,Female,31857
Nuwakot,2069/70,Temporary Methods,Condom,,1329
Nuwakot,2069/70,Temporary Methods,Pills,,1137
Nuwakot,2069/70,Temporary Methods,Depo,,5172
Nuwakot,2069/70,Temporary Methods,IUD,,902
Nuwakot,2069/70,Temporary Methods,Norplant,,1079
Nuwakot,2069/70,Permanent method,Strerilization,Male,7536
Nuwakot,2069/70,Permanent method,Strerilization,Female,7218
Rasuwa,2069/70,Temporary Methods,Condom,,792
Rasuwa,2069/70,Temporary Methods,Pills,,233
Rasuwa,2069/70,Temporary Methods,Depo,,951
Rasuwa,2069/70,Temporary Methods,IUD,,52
Rasuwa,2069/70,Temporary Methods,Norplant,,404
Rasuwa,2069/70,Permanent method,Strerilization,Male,1889
Rasuwa,2069/70,Permanent method,Strerilization,Female,677
Dhading,2069/70,Temporary Methods,Condom,,5562
Dhading,2069/70,Temporary Methods,Pills,,3175
Dhading,2069/70,Temporary Methods,Depo,,10684
Dhading,2069/70,Temporary Methods,IUD,,2940
Dhading,2069/70,Temporary Methods,Norplant,,3668
Dhading,2069/70,Permanent method,Strerilization,Male,9545
Dhading,2069/70,Permanent method,Strerilization,Female,1624
Makawanpur,2069/70,Temporary Methods,Condom,,3015
Makawanpur,2069/70,Temporary Methods,Pills,,2105
Makawanpur,2069/70,Temporary Methods,Depo,,10144
Makawanpur,2069/70,Temporary Methods,IUD,,840
Makawanpur,2069/70,Temporary Methods,Norplant,,7074
Makawanpur,2069/70,Permanent method,Strerilization,Male,28907
Makawanpur,2069/70,Permanent method,Strerilization,Female,3835
Rautahat,2069/70,Temporary Methods,Condom,,5937
Rautahat,2069/70,Temporary Methods,Pills,,1751
Rautahat,2069/70,Temporary Methods,Depo,,3455
Rautahat,2069/70,Temporary Methods,IUD,,1043
Rautahat,2069/70,Temporary Methods,Norplant,,357
Rautahat,2069/70,Permanent method,Strerilization,Male,756
Rautahat,2069/70,Permanent method,Strerilization,Female,60798
Bara,2069/70,Temporary Methods,Condom,,4305
Bara,2069/70,Temporary Methods,Pills,,2028
Bara,2069/70,Temporary Methods,Depo,,8139
Bara,2069/70,Temporary Methods,IUD,,1896
Bara,2069/70,Temporary Methods,Norplant,,1188
Bara,2069/70,Permanent method,Strerilization,Male,2025
Bara,2069/70,Permanent method,Strerilization,Female,40356
Parsa,2069/70,Temporary Methods,Condom,,2651
Parsa,2069/70,Temporary Methods,Pills,,6572
Parsa,2069/70,Temporary Methods,Depo,,6677
Parsa,2069/70,Temporary Methods,IUD,,1139
Parsa,2069/70,Temporary Methods,Norplant,,1451
Parsa,2069/70,Permanent method,Strerilization,Male,3002
Parsa,2069/70,Permanent method,Strerilization,Female,73339
Chitwan,2069/70,Temporary Methods,Condom,,5222
Chitwan,2069/70,Temporary Methods,Pills,,3047
Chitwan,2069/70,Temporary Methods,Depo,,5026
Chitwan,2069/70,Temporary Methods,IUD,,3181
Chitwan,2069/70,Temporary Methods,Norplant,,2311
Chitwan,2069/70,Permanent method,Strerilization,Male,25991
Chitwan,2069/70,Permanent method,Strerilization,Female,12652
Gorkha,2069/70,Temporary Methods,Condom,,1329
Gorkha,2069/70,Temporary Methods,Pills,,934
Gorkha,2069/70,Temporary Methods,Depo,,3808
Gorkha,2069/70,Temporary Methods,IUD,,338
Gorkha,2069/70,Temporary Methods,Norplant,,332
Gorkha,2069/70,Permanent method,Strerilization,Male,6325
Gorkha,2069/70,Permanent method,Strerilization,Female,5969
Lamjung,2069/70,Temporary Methods,Condom,,1317
Lamjung,2069/70,Temporary Methods,Pills,,919
Lamjung,2069/70,Temporary Methods,Depo,,1825
Lamjung,2069/70,Temporary Methods,IUD,,520
Lamjung,2069/70,Temporary Methods,Norplant,,436
Lamjung,2069/70,Permanent method,Strerilization,Male,5986
Lamjung,2069/70,Permanent method,Strerilization,Female,2161
Tanahu,2069/70,Temporary Methods,Condom,,2330
Tanahu,2069/70,Temporary Methods,Pills,,1222
Tanahu,2069/70,Temporary Methods,Depo,,2500
Tanahu,2069/70,Temporary Methods,IUD,,2350
Tanahu,2069/70,Temporary Methods,Norplant,,731
Tanahu,2069/70,Permanent method,Strerilization,Male,7349
Tanahu,2069/70,Permanent method,Strerilization,Female,6196
Syangja,2069/70,Temporary Methods,Condom,,1897
Syangja,2069/70,Temporary Methods,Pills,,1873
Syangja,2069/70,Temporary Methods,Depo,,2199
Syangja,2069/70,Temporary Methods,IUD,,588
Syangja,2069/70,Temporary Methods,Norplant,,79
Syangja,2069/70,Permanent method,Strerilization,Male,4222
Syangja,2069/70,Permanent method,Strerilization,Female,9217
Kaski,2069/70,Temporary Methods,Condom,,3441
Kaski,2069/70,Temporary Methods,Pills,,5449
Kaski,2069/70,Temporary Methods,Depo,,5799
Kaski,2069/70,Temporary Methods,IUD,,4093
Kaski,2069/70,Temporary Methods,Norplant,,1832
Kaski,2069/70,Permanent method,Strerilization,Male,12665
Kaski,2069/70,Permanent method,Strerilization,Female,11083
Manang,2069/70,Temporary Methods,Condom,,152
Manang,2069/70,Temporary Methods,Pills,,45
Manang,2069/70,Temporary Methods,Depo,,121
Manang,2069/70,Temporary Methods,IUD,,10
Manang,2069/70,Temporary Methods,Norplant,,119
Manang,2069/70,Permanent method,Strerilization,Male,187
Manang,2069/70,Permanent method,Strerilization,Female,17
Mustang,2069/70,Temporary Methods,Condom,,272
Mustang,2069/70,Temporary Methods,Pills,,111
Mustang,2069/70,Temporary Methods,Depo,,247
Mustang,2069/70,Temporary Methods,IUD,,185
Mustang,2069/70,Temporary Methods,Norplant,,218
Mustang,2069/70,Permanent method,Strerilization,Male,318
Mustang,2069/70,Permanent method,Strerilization,Female,253
Myagdi,2069/70,Temporary Methods,Condom,,1313
Myagdi,2069/70,Temporary Methods,Pills,,767
Myagdi,2069/70,Temporary Methods,Depo,,1587
Myagdi,2069/70,Temporary Methods,IUD,,1155
Myagdi,2069/70,Temporary Methods,Norplant,,972
Myagdi,2069/70,Permanent method,Strerilization,Male,3040
Myagdi,2069/70,Permanent method,Strerilization,Female,954
Parbat,2069/70,Temporary Methods,Condom,,1660
Parbat,2069/70,Temporary Methods,Pills,,532
Parbat,2069/70,Temporary Methods,Depo,,986
Parbat,2069/70,Temporary Methods,IUD,,531
Parbat,2069/70,Temporary Methods,Norplant,,103
Parbat,2069/70,Permanent method,Strerilization,Male,4185
Parbat,2069/70,Permanent method,Strerilization,Female,1038
Baglung,2069/70,Temporary Methods,Condom,,1941
Baglung,2069/70,Temporary Methods,Pills,,2008
Baglung,2069/70,Temporary Methods,Depo,,2026
Baglung,2069/70,Temporary Methods,IUD,,854
Baglung,2069/70,Temporary Methods,Norplant,,518
Baglung,2069/70,Permanent method,Strerilization,Male,6229
Baglung,2069/70,Permanent method,Strerilization,Female,3509
Gulmi,2069/70,Temporary Methods,Condom,,4062
Gulmi,2069/70,Temporary Methods,Pills,,1891
Gulmi,2069/70,Temporary Methods,Depo,,3378
Gulmi,2069/70,Temporary Methods,IUD,,806
Gulmi,2069/70,Temporary Methods,Norplant,,479
Gulmi,2069/70,Permanent method,Strerilization,Male,3768
Gulmi,2069/70,Permanent method,Strerilization,Female,5847
Palpa,2069/70,Temporary Methods,Condom,,2068
Palpa,2069/70,Temporary Methods,Pills,,1817
Palpa,2069/70,Temporary Methods,Depo,,4122
Palpa,2069/70,Temporary Methods,IUD,,798
Palpa,2069/70,Temporary Methods,Norplant,,844
Palpa,2069/70,Permanent method,Strerilization,Male,5415
Palpa,2069/70,Permanent method,Strerilization,Female,8476
Nawalparasi,2069/70,Temporary Methods,Condom,,5129
Nawalparasi,2069/70,Temporary Methods,Pills,,3688
Nawalparasi,2069/70,Temporary Methods,Depo,,7250
Nawalparasi,2069/70,Temporary Methods,IUD,,1629
Nawalparasi,2069/70,Temporary Methods,Norplant,,1491
Nawalparasi,2069/70,Permanent method,Strerilization,Male,8367
Nawalparasi,2069/70,Permanent method,Strerilization,Female,30597
Rupandehi,2069/70,Temporary Methods,Condom,,7936
Rupandehi,2069/70,Temporary Methods,Pills,,4786
Rupandehi,2069/70,Temporary Methods,Depo,,11272
Rupandehi,2069/70,Temporary Methods,IUD,,1599
Rupandehi,2069/70,Temporary Methods,Norplant,,1380
Rupandehi,2069/70,Permanent method,Strerilization,Male,2574
Rupandehi,2069/70,Permanent method,Strerilization,Female,29270
Kapilvastu,2069/70,Temporary Methods,Condom,,2998
Kapilvastu,2069/70,Temporary Methods,Pills,,2560
Kapilvastu,2069/70,Temporary Methods,Depo,,9122
Kapilvastu,2069/70,Temporary Methods,IUD,,438
Kapilvastu,2069/70,Temporary Methods,Norplant,,280
Kapilvastu,2069/70,Permanent method,Strerilization,Male,1760
Kapilvastu,2069/70,Permanent method,Strerilization,Female,13611
Arghakhanchi,2069/70,Temporary Methods,Condom,,1750
Arghakhanchi,2069/70,Temporary Methods,Pills,,616
Arghakhanchi,2069/70,Temporary Methods,Depo,,1339
Arghakhanchi,2069/70,Temporary Methods,IUD,,592
Arghakhanchi,2069/70,Temporary Methods,Norplant,,786
Arghakhanchi,2069/70,Permanent method,Strerilization,Male,3174
Arghakhanchi,2069/70,Permanent method,Strerilization,Female,2722
Rolpa,2069/70,Temporary Methods,Condom,,4569
Rolpa,2069/70,Temporary Methods,Pills,,1267
Rolpa,2069/70,Temporary Methods,Depo,,4205
Rolpa,2069/70,Temporary Methods,IUD,,1198
Rolpa,2069/70,Temporary Methods,Norplant,,6162
Rolpa,2069/70,Permanent method,Strerilization,Male,3538
Rolpa,2069/70,Permanent method,Strerilization,Female,104
Rukum,2069/70,Temporary Methods,Condom,,1068
Rukum,2069/70,Temporary Methods,Pills,,1477
Rukum,2069/70,Temporary Methods,Depo,,4314
Rukum,2069/70,Temporary Methods,IUD,,168
Rukum,2069/70,Temporary Methods,Norplant,,383
Rukum,2069/70,Permanent method,Strerilization,Male,3198
Rukum,2069/70,Permanent method,Strerilization,Female,208
Salyan,2069/70,Temporary Methods,Condom,,2198
Salyan,2069/70,Temporary Methods,Pills,,898
Salyan,2069/70,Temporary Methods,Depo,,4291
Salyan,2069/70,Temporary Methods,IUD,,1521
Salyan,2069/70,Temporary Methods,Norplant,,2001
Salyan,2069/70,Permanent method,Strerilization,Male,5623
Salyan,2069/70,Permanent method,Strerilization,Female,793
Dang,2069/70,Temporary Methods,Condom,,4469
Dang,2069/70,Temporary Methods,Pills,,4123
Dang,2069/70,Temporary Methods,Depo,,10201
Dang,2069/70,Temporary Methods,IUD,,4378
Dang,2069/70,Temporary Methods,Norplant,,1615
Dang,2069/70,Permanent method,Strerilization,Male,4016
Dang,2069/70,Permanent method,Strerilization,Female,19804
Banke,2069/70,Temporary Methods,Condom,,4638
Banke,2069/70,Temporary Methods,Pills,,3359
Banke,2069/70,Temporary Methods,Depo,,8819
Banke,2069/70,Temporary Methods,IUD,,3845
Banke,2069/70,Temporary Methods,Norplant,,2513
Banke,2069/70,Permanent method,Strerilization,Male,6229
Banke,2069/70,Permanent method,Strerilization,Female,16441
Bardiya,2069/70,Temporary Methods,Condom,,5931
Bardiya,2069/70,Temporary Methods,Pills,,2051
Bardiya,2069/70,Temporary Methods,Depo,,6524
Bardiya,2069/70,Temporary Methods,IUD,,4767
Bardiya,2069/70,Temporary Methods,Norplant,,3943
Bardiya,2069/70,Permanent method,Strerilization,Male,3069
Bardiya,2069/70,Permanent method,Strerilization,Female,25773
Surkhet,2069/70,Temporary Methods,Condom,,4161
Surkhet,2069/70,Temporary Methods,Pills,,2753
Surkhet,2069/70,Temporary Methods,Depo,,5901
Surkhet,2069/70,Temporary Methods,IUD,,2742
Surkhet,2069/70,Temporary Methods,Norplant,,2155
Surkhet,2069/70,Permanent method,Strerilization,Male,12213
Surkhet,2069/70,Permanent method,Strerilization,Female,10420
Dailekh,2069/70,Temporary Methods,Condom,,2925
Dailekh,2069/70,Temporary Methods,Pills,,1612
Dailekh,2069/70,Temporary Methods,Depo,,3381
Dailekh,2069/70,Temporary Methods,IUD,,1063
Dailekh,2069/70,Temporary Methods,Norplant,,2943
Dailekh,2069/70,Permanent method,Strerilization,Male,6332
Dailekh,2069/70,Permanent method,Strerilization,Female,78
Jajarkot,2069/70,Temporary Methods,Condom,,671
Jajarkot,2069/70,Temporary Methods,Pills,,869
Jajarkot,2069/70,Temporary Methods,Depo,,2628
Jajarkot,2069/70,Temporary Methods,IUD,,209
Jajarkot,2069/70,Temporary Methods,Norplant,,503
Jajarkot,2069/70,Permanent method,Strerilization,Male,3578
Jajarkot,2069/70,Permanent method,Strerilization,Female,210
Dolpa,2069/70,Temporary Methods,Condom,,382
Dolpa,2069/70,Temporary Methods,Pills,,270
Dolpa,2069/70,Temporary Methods,Depo,,523
Dolpa,2069/70,Temporary Methods,IUD,,0
Dolpa,2069/70,Temporary Methods,Norplant,,0
Dolpa,2069/70,Permanent method,Strerilization,Male,828
Dolpa,2069/70,Permanent method,Strerilization,Female,12
Jumla,2069/70,Temporary Methods,Condom,,1098
Jumla,2069/70,Temporary Methods,Pills,,232
Jumla,2069/70,Temporary Methods,Depo,,833
Jumla,2069/70,Temporary Methods,IUD,,38
Jumla,2069/70,Temporary Methods,Norplant,,202
Jumla,2069/70,Permanent method,Strerilization,Male,5564
Jumla,2069/70,Permanent method,Strerilization,Female,225
Kalikot,2069/70,Temporary Methods,Condom,,1406
Kalikot,2069/70,Temporary Methods,Pills,,577
Kalikot,2069/70,Temporary Methods,Depo,,1854
Kalikot,2069/70,Temporary Methods,IUD,,249
Kalikot,2069/70,Temporary Methods,Norplant,,817
Kalikot,2069/70,Permanent method,Strerilization,Male,2463
Kalikot,2069/70,Permanent method,Strerilization,Female,17
Mugu,2069/70,Temporary Methods,Condom,,287
Mugu,2069/70,Temporary Methods,Pills,,138
Mugu,2069/70,Temporary Methods,Depo,,489
Mugu,2069/70,Temporary Methods,IUD,,70
Mugu,2069/70,Temporary Methods,Norplant,,70
Mugu,2069/70,Permanent method,Strerilization,Male,1746
Mugu,2069/70,Permanent method,Strerilization,Female,29
Humla,2069/70,Temporary Methods,Condom,,340
Humla,2069/70,Temporary Methods,Pills,,692
Humla,2069/70,Temporary Methods,Depo,,1415
Humla,2069/70,Temporary Methods,IUD,,6
Humla,2069/70,Temporary Methods,Norplant,,103
Humla,2069/70,Permanent method,Strerilization,Male,1480
Humla,2069/70,Permanent method,Strerilization,Female,53
Bajura,2069/70,Temporary Methods,Condom,,1725
Bajura,2069/70,Temporary Methods,Pills,,851
Bajura,2069/70,Temporary Methods,Depo,,1574
Bajura,2069/70,Temporary Methods,IUD,,168
