District,Zone,Geographical Region,Development Region,Year BS,Year AD,Diseases,Value
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Whooping cough,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Neonatal Tetanus,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Tetanus,6
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Tuberculosis,141
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Acute Flacid Paralysis,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Rubella,33
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Mumps,183
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Chicken pox,135
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Hepatatis-B,1
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Measles,5
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Diptheria,0
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Whooping cough,0
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Neonatal Tetanus,0
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Tetanus,0
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Tuberculosis,188
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Acute Flacid Paralysis,1
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Rubella,0
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Mumps,83
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Chicken pox,17
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Hepatatis-B,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Measles,3
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Diptheria,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Whooping Cough,14
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Tetanus,0
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Tuberculosis,36
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),5
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Rubella,8
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Mumps,547
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Chicken pox,379
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Hepatitis B,3
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Measles,8
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Diptheria,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Whooping Cough,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Tetanus,0
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Tuberculosis,21
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),3
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Rubella,6
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Mumps,425
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Chicken pox,191
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Hepatitis B,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Measles,50
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Diptheria,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Whooping Cough,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Tetanus,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Tuberculosis,55
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),4
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Rubella,3
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Mumps,300
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Chicken pox,157
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Hepatitis B,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Measles,42
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Diptheria,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Whooping Cough,54
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Tetanus,1
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Tuberculosis,1400
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),5
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Rubella,17
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Mumps,1256
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Chicken pox,544
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Hepatitis B,2
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Measles,31
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Diptheria,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Whooping Cough,32
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Tetanus,1
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Tuberculosis,949
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),16
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Rubella,91
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Mumps,1681
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Chicken pox,685
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Hepatitis B,11
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Measles,20
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Diptheria,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Whooping Cough,1
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Neonatal Tetanus,5
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Tetanus,1
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Tuberculosis,444
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),16
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Rubella,7
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Mumps,923
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Chicken pox,197
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Hepatitis B,13
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Measles,51
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Diptheria,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Whooping Cough,6
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Tetanus,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Tuberculosis,84
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Rubella,2
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Mumps,568
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Chicken pox,585
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Hepatitis B,31
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Measles,14
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Diptheria,0
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Whooping Cough,12
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Tetanus,0
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Tuberculosis,79
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),5
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Rubella,21
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Mumps,333
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Chicken pox,128
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Hepatitis B,7
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Measles,40
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Diptheria,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Whooping Cough,40
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Neonatal Tetanus,3
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Tetanus,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Tuberculosis,23
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Rubella,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Mumps,396
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Chicken pox,400
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Hepatitis B,22
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Measles,19
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Diptheria,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Whooping Cough,2
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Tetanus,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Tuberculosis,36
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Rubella,6
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Mumps,814
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Chicken pox,228
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Hepatitis B,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Measles,1
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Diptheria,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Whooping Cough,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Tetanus,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Tuberculosis,22
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Rubella,3
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Mumps,138
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Chicken pox,175
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Hepatitis B,4
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Measles,9
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Diptheria,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Whooping Cough,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Tetanus,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Tuberculosis,129
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),35
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Rubella,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Mumps,301
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Chicken pox,151
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Hepatitis B,2
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Measles,1
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Diptheria,2
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Whooping Cough,126
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Tetanus,1
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Tuberculosis,5
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Rubella,11
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Mumps,556
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Chicken pox,351
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Hepatitis B,0
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Measles,12
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Diptheria,6
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Whooping Cough,170
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Tetanus,0
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Tuberculosis,262
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),7
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Rubella,0
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Mumps,845
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Chicken pox,592
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Hepatitis B,15
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Measles,10
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Diptheria,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Whooping Cough,6
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Tetanus,2
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Tuberculosis,128
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),2
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Rubella,8
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Mumps,554
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Chicken pox,15
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Hepatitis B,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Measles,10
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Diptheria,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Whooping Cough,13
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Neonatal Tetanus,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Tetanus,5
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Tuberculosis,469
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Acute Flacid Paralysis (AFP),5
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Rubella,2
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Mumps,534
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Chicken pox,38
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Hepatitis B,1
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Measles,38
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Diptheria,2
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Whooping Cough,10
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Neonatal Tetanus,0
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Tetanus,3
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Tuberculosis,272
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),15
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Rubella,39
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Mumps,271
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Chicken pox,26
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Hepatitis B,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Measles,21
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Diptheria,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Whooping Cough,84
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Neonatal Tetanus,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Tetanus,5
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Tuberculosis,842
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),24
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Rubella,14
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Mumps,504
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Chicken pox,183
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Hepatitis B,2
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Measles,95
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Diptheria,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Whooping Cough,114
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Neonatal Tetanus,5
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Tetanus,1
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Tuberculosis,525
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),8
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Rubella,5
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Mumps,401
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Chicken pox,73
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Hepatitis B,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Measles,26
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Diptheria,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Whooping Cough,221
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Neonatal Tetanus,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Tetanus,1
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Tuberculosis,211
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),9
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Rubella,6
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Mumps,404
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Chicken pox,89
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Hepatitis B,8
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Measles,19
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Diptheria,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Whooping Cough,7
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Neonatal Tetanus,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Tetanus,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Tuberculosis,58
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),1
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Rubella,3
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Mumps,486
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Chicken pox,283
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Hepatitis B,10
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Measles,36
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Diptheria,9
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Whooping Cough,105
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Neonatal Tetanus,2
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Tetanus,11
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Tuberculosis,111
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),46
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Rubella,78
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Mumps,426
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Chicken pox,140
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Hepatitis B,20
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Measles,86
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Diptheria,3
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Whooping Cough,62
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Neonatal Tetanus,1
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Tetanus,1
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Tuberculosis,121
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Rubella,5
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Mumps,506
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Chicken pox,452
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Hepatitis B,3
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Measles,102
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Diptheria,3
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Whooping Cough,36
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Tetanus,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Tetanus,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Tuberculosis,190
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),2
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Rubella,6
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Mumps,438
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Chicken pox,331
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Hepatitis B,3
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Measles,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Diptheria,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Whooping Cough,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Tetanus,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Tetanus,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Tuberculosis,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Rubella,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Mumps,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Chicken pox,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Hepatitis B,0
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Measles,70
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Diptheria,0
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Whooping Cough,73
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Tetanus,42
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Tetanus,1
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Tuberculosis,171
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),8
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Rubella,6
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Mumps,232
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Chicken pox,302
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Hepatitis B,9
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Measles,395
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Diptheria,69
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Whooping Cough,616
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Tetanus,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Tetanus,201
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Tuberculosis,3414
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),6
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Rubella,73
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Mumps,669
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Chicken pox,901
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Hepatitis B,1512
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Measles,22
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Diptheria,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Whooping Cough,21
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Neonatal Tetanus,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Tetanus,30
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Tuberculosis,115
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Rubella,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Mumps,376
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Chicken pox,173
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Hepatitis B,6
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Measles,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Diptheria,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Whooping Cough,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Neonatal Tetanus,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Tetanus,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Tuberculosis,16
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Acute Flacid Paralysis (AFP),0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Rubella,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Mumps,64
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Chicken pox,21
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Hepatitis B,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Measles,41
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Diptheria,1
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Whooping Cough,174
