Year BS,Year AD,District,zone,belt,region,Mental problem,No of People,Zone,Belt,Region
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Alcoholism,18,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Anxiety (Neurosis,15,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,"Conversive disorder
(Hysteria)",1,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Depression,6,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Epilesy,2,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Mental retardation,1,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Psychosis,2,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Alcoholism,7,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Anxiety (Neurosis,26,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,"Conversive disorder
(Hysteria)",0,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Depression,5,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Epilesy,1,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Mental retardation,0,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Psychosis,9,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Alcoholism,17,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Anxiety (Neurosis,19,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,"Conversive disorder
(Hysteria)",1,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Depression,2,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Epilesy,2,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Mental retardation,0,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Psychosis,0,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Alcoholism,3,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Anxiety (Neurosis,24,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,"Conversive disorder
(Hysteria)",1,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Depression,6,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Epilesy,7,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Mental retardation,1,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Psychosis,1,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Alcoholism,4,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Anxiety (Neurosis,41,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,"Conversive disorder
(Hysteria)",2,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Depression,14,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Epilesy,11,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Mental retardation,2,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Psychosis,12,Bagmati,Mountain,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Alcoholism,30,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Anxiety (Neurosis,40,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,"Conversive disorder
(Hysteria)",11,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Depression,111,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Epilesy,34,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Mental retardation,16,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Psychosis,19,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Alcoholism,67,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Anxiety (Neurosis,124,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,"Conversive disorder
(Hysteria)",9,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Depression,148,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Epilesy,8,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Mental retardation,17,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Psychosis,40,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Alcoholism,82,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Anxiety (Neurosis,91,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,"Conversive disorder
(Hysteria)",17,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Depression,148,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Epilesy,82,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Mental retardation,8,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Psychosis,12,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Alcoholism,62,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Anxiety (Neurosis,231,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,"Conversive disorder
(Hysteria)",4,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Depression,272,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Epilesy,56,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Mental retardation,40,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Psychosis,8,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Alcoholism,11,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Anxiety (Neurosis,73,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,"Conversive disorder
(Hysteria)",12,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Depression,129,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Epilesy,3,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Mental retardation,14,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Psychosis,0,Narayani,Terai,Central
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Alcoholism,40,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Anxiety (Neurosis,125,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",6,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Depression,60,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Epilesy,9,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Mental retardation,7,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Psychosis,11,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Alcoholism,43,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Anxiety (Neurosis,119,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",3,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Depression,50,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Epilesy,23,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Mental retardation,5,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Psychosis,21,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Alcoholism,66,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Anxiety (Neurosis,179,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",10,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Depression,47,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Epilesy,8,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Mental retardation,5,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Psychosis,13,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Alcoholism,37,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Anxiety (Neurosis,225,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",5,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Depression,166,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Epilesy,38,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Mental retardation,5,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Psychosis,12,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Alcoholism,42,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Anxiety (Neurosis,209,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",18,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Depression,287,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Epilesy,41,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Mental retardation,2,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Psychosis,10,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Alcoholism,164,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Anxiety (Neurosis,508,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",53,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Depression,142,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Epilesy,126,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Mental retardation,16,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Psychosis,48,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Alcoholism,126,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Anxiety (Neurosis,349,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",42,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Depression,135,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Epilesy,57,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Mental retardation,22,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Psychosis,59,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Alcoholism,58,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Anxiety (Neurosis,224,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",16,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Depression,185,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Epilesy,47,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Mental retardation,61,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Psychosis,57,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Alcoholism,59,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Anxiety (Neurosis,345,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",34,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Depression,119,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Epilesy,61,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Mental retardation,5,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Psychosis,20,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Alcoholism,52,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Anxiety (Neurosis,432,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",61,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Depression,117,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Epilesy,52,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Mental retardation,5,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Psychosis,36,Rapti,Hill,Mid-Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Alcoholism,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Anxiety (Neurosis,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,"Conversive disorder
(Hysteria)",0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Depression,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Epilesy,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Mental retardation,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Psychosis,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Alcoholism,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Anxiety (Neurosis,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,"Conversive disorder
(Hysteria)",0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Depression,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Epilesy,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Mental retardation,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Psychosis,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Alcoholism,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Anxiety (Neurosis,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,"Conversive disorder
(Hysteria)",0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Depression,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Epilesy,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Mental retardation,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Psychosis,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Alcoholism,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Anxiety (Neurosis,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,"Conversive disorder
(Hysteria)",0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Depression,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Epilesy,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Mental retardation,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Psychosis,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Alcoholism,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Anxiety (Neurosis,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,"Conversive disorder
(Hysteria)",0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Depression,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Epilesy,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Mental retardation,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Psychosis,0,Lumbini,Terai,Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Alcoholism,23,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Anxiety (Neurosis,375,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",11,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Depression,69,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Epilesy,11,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Mental retardation,4,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Psychosis,3,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Alcoholism,60,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Anxiety (Neurosis,477,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",15,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Depression,146,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Epilesy,39,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Mental retardation,4,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Psychosis,32,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Alcoholism,59,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Anxiety (Neurosis,440,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",26,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Depression,134,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Epilesy,27,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Mental retardation,3,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Psychosis,51,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Alcoholism,67,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Anxiety (Neurosis,341,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",15,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Depression,117,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Epilesy,27,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Mental retardation,4,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Psychosis,20,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Alcoholism,33,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Anxiety (Neurosis,243,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,"Conversive disorder
(Hysteria)",13,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Depression,72,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Epilesy,33,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Mental retardation,5,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Psychosis,9,Rapti,Hill,Mid-Western
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Alcoholism,40,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Anxiety (Neurosis,179,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,"Conversive disorder
(Hysteria)",35,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Depression,123,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Epilesy,55,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Mental retardation,23,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Psychosis,14,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Alcoholism,23,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Anxiety (Neurosis,80,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,"Conversive disorder
(Hysteria)",23,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Depression,82,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Epilesy,21,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Mental retardation,12,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Psychosis,6,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Alcoholism,59,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Anxiety (Neurosis,56,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,"Conversive disorder
(Hysteria)",25,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Depression,78,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Epilesy,20,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Mental retardation,19,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Psychosis,18,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Alcoholism,132,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Anxiety (Neurosis,66,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,"Conversive disorder
(Hysteria)",56,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Depression,98,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Epilesy,16,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Mental retardation,15,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Psychosis,7,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Alcoholism,103,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Anxiety (Neurosis,18,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,"Conversive disorder
(Hysteria)",34,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Depression,63,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Epilesy,25,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Mental retardation,1,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Psychosis,5,Kosi,Mountain,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Alcoholism,11,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Anxiety (Neurosis,88,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,"Conversive disorder
(Hysteria)",6,Sagarmatha,Terai,Eastern
