District,Year,Respiratory problems,Morbidity Number
Mugu,2068/69,Foreign body in respiratory tract,49
Humla,2068/69,"ARI/Lower respiratory
tract Infection",2570
Humla,2068/69,"Upper respiratory tract
Infection",3881
Humla,2068/69,Pneumonia,1669
Humla,2068/69,Sever Pneumonia,233
Humla,2068/69,Bronchitis,1624
Humla,2068/69,Asthama,2132
Humla,2068/69,Viral Influnenza,331
Humla,2068/69,Foreign body in respiratory tract,57
Bajura,2068/69,"ARI/Lower respiratory
tract Infection",6323
Bajura,2068/69,"Upper respiratory tract
Infection",6391
Bajura,2068/69,Pneumonia,4110
Bajura,2068/69,Sever Pneumonia,195
Bajura,2068/69,Bronchitis,1609
Bajura,2068/69,Asthama,3434
Bajura,2068/69,Viral Influnenza,1465
Bajura,2068/69,Foreign body in respiratory tract,26
Bajhang,2068/69,"ARI/Lower respiratory
tract Infection",8838
Bajhang,2068/69,"Upper respiratory tract
Infection",10931
Bajhang,2068/69,Pneumonia,4257
Bajhang,2068/69,Sever Pneumonia,334
Bajhang,2068/69,Bronchitis,2098
Bajhang,2068/69,Asthama,2802
Bajhang,2068/69,Viral Influnenza,1307
Bajhang,2068/69,Foreign body in respiratory tract,53
Achham,2068/69,"ARI/Lower respiratory
tract Infection",22602
Achham,2068/69,"Upper respiratory tract
Infection",30811
Achham,2068/69,Pneumonia,7315
Achham,2068/69,Sever Pneumonia,402
Achham,2068/69,Bronchitis,2604
Achham,2068/69,Asthama,6506
Achham,2068/69,Viral Influnenza,870
Achham,2068/69,Foreign body in respiratory tract,100
Doti,2068/69,"ARI/Lower respiratory
tract Infection",12591
Doti,2068/69,"Upper respiratory tract
Infection",15555
Doti,2068/69,Pneumonia,4213
Doti,2068/69,Sever Pneumonia,310
Doti,2068/69,Bronchitis,2826
Doti,2068/69,Asthama,5712
Doti,2068/69,Viral Influnenza,806
Doti,2068/69,Foreign body in respiratory tract,115
Kailali,2068/69,"ARI/Lower respiratory
tract Infection",31083
Kailali,2068/69,"Upper respiratory tract
Infection",22493
Kailali,2068/69,Pneumonia,7611
Kailali,2068/69,Sever Pneumonia,825
Kailali,2068/69,Bronchitis,4643
Kailali,2068/69,Asthama,8131
Kailali,2068/69,Viral Influnenza,3576
Kailali,2068/69,Foreign body in respiratory tract,74
Kanchanpur,2068/69,"ARI/Lower respiratory
tract Infection",16347
Kanchanpur,2068/69,"Upper respiratory tract
Infection",16335
Kanchanpur,2068/69,Pneumonia,7116
Kanchanpur,2068/69,Sever Pneumonia,216
Kanchanpur,2068/69,Bronchitis,4217
Kanchanpur,2068/69,Asthama,5140
Kanchanpur,2068/69,Viral Influnenza,7133
Kanchanpur,2068/69,Foreign body in respiratory tract,70
Dadeldhura,2068/69,"ARI/Lower respiratory
tract Infection",11805
Dadeldhura,2068/69,"Upper respiratory tract
Infection",11771
Dadeldhura,2068/69,Pneumonia,4771
Dadeldhura,2068/69,Sever Pneumonia,311
Dadeldhura,2068/69,Bronchitis,1960
Dadeldhura,2068/69,Asthama,4983
Dadeldhura,2068/69,Viral Influnenza,2327
Dadeldhura,2068/69,Foreign body in respiratory tract,214
Baitadi,2068/69,"ARI/Lower respiratory
tract Infection",15757
Baitadi,2068/69,"Upper respiratory tract
Infection",15817
Baitadi,2068/69,Pneumonia,5612
Baitadi,2068/69,Sever Pneumonia,262
Baitadi,2068/69,Bronchitis,2764
Baitadi,2068/69,Asthama,6358
Baitadi,2068/69,Viral Influnenza,4254
Baitadi,2068/69,Foreign body in respiratory tract,81
Darchula,2068/69,"ARI/Lower respiratory
tract Infection",9950
Darchula,2068/69,"Upper respiratory tract
Infection",9748
Darchula,2068/69,Pneumonia,2254
Darchula,2068/69,Sever Pneumonia,151
Darchula,2068/69,Bronchitis,3440
Darchula,2068/69,Asthama,4411
Darchula,2068/69,Viral Influnenza,2019
Darchula,2068/69,Foreign body in respiratory tract,48
,,,
Taplejung,2069/70,ARI/Lower respiratory tract Infection,7891
Taplejung,2069/70,Upper respiratory tract Infection,7860
Taplejung,2069/70,Pneumonia,3826
Taplejung,2069/70,Sever Pneumonia,330
Taplejung,2069/70,Bronchitis,1118
Taplejung,2069/70,Asthama,1687
Taplejung,2069/70,Viral Influnenza,3096
Taplejung,2069/70,Foreign body in respiratory tract,200
Panchthar,2069/70,ARI/Lower respiratory tract Infection,9108
Panchthar,2069/70,Upper respiratory tract Infection,8511
Panchthar,2069/70,Pneumonia,4691
Panchthar,2069/70,Sever Pneumonia,229
Panchthar,2069/70,Bronchitis,1220
Panchthar,2069/70,Asthama,1602
Panchthar,2069/70,Viral Influnenza,1049
Panchthar,2069/70,Foreign body in respiratory tract,69
Ilam,2069/70,ARI/Lower respiratory tract Infection,8964
Ilam,2069/70,Upper respiratory tract Infection,8497
Ilam,2069/70,Pneumonia,4220
Ilam,2069/70,Sever Pneumonia,193
Ilam,2069/70,Bronchitis,1430
Ilam,2069/70,Asthama,1749
Ilam,2069/70,Viral Influnenza,7610
Ilam,2069/70,Foreign body in respiratory tract,102
Jhapa,2069/70,ARI/Lower respiratory tract Infection,29104
Jhapa,2069/70,Upper respiratory tract Infection,32353
Jhapa,2069/70,Pneumonia,12585
Jhapa,2069/70,Sever Pneumonia,717
Jhapa,2069/70,Bronchitis,10708
Jhapa,2069/70,Asthama,9263
Jhapa,2069/70,Viral Influnenza,25567
Jhapa,2069/70,Foreign body in respiratory tract,198
Morang,2069/70,ARI/Lower respiratory tract Infection,37006
Morang,2069/70,Upper respiratory tract Infection,35091
Morang,2069/70,Pneumonia,13155
Morang,2069/70,Sever Pneumonia,658
Morang,2069/70,Bronchitis,9851
Morang,2069/70,Asthama,8140
Morang,2069/70,Viral Influnenza,12693
Morang,2069/70,Foreign body in respiratory tract,302
Sunsari,2069/70,ARI/Lower respiratory tract Infection,36371
Sunsari,2069/70,Upper respiratory tract Infection,33223
Sunsari,2069/70,Pneumonia,13280
Sunsari,2069/70,Sever Pneumonia,339
Sunsari,2069/70,Bronchitis,3335
Sunsari,2069/70,Asthama,5704
Sunsari,2069/70,Viral Influnenza,6519
Sunsari,2069/70,Foreign body in respiratory tract,39
Dhankuta,2069/70,ARI/Lower respiratory tract Infection,8616
Dhankuta,2069/70,Upper respiratory tract Infection,9676
Dhankuta,2069/70,Pneumonia,4202
Dhankuta,2069/70,Sever Pneumonia,74
Dhankuta,2069/70,Bronchitis,2437
Dhankuta,2069/70,Asthama,1655
Dhankuta,2069/70,Viral Influnenza,4652
Dhankuta,2069/70,Foreign body in respiratory tract,22
Teharthum,2069/70,ARI/Lower respiratory tract Infection,4724
Teharthum,2069/70,Upper respiratory tract Infection,6808
Teharthum,2069/70,Pneumonia,2456
Teharthum,2069/70,Sever Pneumonia,133
Teharthum,2069/70,Bronchitis,1889
Teharthum,2069/70,Asthama,1538
Teharthum,2069/70,Viral Influnenza,2175
Teharthum,2069/70,Foreign body in respiratory tract,113
Sankhuwasabha,2069/70,ARI/Lower respiratory tract Infection,8629
Sankhuwasabha,2069/70,Upper respiratory tract Infection,7504
Sankhuwasabha,2069/70,Pneumonia,4579
Sankhuwasabha,2069/70,Sever Pneumonia,145
Sankhuwasabha,2069/70,Bronchitis,774
Sankhuwasabha,2069/70,Asthama,2120
Sankhuwasabha,2069/70,Viral Influnenza,1270
Sankhuwasabha,2069/70,Foreign body in respiratory tract,72
Bhojpur,2069/70,ARI/Lower respiratory tract Infection,9365
Bhojpur,2069/70,Upper respiratory tract Infection,9980
Bhojpur,2069/70,Pneumonia,4315
Bhojpur,2069/70,Sever Pneumonia,179
Bhojpur,2069/70,Bronchitis,2192
Bhojpur,2069/70,Asthama,3395
Bhojpur,2069/70,Viral Influnenza,6991
Bhojpur,2069/70,Foreign body in respiratory tract,130
Solukhumbu,2069/70,ARI/Lower respiratory tract Infection,9145
Solukhumbu,2069/70,Upper respiratory tract Infection,8040
Solukhumbu,2069/70,Pneumonia,2811
Solukhumbu,2069/70,Sever Pneumonia,194
Solukhumbu,2069/70,Bronchitis,2663
Solukhumbu,2069/70,Asthama,2784
Solukhumbu,2069/70,Viral Influnenza,1043
Solukhumbu,2069/70,Foreign body in respiratory tract,114
Okhaldhunga,2069/70,ARI/Lower respiratory tract Infection,13607
Okhaldhunga,2069/70,Upper respiratory tract Infection,13051
Okhaldhunga,2069/70,Pneumonia,3815
Okhaldhunga,2069/70,Sever Pneumonia,111
Okhaldhunga,2069/70,Bronchitis,2093
Okhaldhunga,2069/70,Asthama,3292
Okhaldhunga,2069/70,Viral Influnenza,1785
Okhaldhunga,2069/70,Foreign body in respiratory tract,69
Khotang,2069/70,ARI/Lower respiratory tract Infection,13214
Khotang,2069/70,Upper respiratory tract Infection,13927
Khotang,2069/70,Pneumonia,7176
Khotang,2069/70,Sever Pneumonia,374
Khotang,2069/70,Bronchitis,3599
Khotang,2069/70,Asthama,3491
Khotang,2069/70,Viral Influnenza,2242
Khotang,2069/70,Foreign body in respiratory tract,190
Udaypur,2069/70,ARI/Lower respiratory tract Infection,10596
Udaypur,2069/70,Upper respiratory tract Infection,9653
Udaypur,2069/70,Pneumonia,5465
Udaypur,2069/70,Sever Pneumonia,452
Udaypur,2069/70,Bronchitis,3236
Udaypur,2069/70,Asthama,2849
Udaypur,2069/70,Viral Influnenza,7018
Udaypur,2069/70,Foreign body in respiratory tract,133
Saptari,2069/70,ARI/Lower respiratory tract Infection,34370
Saptari,2069/70,Upper respiratory tract Infection,23036
Saptari,2069/70,Pneumonia,7810
Saptari,2069/70,Sever Pneumonia,259
Saptari,2069/70,Bronchitis,10677
Saptari,2069/70,Asthama,9389
Saptari,2069/70,Viral Influnenza,8295
Saptari,2069/70,Foreign body in respiratory tract,149
Siraha,2069/70,ARI/Lower respiratory tract Infection,33787
Siraha,2069/70,Upper respiratory tract Infection,34562
Siraha,2069/70,Pneumonia,10434
Siraha,2069/70,Sever Pneumonia,613
Siraha,2069/70,Bronchitis,11251
Siraha,2069/70,Asthama,8862
Siraha,2069/70,Viral Influnenza,5255
Siraha,2069/70,Foreign body in respiratory tract,223
Dhanusha,2069/70,ARI/Lower respiratory tract Infection,30282
Dhanusha,2069/70,Upper respiratory tract Infection,22064
Dhanusha,2069/70,Pneumonia,7430
Dhanusha,2069/70,Sever Pneumonia,751
Dhanusha,2069/70,Bronchitis,8302
Dhanusha,2069/70,Asthama,8632
Dhanusha,2069/70,Viral Influnenza,6401
Dhanusha,2069/70,Foreign body in respiratory tract,192
Mahottari,2069/70,ARI/Lower respiratory tract Infection,33247
Mahottari,2069/70,Upper respiratory tract Infection,25716
Mahottari,2069/70,Pneumonia,8903
Mahottari,2069/70,Sever Pneumonia,854
Mahottari,2069/70,Bronchitis,12090
Mahottari,2069/70,Asthama,12216
Mahottari,2069/70,Viral Influnenza,6299
Mahottari,2069/70,Foreign body in respiratory tract,161
Sarlahi,2069/70,ARI/Lower respiratory tract Infection,29398
Sarlahi,2069/70,Upper respiratory tract Infection,28441
Sarlahi,2069/70,Pneumonia,8790
Sarlahi,2069/70,Sever Pneumonia,834
Sarlahi,2069/70,Bronchitis,15490
Sarlahi,2069/70,Asthama,16640
Sarlahi,2069/70,Viral Influnenza,3559
Sarlahi,2069/70,Foreign body in respiratory tract,229
Sindhuli,2069/70,ARI/Lower respiratory tract Infection,6313
Sindhuli,2069/70,Upper respiratory tract Infection,7039
Sindhuli,2069/70,Pneumonia,3851
Sindhuli,2069/70,Sever Pneumonia,220
Sindhuli,2069/70,Bronchitis,1918
Sindhuli,2069/70,Asthama,2917
Sindhuli,2069/70,Viral Influnenza,1753
Sindhuli,2069/70,Foreign body in respiratory tract,37
Ramechhap,2069/70,ARI/Lower respiratory tract Infection,15306
Ramechhap,2069/70,Upper respiratory tract Infection,11257
Ramechhap,2069/70,Pneumonia,4292
Ramechhap,2069/70,Sever Pneumonia,199
Ramechhap,2069/70,Bronchitis,2579
Ramechhap,2069/70,Asthama,2876
Ramechhap,2069/70,Viral Influnenza,2785
Ramechhap,2069/70,Foreign body in respiratory tract,98
Dolkha,2069/70,ARI/Lower respiratory tract Infection,16539
Dolkha,2069/70,Upper respiratory tract Infection,12717
Dolkha,2069/70,Pneumonia,2887
Dolkha,2069/70,Sever Pneumonia,187
Dolkha,2069/70,Bronchitis,2250
Dolkha,2069/70,Asthama,3659
Dolkha,2069/70,Viral Influnenza,5842
Dolkha,2069/70,Foreign body in respiratory tract,200
Sindhupalchowk,2069/70,ARI/Lower respiratory tract Infection,18084
Sindhupalchowk,2069/70,Upper respiratory tract Infection,13741
Sindhupalchowk,2069/70,Pneumonia,5152
Sindhupalchowk,2069/70,Sever Pneumonia,232
Sindhupalchowk,2069/70,Bronchitis,3461
Sindhupalchowk,2069/70,Asthama,5228
Sindhupalchowk,2069/70,Viral Influnenza,4643
Sindhupalchowk,2069/70,Foreign body in respiratory tract,186
Kavre,2069/70,ARI/Lower respiratory tract Infection,29277
Kavre,2069/70,Upper respiratory tract Infection,32510
Kavre,2069/70,Pneumonia,7021
Kavre,2069/70,Sever Pneumonia,145
Kavre,2069/70,Bronchitis,4347
Kavre,2069/70,Asthama,8849
Kavre,2069/70,Viral Influnenza,7554
Kavre,2069/70,Foreign body in respiratory tract,108
Lalitpur,2069/70,ARI/Lower respiratory tract Infection,0
Lalitpur,2069/70,Upper respiratory tract Infection,0
Lalitpur,2069/70,Pneumonia,0
Lalitpur,2069/70,Sever Pneumonia,0
Lalitpur,2069/70,Bronchitis,0
Lalitpur,2069/70,Asthama,0
Lalitpur,2069/70,Viral Influnenza,0
Lalitpur,2069/70,Foreign body in respiratory tract,0
Bhaktapur,2069/70,ARI/Lower respiratory tract Infection,10724
Bhaktapur,2069/70,Upper respiratory tract Infection,12361
Bhaktapur,2069/70,Pneumonia,2557
Bhaktapur,2069/70,Sever Pneumonia,88
Bhaktapur,2069/70,Bronchitis,1715
Bhaktapur,2069/70,Asthama,3060
Bhaktapur,2069/70,Viral Influnenza,2808
Bhaktapur,2069/70,Foreign body in respiratory tract,101
Kathmandu,2069/70,ARI/Lower respiratory tract Infection,23821
Kathmandu,2069/70,Upper respiratory tract Infection,31343
Kathmandu,2069/70,Pneumonia,9070
Kathmandu,2069/70,Sever Pneumonia,1124
Kathmandu,2069/70,Bronchitis,9424
Kathmandu,2069/70,Asthama,18611
Kathmandu,2069/70,Viral Influnenza,11949
Kathmandu,2069/70,Foreign body in respiratory tract,1427
Nuwakot,2069/70,ARI/Lower respiratory tract Infection,10304
Nuwakot,2069/70,Upper respiratory tract Infection,9053
Nuwakot,2069/70,Pneumonia,3670
Nuwakot,2069/70,Sever Pneumonia,360
Nuwakot,2069/70,Bronchitis,2671
Nuwakot,2069/70,Asthama,6227
Nuwakot,2069/70,Viral Influnenza,3571
Nuwakot,2069/70,Foreign body in respiratory tract,185
Rasuwa,2069/70,ARI/Lower respiratory tract Infection,2712
Rasuwa,2069/70,Upper respiratory tract Infection,5397
Rasuwa,2069/70,Pneumonia,327
Rasuwa,2069/70,Sever Pneumonia,7
Rasuwa,2069/70,Bronchitis,487
Rasuwa,2069/70,Asthama,676
Rasuwa,2069/70,Viral Influnenza,1130
Rasuwa,2069/70,Foreign body in respiratory tract,66
Dhading,2069/70,ARI/Lower respiratory tract Infection,19845
Dhading,2069/70,Upper respiratory tract Infection,17743
Dhading,2069/70,Pneumonia,8700
Dhading,2069/70,Sever Pneumonia,495
Dhading,2069/70,Bronchitis,4456
Dhading,2069/70,Asthama,6939
Dhading,2069/70,Viral Influnenza,13566
Dhading,2069/70,Foreign body in respiratory tract,86
Makawanpur,2069/70,ARI/Lower respiratory tract Infection,9128
Makawanpur,2069/70,Upper respiratory tract Infection,12325
Makawanpur,2069/70,Pneumonia,4887
Makawanpur,2069/70,Sever Pneumonia,239
Makawanpur,2069/70,Bronchitis,3700
Makawanpur,2069/70,Asthama,4202
Makawanpur,2069/70,Viral Influnenza,7139
Makawanpur,2069/70,Foreign body in respiratory tract,58
Rautahat,2069/70,ARI/Lower respiratory tract Infection,22484
Rautahat,2069/70,Upper respiratory tract Infection,24096
Rautahat,2069/70,Pneumonia,11418
Rautahat,2069/70,Sever Pneumonia,876
Rautahat,2069/70,Bronchitis,15542
Rautahat,2069/70,Asthama,17002
Rautahat,2069/70,Viral Influnenza,7733
Rautahat,2069/70,Foreign body in respiratory tract,185
Bara,2069/70,ARI/Lower respiratory tract Infection,19709
Bara,2069/70,Upper respiratory tract Infection,20355
Bara,2069/70,Pneumonia,5657
Bara,2069/70,Sever Pneumonia,648
Bara,2069/70,Bronchitis,8677
Bara,2069/70,Asthama,10553
Bara,2069/70,Viral Influnenza,3337
Bara,2069/70,Foreign body in respiratory tract,68
Parsa,2069/70,ARI/Lower respiratory tract Infection,0
Parsa,2069/70,Upper respiratory tract Infection,0
Parsa,2069/70,Pneumonia,0
Parsa,2069/70,Sever Pneumonia,0
Parsa,2069/70,Bronchitis,0
Parsa,2069/70,Asthama,0
Parsa,2069/70,Viral Influnenza,0
Parsa,2069/70,Foreign body in respiratory tract,0
Chitwan,2069/70,ARI/Lower respiratory tract Infection,32546
Chitwan,2069/70,Upper respiratory tract Infection,33200
Chitwan,2069/70,Pneumonia,10164
Chitwan,2069/70,Sever Pneumonia,472
Chitwan,2069/70,Bronchitis,4605
Chitwan,2069/70,Asthama,8106
Chitwan,2069/70,Viral Influnenza,14222
Chitwan,2069/70,Foreign body in respiratory tract,262
Gorkha,2069/70,ARI/Lower respiratory tract Infection,13082
Gorkha,2069/70,Upper respiratory tract Infection,22413
Gorkha,2069/70,Pneumonia,6264
Gorkha,2069/70,Sever Pneumonia,114
Gorkha,2069/70,Bronchitis,2973
Gorkha,2069/70,Asthama,4164
Gorkha,2069/70,Viral Influnenza,10793
Gorkha,2069/70,Foreign body in respiratory tract,59
Lamjung,2069/70,ARI/Lower respiratory tract Infection,8252
Lamjung,2069/70,Upper respiratory tract Infection,10407
Lamjung,2069/70,Pneumonia,3851
Lamjung,2069/70,Sever Pneumonia,91
Lamjung,2069/70,Bronchitis,2826
Lamjung,2069/70,Asthama,4563
Lamjung,2069/70,Viral Influnenza,4272
Lamjung,2069/70,Foreign body in respiratory tract,62
Tanahu,2069/70,ARI/Lower respiratory tract Infection,9100
Tanahu,2069/70,Upper respiratory tract Infection,9561
Tanahu,2069/70,Pneumonia,2707
Tanahu,2069/70,Sever Pneumonia,211
Tanahu,2069/70,Bronchitis,2445
Tanahu,2069/70,Asthama,3821
Tanahu,2069/70,Viral Influnenza,5751
Tanahu,2069/70,Foreign body in respiratory tract,215
Syangja,2069/70,ARI/Lower respiratory tract Infection,23233
Syangja,2069/70,Upper respiratory tract Infection,18950
Syangja,2069/70,Pneumonia,2687
Syangja,2069/70,Sever Pneumonia,244
Syangja,2069/70,Bronchitis,6179
Syangja,2069/70,Asthama,5891
Syangja,2069/70,Viral Influnenza,5945
Syangja,2069/70,Foreign body in respiratory tract,52
Kaski,2069/70,ARI/Lower respiratory tract Infection,28711
Kaski,2069/70,Upper respiratory tract Infection,31986
Kaski,2069/70,Pneumonia,9635
Kaski,2069/70,Sever Pneumonia,2616
Kaski,2069/70,Bronchitis,7938
Kaski,2069/70,Asthama,9758
Kaski,2069/70,Viral Influnenza,8484
Kaski,2069/70,Foreign body in respiratory tract,649
Manang,2069/70,ARI/Lower respiratory tract Infection,562
Manang,2069/70,Upper respiratory tract Infection,518
Manang,2069/70,Pneumonia,84
Manang,2069/70,Sever Pneumonia,4
Manang,2069/70,Bronchitis,216
Manang,2069/70,Asthama,179
Manang,2069/70,Viral Influnenza,146
Manang,2069/70,Foreign body in respiratory tract,2
Mustang,2069/70,ARI/Lower respiratory tract Infection,2023
Mustang,2069/70,Upper respiratory tract Infection,2468
Mustang,2069/70,Pneumonia,100
Mustang,2069/70,Sever Pneumonia,2
Mustang,2069/70,Bronchitis,52
Mustang,2069/70,Asthama,129
Mustang,2069/70,Viral Influnenza,283
Mustang,2069/70,Foreign body in respiratory tract,0
Myagdi,2069/70,ARI/Lower respiratory tract Infection,6948
Myagdi,2069/70,Upper respiratory tract Infection,11137
Myagdi,2069/70,Pneumonia,1298
Myagdi,2069/70,Sever Pneumonia,130
Myagdi,2069/70,Bronchitis,1427
Myagdi,2069/70,Asthama,1288
Myagdi,2069/70,Viral Influnenza,1864
Myagdi,2069/70,Foreign body in respiratory tract,58
Parbat,2069/70,ARI/Lower respiratory tract Infection,18064
Parbat,2069/70,Upper respiratory tract Infection,19339
Parbat,2069/70,Pneumonia,4421
Parbat,2069/70,Sever Pneumonia,266
Parbat,2069/70,Bronchitis,2903
Parbat,2069/70,Asthama,3379
Parbat,2069/70,Viral Influnenza,2407
Parbat,2069/70,Foreign body in respiratory tract,47
Baglung,2069/70,ARI/Lower respiratory tract Infection,17697
Baglung,2069/70,Upper respiratory tract Infection,26347
Baglung,2069/70,Pneumonia,5312
Baglung,2069/70,Sever Pneumonia,555
Baglung,2069/70,Bronchitis,4252
Baglung,2069/70,Asthama,2972
Baglung,2069/70,Viral Influnenza,3238
Baglung,2069/70,Foreign body in respiratory tract,137
Gulmi,2069/70,ARI/Lower respiratory tract Infection,15417
Gulmi,2069/70,Upper respiratory tract Infection,12484
Gulmi,2069/70,Pneumonia,3475
Gulmi,2069/70,Sever Pneumonia,662
Gulmi,2069/70,Bronchitis,5570
Gulmi,2069/70,Asthama,3613
Gulmi,2069/70,Viral Influnenza,8205
Gulmi,2069/70,Foreign body in respiratory tract,100
Palpa,2069/70,ARI/Lower respiratory tract Infection,15623
Palpa,2069/70,Upper respiratory tract Infection,13914
Palpa,2069/70,Pneumonia,5082
Palpa,2069/70,Sever Pneumonia,120
Palpa,2069/70,Bronchitis,5335
Palpa,2069/70,Asthama,6037
Palpa,2069/70,Viral Influnenza,5760
Palpa,2069/70,Foreign body in respiratory tract,1076
Nawalparasi,2069/70,ARI/Lower respiratory tract Infection,29500
Nawalparasi,2069/70,Upper respiratory tract Infection,30422
Nawalparasi,2069/70,Pneumonia,7947
Nawalparasi,2069/70,Sever Pneumonia,271
Nawalparasi,2069/70,Bronchitis,5506
Nawalparasi,2069/70,Asthama,7798
Nawalparasi,2069/70,Viral Influnenza,6684
Nawalparasi,2069/70,Foreign body in respiratory tract,80
Rupandehi,2069/70,ARI/Lower respiratory tract Infection,0
Rupandehi,2069/70,Upper respiratory tract Infection,0
Rupandehi,2069/70,Pneumonia,0
Rupandehi,2069/70,Sever Pneumonia,0
Rupandehi,2069/70,Bronchitis,0
Rupandehi,2069/70,Asthama,0
Rupandehi,2069/70,Viral Influnenza,0
Rupandehi,2069/70,Foreign body in respiratory tract,0
Kapilvastu,2069/70,ARI/Lower respiratory tract Infection,16210
Kapilvastu,2069/70,Upper respiratory tract Infection,28232
Kapilvastu,2069/70,Pneumonia,6693
Kapilvastu,2069/70,Sever Pneumonia,852
Kapilvastu,2069/70,Bronchitis,7358
Kapilvastu,2069/70,Asthama,7969
Kapilvastu,2069/70,Viral Influnenza,4959
Kapilvastu,2069/70,Foreign body in respiratory tract,123
Arghakhanchi,2069/70,ARI/Lower respiratory tract Infection,11339
Arghakhanchi,2069/70,Upper respiratory tract Infection,7753
Arghakhanchi,2069/70,Pneumonia,4335
Arghakhanchi,2069/70,Sever Pneumonia,287
Arghakhanchi,2069/70,Bronchitis,3665
Arghakhanchi,2069/70,Asthama,3979
Arghakhanchi,2069/70,Viral Influnenza,2259
Arghakhanchi,2069/70,Foreign body in respiratory tract,55
Pyuthan,2069/70,ARI/Lower respiratory tract Infection,11280
Pyuthan,2069/70,Upper respiratory tract Infection,15062
Pyuthan,2069/70,Pneumonia,5774
Pyuthan,2069/70,Sever Pneumonia,374
Pyuthan,2069/70,Bronchitis,4774
Pyuthan,2069/70,Asthama,5082
Pyuthan,2069/70,Viral Influnenza,974
Pyuthan,2069/70,Foreign body in respiratory tract,38
Rolpa,2069/70,ARI/Lower respiratory tract Infection,11520
Rolpa,2069/70,Upper respiratory tract Infection,8889
Rolpa,2069/70,Pneumonia,4356
Rolpa,2069/70,Sever Pneumonia,86
Rolpa,2069/70,Bronchitis,1786
Rolpa,2069/70,Asthama,2428
Rolpa,2069/70,Viral Influnenza,1106
Rolpa,2069/70,Foreign body in respiratory tract,13
Rukum,2069/70,ARI/Lower respiratory tract Infection,9240
Rukum,2069/70,Upper respiratory tract Infection,12654
Rukum,2069/70,Pneumonia,5181
Rukum,2069/70,Sever Pneumonia,810
Rukum,2069/70,Bronchitis,2481
Rukum,2069/70,Asthama,2910
Rukum,2069/70,Viral Influnenza,1032
Rukum,2069/70,Foreign body in respiratory tract,89
Salyan,2069/70,ARI/Lower respiratory tract Infection,14245
Salyan,2069/70,Upper respiratory tract Infection,14221
Salyan,2069/70,Pneumonia,5599
Salyan,2069/70,Sever Pneumonia,582
Salyan,2069/70,Bronchitis,4025
Salyan,2069/70,Asthama,6619
Salyan,2069/70,Viral Influnenza,906
Salyan,2069/70,Foreign body in respiratory tract,60
Dang,2069/70,ARI/Lower respiratory tract Infection,14921
Dang,2069/70,Upper respiratory tract Infection,24775
Dang,2069/70,Pneumonia,8393
Dang,2069/70,Sever Pneumonia,695
Dang,2069/70,Bronchitis,5744
Dang,2069/70,Asthama,8879
Dang,2069/70,Viral Influnenza,5144
Dang,2069/70,Foreign body in respiratory tract,137
Banke,2069/70,ARI/Lower respiratory tract Infection,23209
Banke,2069/70,Upper respiratory tract Infection,28802
Banke,2069/70,Pneumonia,6695
Banke,2069/70,Sever Pneumonia,532
Banke,2069/70,Bronchitis,3469
Banke,2069/70,Asthama,6317
Banke,2069/70,Viral Influnenza,6573
Banke,2069/70,Foreign body in respiratory tract,11
Bardiya,2069/70,ARI/Lower respiratory tract Infection,19615
Bardiya,2069/70,Upper respiratory tract Infection,28394
Bardiya,2069/70,Pneumonia,8009
Bardiya,2069/70,Sever Pneumonia,254
Bardiya,2069/70,Bronchitis,6908
Bardiya,2069/70,Asthama,6156
Bardiya,2069/70,Viral Influnenza,5748
Bardiya,2069/70,Foreign body in respiratory tract,45
Surkhet,2069/70,ARI/Lower respiratory tract Infection,19860
Surkhet,2069/70,Upper respiratory tract Infection,26108
Surkhet,2069/70,Pneumonia,6610
Surkhet,2069/70,Sever Pneumonia,182
Surkhet,2069/70,Bronchitis,4601
Surkhet,2069/70,Asthama,6845
Surkhet,2069/70,Viral Influnenza,11073
Surkhet,2069/70,Foreign body in respiratory tract,88
Dailekh,2069/70,ARI/Lower respiratory tract Infection,22985
Dailekh,2069/70,Upper respiratory tract Infection,17881
Dailekh,2069/70,Pneumonia,4784
Dailekh,2069/70,Sever Pneumonia,359
Dailekh,2069/70,Bronchitis,3135
Dailekh,2069/70,Asthama,5831
Dailekh,2069/70,Viral Influnenza,2059
Dailekh,2069/70,Foreign body in respiratory tract,13
Jajarkot,2069/70,ARI/Lower respiratory tract Infection,4564
Jajarkot,2069/70,Upper respiratory tract Infection,8203
Jajarkot,2069/70,Pneumonia,1755
Jajarkot,2069/70,Sever Pneumonia,257
Jajarkot,2069/70,Bronchitis,1623
Jajarkot,2069/70,Asthama,2714
Jajarkot,2069/70,Viral Influnenza,1115
Jajarkot,2069/70,Foreign body in respiratory tract,79
Dolpa,2069/70,ARI/Lower respiratory tract Infection,1797
Dolpa,2069/70,Upper respiratory tract Infection,1537
Dolpa,2069/70,Pneumonia,551
Dolpa,2069/70,Sever Pneumonia,80
Dolpa,2069/70,Bronchitis,287
Dolpa,2069/70,Asthama,545
Dolpa,2069/70,Viral Influnenza,233
Dolpa,2069/70,Foreign body in respiratory tract,12
Jumla,2069/70,ARI/Lower respiratory tract Infection,5557
Jumla,2069/70,Upper respiratory tract Infection,7583
Jumla,2069/70,Pneumonia,2500
Jumla,2069/70,Sever Pneumonia,163
Jumla,2069/70,Bronchitis,1148
Jumla,2069/70,Asthama,1780
