District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Sindhuli,Janakpur,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,1647
Sindhuli,Janakpur,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,7072
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,BCG,,3373
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,3478
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,3571
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,3551
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,Polio 1,,3478
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,Polio 2,,3571
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,Polio 3,,3551
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,Measles 9-11 months,,3575
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,Measles 12-23 months,,37
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,Japnese Encephalitis,,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,2227
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,2329
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,536
Ramechhap,Janakpur,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,5092
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,BCG,,3303
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,3480
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,3472
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,3387
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,Polio 1,,3395
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,Polio 2,,3442
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,Polio 3,,3431
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,Measles 9-11 months,,3392
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,Measles 12-23 months,,57
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,Japnese Encephalitis,,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,1998
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,2257
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,997
Dolkha,Janakpur,Mountain,Central,2070/71,2013/2014,TT Total,TT 2+,5252
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,BCG,,4916
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,5527
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,5530
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,5547
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,Polio 1,,5543
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,Polio 2,,5547
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,Polio 3,,5558
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,Measles 9-11 months,,5285
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,Measles 12-23 months,,85
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,Japnese Encephalitis,,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,1580
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,1973
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,1980
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/2014,TT Total,TT 2+,5533
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,BCG,,7734
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,7552
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,7613
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,7663
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,Polio 1,,7536
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,Polio 2,,7609
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,Polio 3,,7670
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,Measles 9-11 months,,7253
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,Measles 12-23 months,,71
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,Japnese Encephalitis,,5382
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,4713
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,4448
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,1220
Kavre,Bagmati,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,10381
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,BCG,,12417
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,7964
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,Polio 1,,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,Polio 2,,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,Polio 3,,7964
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,Measles 9-11 months,,7626
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,Measles 12-23 months,,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,Japnese Encephalitis,,5459
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,8943
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,3597
Lalitpur,Bagmati,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,12540
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,BCG,,3564
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,5521
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,5586
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,5686
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,Polio 1,,5527
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,Polio 2,,5586
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,Polio 3,,5688
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,Measles 9-11 months,,5543
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,Measles 12-23 months,,224
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,Japnese Encephalitis,,4492
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,3279
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,2922
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,437
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,6638
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,BCG,,42821
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,30129
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,29839
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,31748
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,Polio 1,,30130
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,Polio 2,,29877
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,Polio 3,,31528
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,Measles 9-11 months,,33010
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,Measles 12-23 months,,894
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,Japnese Encephalitis,,19619
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,23728
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,17746
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,4144
Kathmandu,Bagmati,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,45618
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,BCG,,5169
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,5576
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,5530
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,5458
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,Polio 1,,5576
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,Polio 2,,5530
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,Polio 3,,5458
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,Measles 9-11 months,,5045
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,Measles 12-23 months,,125
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,Japnese Encephalitis,,0
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,1950
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,1625
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,2359
Nuwakot,Bagmati,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,5934
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,BCG,,935
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,986
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,957
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,922
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,Polio 1,,986
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,Polio 2,,957
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,Polio 3,,922
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,Measles 9-11 months,,926
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,Measles 12-23 months,,5
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,Japnese Encephalitis,,0
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,345
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,519
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,255
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/2014,TT Total,TT 2+,1119
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,BCG,,6549
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,7138
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,7283
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,7253
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,Polio 1,,7120
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,Polio 2,,7277
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,Polio 3,,7250
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,Measles 9-11 months,,6936
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,Measles 12-23 months,,39
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,Japnese Encephalitis,,4315
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,1436
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,3753
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,4140
Dhading,Bagmati,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,9329
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,BCG,,7662
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,7868
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,7667
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,7684
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Polio 1,,7874
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Polio 2,,7662
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Polio 3,,7671
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Measles 9-11 months,,7451
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Measles 12-23 months,,136
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Japnese Encephalitis,,5238
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,4106
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,3593
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,2066
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,TT Total,TT 2+,9765
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,BCG,,16638
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,17241
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,16482
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,15600
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Polio 1,,17103
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Polio 2,,16379
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Polio 3,,15589
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Measles 9-11 months,,13555
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Measles 12-23 months,,782
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Japnese Encephalitis,,6361
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,15696
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,9175
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,7970
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,TT Total,TT 2+,32841
Bara,Narayani,Terai,Central,2070/71,2013/2014,BCG,,16469
Bara,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,16667
Bara,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,16304
Bara,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,15687
Bara,Narayani,Terai,Central,2070/71,2013/2014,Polio 1,,16723
Bara,Narayani,Terai,Central,2070/71,2013/2014,Polio 2,,16256
Bara,Narayani,Terai,Central,2070/71,2013/2014,Polio 3,,15663
Bara,Narayani,Terai,Central,2070/71,2013/2014,Measles 9-11 months,,14171
Bara,Narayani,Terai,Central,2070/71,2013/2014,Measles 12-23 months,,269
Bara,Narayani,Terai,Central,2070/71,2013/2014,Japnese Encephalitis,,9126
Bara,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,7121
Bara,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,6140
Bara,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,9137
Bara,Narayani,Terai,Central,2070/71,2013/2014,TT Total,TT 2+,22398
Parsa,Narayani,Terai,Central,2070/71,2013/2014,BCG,,15262
Parsa,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,0
Parsa,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,0
Parsa,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,14653
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Polio 1,,0
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Polio 2,,0
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Polio 3,,14473
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Measles 9-11 months,,12907
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Measles 12-23 months,,0
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Japnese Encephalitis,,8408
Parsa,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,0
Parsa,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,10338
Parsa,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,8308
Parsa,Narayani,Terai,Central,2070/71,2013/2014,TT Total,TT 2+,18646
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,BCG,,13583
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib1,,11164
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib2,,10972
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,DPT-Hep B-Hib3,,10985
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Polio 1,,11174
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Polio 2,,10972
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Polio 3,,10983
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Measles 9-11 months,,10984
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Measles 12-23 months,,117
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Japnese Encephalitis,,8651
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 1,7886
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 2,7066
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,TT Pregnant Women,TT 2+,2251
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,TT Total,TT 2+,17203
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,BCG,,5019
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib1,,5275
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib2,,5156
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib3,,5016
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Polio 1,,5275
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Polio 2,,5156
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Polio 3,,5016
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Measles 9-11 months,,4846
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Measles 12-23 months,,47
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Japnese Encephalitis,,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 1,2907
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2,3350
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2+,1530
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,TT Total,TT 2+,7787
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,BCG,,3546
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib1,,3573
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib2,,3653
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib3,,3734
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Polio 1,,3573
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Polio 2,,3653
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Polio 3,,3734
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Measles 9-11 months,,3553
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Measles 12-23 months,,7
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Japnese Encephalitis,,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 1,2748
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2,2870
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2+,475
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,TT Total,TT 2+,6093
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,BCG,,5906
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib1,,6483
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib2,,6359
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib3,,6323
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Polio 1,,6483
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Polio 2,,6359
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Polio 3,,6323
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Measles 9-11 months,,6317
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Measles 12-23 months,,55
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Japnese Encephalitis,,0
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 1,3359
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2,3888
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2+,1512
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,TT Total,TT 2+,8759
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,BCG,,4950
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib1,,6100
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib2,,6101
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib3,,6130
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Polio 1,,6100
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Polio 2,,6101
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Polio 3,,6130
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Measles 9-11 months,,6047
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Measles 12-23 months,,28
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Japnese Encephalitis,,0
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 1,444
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2,3437
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2+,3574
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,TT Total,TT 2+,7455
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,BCG,,12873
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib1,,9504
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib2,,9552
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib3,,9874
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Polio 1,,9504
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Polio 2,,9552
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Polio 3,,9874
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Measles 9-11 months,,9657
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Measles 12-23 months,,138
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Japnese Encephalitis,,7615
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 1,4481
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2,5547
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,TT Pregnant Women,TT 2+,5438
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,TT Total,TT 2+,15466
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,BCG,,46
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,DPT-Hep B-Hib1,,56
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,DPT-Hep B-Hib2,,66
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,DPT-Hep B-Hib3,,62
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Polio 1,,54
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Polio 2,,66
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Polio 3,,62
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Measles 9-11 months,,72
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Measles 12-23 months,,0
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Japnese Encephalitis,,0
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,TT Pregnant Women,TT 1,42
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,TT Pregnant Women,TT 2,36
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,TT Pregnant Women,TT 2+,9
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,TT Total,TT 2+,87
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,BCG,,152
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,DPT-Hep B-Hib1,,178
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,DPT-Hep B-Hib2,,188
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,DPT-Hep B-Hib3,,180
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Polio 1,,178
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Polio 2,,189
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Polio 3,,180
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Measles 9-11 months,,180
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Measles 12-23 months,,24
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Japnese Encephalitis,,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,TT Pregnant Women,TT 1,57
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,TT Pregnant Women,TT 2,140
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,TT Pregnant Women,TT 2+,97
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,TT Total,TT 2+,294
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,BCG,,2298
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,DPT-Hep B-Hib1,,2369
