Year BS,Year AD,District,zone,belt,region,Gynecological problems,No of people,Zone,Belt,Region
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Breast lumps / Breast Abscess,44,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Disfunctional uterine bleeding,93,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Leukerrhoea (Veginal discharge syndrom,96,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Mastitis (Ingorged breast),21,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Menstrual disorder,167,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Pelvic Inflamatory Disease (PID),276,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Prolapsed uterus,18,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Breast lumps / Breast Abscess,42,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Disfunctional uterine bleeding,57,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Leukerrhoea (Veginal discharge syndrom,55,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Mastitis (Ingorged breast),18,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Menstrual disorder,127,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Pelvic Inflamatory Disease (PID),253,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Prolapsed uterus,7,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Breast lumps / Breast Abscess,44,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Disfunctional uterine bleeding,56,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Leukerrhoea (Veginal discharge syndrom,65,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Mastitis (Ingorged breast),28,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Menstrual disorder,138,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Pelvic Inflamatory Disease (PID),271,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Prolapsed uterus,6,Bagmati,Mountain,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Breast lumps / Breast Abscess,243,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Disfunctional uterine bleeding,137,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1277,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Mastitis (Ingorged breast),83,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Menstrual disorder,712,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),670,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Prolapsed uterus,176,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Breast lumps / Breast Abscess,256,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Disfunctional uterine bleeding,247,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1349,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Mastitis (Ingorged breast),80,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Menstrual disorder,901,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),954,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Prolapsed uterus,268,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Breast lumps / Breast Abscess,243,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Disfunctional uterine bleeding,309,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,2110,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Mastitis (Ingorged breast),92,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Menstrual disorder,1114,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),1224,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Prolapsed uterus,421,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Breast lumps / Breast Abscess,421,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Disfunctional uterine bleeding,542,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,2456,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Mastitis (Ingorged breast),120,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Menstrual disorder,1667,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),1882,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Prolapsed uterus,283,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Breast lumps / Breast Abscess,195,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Disfunctional uterine bleeding,236,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Leukerrhoea (Veginal discharge syndrom,1506,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Mastitis (Ingorged breast),72,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Menstrual disorder,756,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Pelvic Inflamatory Disease (PID),875,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Prolapsed uterus,227,Narayani,Terai,Central
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,230,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,409,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,832,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),117,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Menstrual disorder,594,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1722,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Prolapsed uterus,431,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,224,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,373,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,591,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),127,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Menstrual disorder,478,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1593,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Prolapsed uterus,312,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,216,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,366,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,519,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),115,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Menstrual disorder,411,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1288,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Prolapsed uterus,178,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,180,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,331,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,517,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),105,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Menstrual disorder,483,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),946,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Prolapsed uterus,118,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,135,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,305,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,602,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),107,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Menstrual disorder,567,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),932,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Prolapsed uterus,136,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,165,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,419,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,808,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),79,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Menstrual disorder,645,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1732,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Prolapsed uterus,307,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,168,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,371,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,802,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),118,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Menstrual disorder,651,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1173,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Prolapsed uterus,596,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,174,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,364,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,812,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),88,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Menstrual disorder,702,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1401,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Prolapsed uterus,370,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,86,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,305,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,879,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),80,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Menstrual disorder,619,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1376,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Prolapsed uterus,314,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,106,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,334,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,882,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),65,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Menstrual disorder,370,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1735,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Prolapsed uterus,487,Rapti,Hill,Mid-Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Disfunctional uterine bleeding,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Mastitis (Ingorged breast),0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Menstrual disorder,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Prolapsed uterus,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Disfunctional uterine bleeding,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Mastitis (Ingorged breast),0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Menstrual disorder,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Prolapsed uterus,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Disfunctional uterine bleeding,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Mastitis (Ingorged breast),0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Menstrual disorder,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Prolapsed uterus,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Disfunctional uterine bleeding,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Mastitis (Ingorged breast),0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Menstrual disorder,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Prolapsed uterus,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Breast lumps / Breast Abscess,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Disfunctional uterine bleeding,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Leukerrhoea (Veginal discharge syndrom,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Mastitis (Ingorged breast),0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Menstrual disorder,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Pelvic Inflamatory Disease (PID),0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Prolapsed uterus,0,Lumbini,Terai,Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,137,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,399,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,1162,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),57,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Menstrual disorder,529,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),2094,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Prolapsed uterus,592,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,139,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,429,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,1378,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),74,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Menstrual disorder,613,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),2230,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Prolapsed uterus,428,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,103,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,338,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,1302,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),46,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Menstrual disorder,462,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1564,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Prolapsed uterus,289,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,143,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,453,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,1183,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),86,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Menstrual disorder,581,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1659,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Prolapsed uterus,363,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Breast lumps / Breast Abscess,83,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Disfunctional uterine bleeding,230,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,931,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Mastitis (Ingorged breast),36,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Menstrual disorder,430,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1917,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Prolapsed uterus,372,Rapti,Hill,Mid-Western
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Breast lumps / Breast Abscess,134,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Disfunctional uterine bleeding,291,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,300,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Mastitis (Ingorged breast),104,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Menstrual disorder,923,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Pelvic Inflamatory Disease (PID),1401,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Prolapsed uterus,132,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Breast lumps / Breast Abscess,123,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Disfunctional uterine bleeding,302,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,357,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Mastitis (Ingorged breast),62,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Menstrual disorder,500,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Pelvic Inflamatory Disease (PID),1160,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Prolapsed uterus,91,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Breast lumps / Breast Abscess,151,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Disfunctional uterine bleeding,237,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,288,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Mastitis (Ingorged breast),82,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Menstrual disorder,533,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Pelvic Inflamatory Disease (PID),1019,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Prolapsed uterus,73,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Breast lumps / Breast Abscess,171,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Disfunctional uterine bleeding,273,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Leukerrhoea (Veginal discharge syndrom,308,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Mastitis (Ingorged breast),99,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Menstrual disorder,506,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Pelvic Inflamatory Disease (PID),768,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Prolapsed uterus,43,Kosi,Mountain,Eastern
