District,zone,belt,region,Year BS,Year AD,Method,Contraceptives,Gender,Number of user,Zone,Belt,Region
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,3127,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,40825,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Condom,,1320,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Pills,,3331,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Depo,,5483,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,IUD,,649,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,1224,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,2134,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,1891,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Condom,,1097,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Pills,,561,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Depo,,1749,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,IUD,,419,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,541,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,1713,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,138,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Temporary Methods,Condom,,1042,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Temporary Methods,Pills,,716,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Temporary Methods,Depo,,3311,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Temporary Methods,IUD,,653,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,821,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,3058,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,21,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Condom,,1174,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Pills,,1908,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Depo,,4557,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,IUD,,369,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,915,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,2604,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,129,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Temporary Methods,Condom,,1041,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Temporary Methods,Pills,,1209,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Temporary Methods,Depo,,5555,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Temporary Methods,IUD,,30,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,543,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,876,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,185,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Condom,,861,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Pills,,1369,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Depo,,5205,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,IUD,,389,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,1157,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,1702,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,262,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Condom,,1297,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Pills,,3873,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Depo,,8103,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,IUD,,539,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,428,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,2667,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,219,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Condom,,1075,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Pills,,1860,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Depo,,5255,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,IUD,,678,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,482,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,4174,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,4217,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,Condom,,5549,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,Pills,,7733,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,Depo,,15449,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,IUD,,800,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,866,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,572,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,58191,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,Condom,,4566,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,Pills,,3187,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,Depo,,8537,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,IUD,,2210,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Temporary Methods,Norplant,,1598,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Permanent method,Sterilization,Male,1120,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Permanent method,Sterilization,Female,55308,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Condom,,4361,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Pills,,2045,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Depo,,6198,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,IUD,,1528,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Norplant,,273,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Male,2745,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Female,76476,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Condom,,4117,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Pills,,2901,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Depo,,8391,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,IUD,,1650,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Norplant,,504,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Male,457,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Female,52605,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Condom,,2890,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Pills,,4488,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Depo,,6628,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,IUD,,1793,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Temporary Methods,Norplant,,1312,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Male,2559,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Female,63807,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,1529,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,2002,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,4250,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,1315,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,1598,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,4393,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,4992,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,980,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,611,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,3556,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,1373,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,1448,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,3332,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,186,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Temporary Methods,Condom,,1618,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Temporary Methods,Pills,,821,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Temporary Methods,Depo,,3890,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Temporary Methods,IUD,,346,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Temporary Methods,Norplant,,703,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Permanent method,Sterilization,Male,4509,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Permanent method,Sterilization,Female,3038,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,Condom,,1381,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,Pills,,1132,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,Depo,,7278,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,IUD,,1834,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,Norplant,,1452,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Permanent method,Sterilization,Male,7270,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Permanent method,Sterilization,Female,1993,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,2965,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,2189,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,8415,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,4508,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,8765,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,8749,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,9341,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,1851,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,2021,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,10208,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,5147,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,7887,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,19093,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,9360,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,980,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,1134,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,5604,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,2763,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,2182,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,3688,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,8138,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,4275,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,8246,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,23671,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,18908,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,11424,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,19870,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,31996,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,1412,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,764,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,4767,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,1455,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,775,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,7392,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,7334,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,Condom,,555,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,Pills,,191,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,Depo,,848,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,IUD,,55,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Temporary Methods,Norplant,,454,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Permanent method,Sterilization,Male,1864,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Permanent method,Sterilization,Female,674,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,3687,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,3184,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,9095,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,3559,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,3384,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,9864,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,1679,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Temporary Methods,Condom,,2818,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Temporary Methods,Pills,,2854,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Temporary Methods,Depo,,8438,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Temporary Methods,IUD,,489,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Temporary Methods,Norplant,,5524,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Male,27981,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Permanent method,Sterilization,Female,4245,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Condom,,4404,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Pills,,2709,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Depo,,3432,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,IUD,,1705,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Norplant,,180,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Male,727,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Female,59256,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Condom,,4111,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Pills,,2288,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Depo,,8705,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,IUD,,1368,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Norplant,,1337,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Male,1948,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Female,40305,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Condom,,2688,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Pills,,1333,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Depo,,5404,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,IUD,,670,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Norplant,,1718,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Male,71473,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Female,6378,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Condom,,4162,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Pills,,3480,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Depo,,5439,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,IUD,,3311,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Temporary Methods,Norplant,,2918,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Male,28822,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Permanent method,Sterilization,Female,13887,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Condom,,1952,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Pills,,1163,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Depo,,4095,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,IUD,,181,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Norplant,,419,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Permanent method,Sterilization,Male,6773,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Permanent method,Sterilization,Female,6817,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Condom,,1760,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Pills,,941,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Depo,,2003,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,IUD,,208,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Norplant,,234,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Permanent method,Sterilization,Male,5926,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Permanent method,Sterilization,Female,2124,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Condom,,2078,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Pills,,1194,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Depo,,2478,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,IUD,,2813,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Norplant,,954,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Permanent method,Sterilization,Male,7432,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Permanent method,Sterilization,Female,6284,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Condom,,2073,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Pills,,1851,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporary Methods,Depo,,2148,Gandaki,Hill,Western
