District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Sub-Indicator,Sub-Indicator,Value
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,HBsAg,Total,8345
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,HBsAg,+Ve,334
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,HEV,Total,5
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,HEV,+Ve,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,CD4 count,,6
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Viral Load,,0
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Others,,82
Morang,Kosi,Terai,Eastern,2069/70,2012/13,HIV,Total,3360
Morang,Kosi,Terai,Eastern,2069/70,2012/13,HIV,+Ve,85
Morang,Kosi,Terai,Eastern,2069/70,2012/13,HCV,Total,3028
Morang,Kosi,Terai,Eastern,2069/70,2012/13,HCV,+Ve,73
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Western Bloot,Total,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,HBsAg,Total,8895
Morang,Kosi,Terai,Eastern,2069/70,2012/13,HBsAg,+Ve,215
Morang,Kosi,Terai,Eastern,2069/70,2012/13,HEV,Total,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,HEV,+Ve,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,CD4 count,,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Viral Load,,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Others,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,HIV,Total,3886
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,HIV,+Ve,4
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,HCV,Total,1007
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,HCV,+Ve,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Western Bloot,Total,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,HBsAg,Total,1979
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,HBsAg,+Ve,5
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,HEV,Total,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,HEV,+Ve,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,CD4 count,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Viral Load,,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Others,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,HIV,Total,639
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,HIV,+Ve,1
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,HCV,Total,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,HCV,+Ve,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Western Bloot,Total,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,HBsAg,Total,561
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,HBsAg,+Ve,1
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,HEV,Total,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,HEV,+Ve,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,CD4 count,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Viral Load,,0
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Others,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,HIV,Total,110
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,HIV,+Ve,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,HCV,Total,1
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,HCV,+Ve,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Western Bloot,Total,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,HBsAg,Total,194
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,HBsAg,+Ve,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,HEV,Total,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,HEV,+Ve,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,CD4 count,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Viral Load,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Others,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,HIV,Total,161
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,HIV,+Ve,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,HCV,Total,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,HCV,+Ve,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Western Bloot,Total,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,HBsAg,Total,356
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,HBsAg,+Ve,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,HEV,Total,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,HEV,+Ve,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,CD4 count,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Viral Load,,477
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Others,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,HIV,Total,414
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,HIV,+Ve,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,HCV,Total,68
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,HCV,+Ve,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Western Bloot,Total,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,HBsAg,Total,450
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,HBsAg,+Ve,1
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,HEV,Total,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,HEV,+Ve,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,CD4 count,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Viral Load,,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Others,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,HIV,Total,245
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,HIV,+Ve,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,HCV,Total,64
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,HCV,+Ve,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Western Bloot,Total,17
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,HBsAg,Total,274
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,HBsAg,+Ve,1
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,HEV,Total,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,HEV,+Ve,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,CD4 count,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Viral Load,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Others,,39
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,HIV,Total,1422
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,HIV,+Ve,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,HCV,Total,340
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,HCV,+Ve,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Western Bloot,Total,97
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,HBsAg,Total,1395
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,HBsAg,+Ve,21
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,HEV,Total,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,HEV,+Ve,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,CD4 count,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Viral Load,,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Others,,30
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,HIV,Total,365
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,HIV,+Ve,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,HCV,Total,44
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,HCV,+Ve,25
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Western Bloot,Total,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Western Bloot,+Ve,60
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,HBsAg,Total,349
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,HBsAg,+Ve,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,HEV,Total,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,HEV,+Ve,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,CD4 count,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Viral Load,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Others,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,HIV,Total,510
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,HIV,+Ve,4
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,HCV,Total,205
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,HCV,+Ve,1
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Western Bloot,Total,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,HBsAg,Total,654
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,HBsAg,+Ve,7
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,HEV,Total,19
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,HEV,+Ve,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,CD4 count,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Viral Load,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Others,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,HIV,Total,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,HIV,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,HCV,Total,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,HCV,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Western Bloot,Total,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,HBsAg,Total,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,HBsAg,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,HEV,Total,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,HEV,+Ve,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,CD4 count,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Viral Load,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Others,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,HIV,Total,2482
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,HIV,+Ve,5
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,HCV,Total,1089
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,HCV,+Ve,1
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Western Bloot,Total,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Western Bloot,+Ve,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,HBsAg,Total,2624
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,HBsAg,+Ve,14
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,HEV,Total,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,HEV,+Ve,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,CD4 count,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Viral Load,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Others,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,HIV,Total,1797
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,HIV,+Ve,35
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,HCV,Total,42
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,HCV,+Ve,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Western Bloot,Total,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Western Bloot,+Ve,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,HBsAg,Total,1595
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,HBsAg,+Ve,13
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,HEV,Total,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,HEV,+Ve,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,CD4 count,,31
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Viral Load,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Others,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,HIV,Total,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,HIV,+Ve,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,HCV,Total,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,HCV,+Ve,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Western Bloot,Total,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Western Bloot,+Ve,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,HBsAg,Total,96
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,HBsAg,+Ve,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,HEV,Total,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,HEV,+Ve,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,CD4 count,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Viral Load,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Others,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,HIV,Total,931
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,HIV,+Ve,16
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,HCV,Total,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,HCV,+Ve,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Western Bloot,Total,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Western Bloot,+Ve,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,HBsAg,Total,25
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,HBsAg,+Ve,2
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,HEV,Total,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,HEV,+Ve,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,CD4 count,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Viral Load,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Others,,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,HIV,Total,319
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,HIV,+Ve,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,HCV,Total,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,HCV,+Ve,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Western Bloot,Total,26
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,1
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,HBsAg,Total,145
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,HBsAg,+Ve,2
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,HEV,Total,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,HEV,+Ve,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,CD4 count,,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Viral Load,,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Others,,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,HIV,Total,263
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,HIV,+Ve,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,HCV,Total,17
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,HCV,+Ve,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Western Bloot,Total,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,HBsAg,Total,65
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,HBsAg,+Ve,4
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,HEV,Total,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,HEV,+Ve,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,CD4 count,,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Viral Load,,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Others,,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,HIV,Total,349
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,HIV,+Ve,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,HCV,Total,182
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,HCV,+Ve,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Western Bloot,Total,14
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Western Bloot,+Ve,40
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,HBsAg,Total,269
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,HBsAg,+Ve,47
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,HEV,Total,33
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,HEV,+Ve,7
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,CD4 count,,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Viral Load,,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Others,,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,HIV,Total,487
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,HIV,+Ve,6
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,HCV,Total,2
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,HCV,+Ve,2
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Western Bloot,Total,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Western Bloot,+Ve,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,HBsAg,Total,437
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,HBsAg,+Ve,2
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,HEV,Total,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,HEV,+Ve,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,CD4 count,,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Viral Load,,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Others,,2
Kavre,Bagmati,Hill,Central,2069/70,2012/13,HIV,Total,2568
Kavre,Bagmati,Hill,Central,2069/70,2012/13,HIV,+Ve,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,HCV,Total,308
Kavre,Bagmati,Hill,Central,2069/70,2012/13,HCV,+Ve,14
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,Total,6
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,Total,3847
Kavre,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,+Ve,4
Kavre,Bagmati,Hill,Central,2069/70,2012/13,HEV,Total,5
Kavre,Bagmati,Hill,Central,2069/70,2012/13,HEV,+Ve,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,CD4 count,,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Viral Load,,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Others,,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,HIV,Total,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,HIV,+Ve,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,HCV,Total,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,HCV,+Ve,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,Total,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,Total,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,+Ve,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,HEV,Total,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,HEV,+Ve,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,CD4 count,,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Viral Load,,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Others,,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,HIV,Total,1300
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,HIV,+Ve,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,HCV,Total,379
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,HCV,+Ve,2
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,Total,5
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,2
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,Total,1264
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,+Ve,5
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,HEV,Total,12
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,HEV,+Ve,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,CD4 count,,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Viral Load,,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Others,,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,HIV,Total,211130
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,HIV,+Ve,645
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,HCV,Total,204672
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,HCV,+Ve,474
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,Total,13039
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,111
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,Total,224221
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,+Ve,1189
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,HEV,Total,18283
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,HEV,+Ve,13
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,CD4 count,,4
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Viral Load,,3
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Others,,529
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,HIV,Total,1641
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,HIV,+Ve,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,HCV,Total,54
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,HCV,+Ve,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,Total,25
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Western Bloot,+Ve,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,Total,1482
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,HBsAg,+Ve,13
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,HEV,Total,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,HEV,+Ve,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,CD4 count,,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Viral Load,,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Others,,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,HIV,Total,80
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,HIV,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,HCV,Total,5
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,HCV,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Western Bloot,Total,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Western Bloot,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,HBsAg,Total,23
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,HBsAg,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,HEV,Total,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,HEV,+Ve,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,CD4 count,,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Viral Load,,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Others,,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,HIV,Total,1264
Dhading,Bagmati,Hill,Central,2069/70,2012/13,HIV,+Ve,9
