District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.15
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.03
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25.9
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.17
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Not Mentioned Others,,8.38
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.19
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.06
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.87
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.29
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.83
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,27.14
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.14
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Not Mentioned Others,,11.35
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.79
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.15
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.97
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.34
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.2
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.36
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.2
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Not Mentioned Others,,13.74
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.65
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.26
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.26
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.33
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.59
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,27.7
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.26
Sindhupalchowk,Bagmati,Mountain,Central,2070/71,2013/14,Not Mentioned Others,,9.19
Kavre,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,4.2
Kavre,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.06
Kavre,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.97
Kavre,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.8
Kavre,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Kavre,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.78
Kavre,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,23.24
Kavre,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.37
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Not Mentioned Others,,12.71
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Not Mentioned Others,,100
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.11
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.03
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.07
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.45
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.55
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,21.84
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.25
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Not Mentioned Others,,18.79
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.21
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.52
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.72
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,2.06
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0.2
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,6.09
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,18.34
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.99
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Not Mentioned Others,,15.77
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.97
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.16
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.92
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.32
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.59
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,21.88
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.3
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Not Mentioned Others,,7.33
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,4.45
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.03
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.16
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.16
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.49
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,28.53
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.13
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Not Mentioned Others,,8.3
Dhading,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.68
Dhading,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.32
Dhading,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.49
Dhading,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.5
Dhading,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.46
Dhading,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,24.67
Dhading,Bagmati,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.28
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Not Mentioned Others,,8.08
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.41
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.11
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.63
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.59
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.02
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,24.01
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.14
Makawanpur,Narayani,Hill,Central,2070/71,2013/14,Not Mentioned Others,,11.81
Rautahat,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.02
Rautahat,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.14
Rautahat,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.81
Rautahat,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.05
Rautahat,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Rautahat,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.42
Rautahat,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,26.06
Rautahat,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.06
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Not Mentioned Others,,4.82
Bara,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.67
Bara,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.06
Bara,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.83
Bara,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.12
Bara,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Bara,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.37
Bara,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,24.28
Bara,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.08
Bara,Narayani,Terai,Central,2070/71,2013/14,Not Mentioned Others,,4.62
Parsa,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0
Parsa,Narayani,Terai,Central,2070/71,2013/14,Not Mentioned Others,,100
Chitwan,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.92
Chitwan,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.8
Chitwan,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.66
Chitwan,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,2.12
Chitwan,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Malignancy,0.18
Chitwan,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,4.59
Chitwan,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,17.46
Chitwan,Narayani,Terai,Central,2070/71,2013/14,% of OPD Visits for,Surgical Problems,2.35
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Not Mentioned Others,,13.39
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.46
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.03
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.77
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.69
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.23
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25.58
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.3
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Not Mentioned Others,,9.92
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,3.52
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.02
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.85
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.67
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.83
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,27.71
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.32
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Not Mentioned Others,,9.32
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.1
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.14
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.62
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.71
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.04
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,4.58
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25.56
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.36
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Not Mentioned Others,,9.69
Syangja,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,1.64
Syangja,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.15
Syangja,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.67
Syangja,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.68
Syangja,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Syangja,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.25
Syangja,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,22.81
Syangja,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.15
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Not Mentioned Others,,10.16
Kaski,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.03
Kaski,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.3
Kaski,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,3.15
Kaski,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,2.75
Kaski,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,1.39
Kaski,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,7.19
Kaski,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,18.81
Kaski,Gandaki,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,1.7
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Not Mentioned Others,,13.88
Manang,Gandaki,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,4.45
Manang,Gandaki,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.57
Manang,Gandaki,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.02
Manang,Gandaki,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.72
Manang,Gandaki,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,33.48
Manang,Gandaki,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.17
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Not Mentioned Others,,4.84
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.45
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.02
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.19
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.86
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,27.08
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.13
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Not Mentioned Others,,17.33
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,7.05
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.08
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.66
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.15
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.25
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,24.18
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.12
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Not Mentioned Others,,13.64
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.19
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.01
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.1
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.19
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.08
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,25.65
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.11
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Not Mentioned Others,,9.74
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.01
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.08
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.8
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.65
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.01
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,2.85
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,20.14
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.2
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Not Mentioned Others,,12.09
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,0.44
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0.36
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.26
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.76
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,12.69
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.04
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Not Mentioned Others,,53.33
Palpa,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.13
Palpa,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.28
Palpa,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,2.33
Palpa,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,2.97
Palpa,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0.07
Palpa,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,3.88
Palpa,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,18.74
Palpa,Lumbini,Hill,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.62
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Not Mentioned Others,,26.25
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.23
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.05
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.83
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.12
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,1.65
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,23.97
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0.08
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Not Mentioned Others,,9.82
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Cardiovascular related problem,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Other Diseases and Injuries,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Surgical Problems,0
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Not Mentioned Others,,100
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Eye Problem,2.83
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Obstetrics Complications,0.11
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Gyne Problems,1.64
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Mental Health related problems,0.13
Kapilvastu,Lumbini,Terai,Western,2070/71,2013/14,% of OPD Visits for,Malignancy,0
