District Name,Zone,Ecological Belt,Development Region,Year (B.S),Year (A.D),Indicator,Sub-Indicator,Value
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,73.81
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.41
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% Treated With,ORS,97.01
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% Treated With,IV Fluid,2.99
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,HF,29.39
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,21.17
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of CDD Cases at,FCHV,49.43
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,459.41
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,90.19
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.24
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% Treated With,ORS,96.58
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,3.42
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,15.34
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,20.5
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,64.16
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,695.95
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,85.35
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.11
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% Treated With,ORS,99.32
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,0.68
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,15.02
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,9.08
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,75.89
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,CDD Incidence  per 1000,,828.88
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,80.69
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.89
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% Treated With,ORS,94.83
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% Treated With,IV Fluid,5.17
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.02
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of CDD Cases at,HF,23.69
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,15.85
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of CDD Cases at,FCHV,60.46
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,CDD Incidence  per 1000,,493.15
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,78.72
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.35
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% Treated With,ORS,98.57
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% Treated With,IV Fluid,1.43
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.01
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of CDD Cases at,HF,23.19
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,18.4
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of CDD Cases at,FCHV,58.41
Kavre,Bagmati,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,637.07
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,83.16
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.08
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,ORS,99.06
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,0.94
Kavre,Bagmati,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,19.15
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,13.41
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,67.44
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,297.13
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,64.31
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.4
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,ORS,99.64
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,0.36
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,35.69
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,64.31
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,267.09
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,73.88
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.11
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,ORS,98.03
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,1.97
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,26.04
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,13.37
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,60.59
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,136.3
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,79.3
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.19
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,ORS,98.93
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,1.07
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,19.3
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,14.27
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,66.43
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,483.56
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,74.55
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.21
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,ORS,95.77
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,4.23
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,22.7
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,23.24
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,54.06
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,CDD Incidence  per 1000,,1021.26
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,84.89
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% Treated With,ORS,96.99
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% Treated With,IV Fluid,3.01
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of CDD Cases at,HF,18.51
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,15.96
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of CDD Cases at,FCHV,65.53
Dhading,Bagmati,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,670.41
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,83.07
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.27
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,ORS,98.51
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,1.49
Dhading,Bagmati,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,24.41
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,14.75
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,60.84
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,CDD Incidence  per 1000,,559.98
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,84.91
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.42
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% Treated With,ORS,93.16
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% Treated With,IV Fluid,6.84
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.04
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of CDD Cases at,HF,16.05
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,8.56
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of CDD Cases at,FCHV,75.39
Rautahat,Narayani,Terai,Central,2069/70,2012/13,CDD Incidence  per 1000,,648.65
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,74
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.92
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% Treated With,ORS,95.87
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% Treated With,IV Fluid,4.13
Rautahat,Narayani,Terai,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,HF,34.37
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,19.49
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,FCHV,46.14
Bara,Narayani,Terai,Central,2069/70,2012/13,CDD Incidence  per 1000,,422.97
Bara,Narayani,Terai,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,76.12
Bara,Narayani,Terai,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.09
Bara,Narayani,Terai,Central,2069/70,2012/13,% Treated With,ORS,99.13
Bara,Narayani,Terai,Central,2069/70,2012/13,% Treated With,IV Fluid,0.87
Bara,Narayani,Terai,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Bara,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,HF,30.11
Bara,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,17.59
Bara,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,FCHV,52.3
Parsa,Narayani,Terai,Central,2069/70,2012/13,CDD Incidence  per 1000,,376.82
Parsa,Narayani,Terai,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,65.83
Parsa,Narayani,Terai,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.34
Parsa,Narayani,Terai,Central,2069/70,2012/13,% Treated With,ORS,94.68
Parsa,Narayani,Terai,Central,2069/70,2012/13,% Treated With,IV Fluid,5.32
Parsa,Narayani,Terai,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,HF,35.02
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,FCHV,64.98
Chitwan,Narayani,Terai,Central,2069/70,2012/13,CDD Incidence  per 1000,,496.17
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,82.94
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Severe Dehydration among new Cases,,0.73
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% Treated With,ORS,99.94
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% Treated With,IV Fluid,0.06
Chitwan,Narayani,Terai,Central,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,HF,18.66
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,16.99
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of CDD Cases at,FCHV,64.36
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,485.15
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,74
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.04
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,ORS,99.07
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,0.93
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.02
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,28.54
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,19
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,52.46
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,911.47
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,84.53
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.02
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,ORS,99.17
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,0.83
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,16.82
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,13.76
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,69.42
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,339.02
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,79.33
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.09
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,ORS,98.76
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,1.24
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,18.58
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,20.49
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,60.93
Syangja,Gandaki,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,493.09
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,85.07
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.03
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,ORS,99.72
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,0.28
Syangja,Gandaki,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,15.34
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,17.83
Syangja,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,66.83
Kaski,Gandaki,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,374.32
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,85.48
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.01
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,ORS,98.3
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,1.7
Kaski,Gandaki,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,13.5
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,9.16
Kaski,Gandaki,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,77.34
Manang,Gandaki,Mountain,Western,2069/70,2012/13,CDD Incidence  per 1000,,1046.92
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,73.11
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% Treated With,ORS,100
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% Treated With,IV Fluid,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of CDD Cases at,HF,26.89
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,6.16
Manang,Gandaki,Mountain,Western,2069/70,2012/13,% of CDD Cases at,FCHV,66.95
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,CDD Incidence  per 1000,,789.53
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,60.58
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% Treated With,ORS,98.55
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% Treated With,IV Fluid,1.45
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of CDD Cases at,HF,46.68
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,9.01
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,% of CDD Cases at,FCHV,44.31
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,750.22
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,66.66
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.25
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% Treated With,ORS,98.48
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,1.52
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,28.24
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,17.45
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,54.31
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,631.57
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,84.47
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.01
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% Treated With,ORS,98
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,2
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,15.37
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,17.99
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,66.63
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,440.93
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,78.56
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.51
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% Treated With,ORS,86.17
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,13.83
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,29.11
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,15.34
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,55.54
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,590.68
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,70.1
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.17
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% Treated With,ORS,95.72
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,4.28
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,23.64
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,15.5
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,60.86
Palpa,Lumbini,Hill,Western,2069/70,2012/13,CDD Incidence  per 1000,,515.21
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,80.87
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Severe Dehydration among new Cases,,1.63
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% Treated With,ORS,92.93
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% Treated With,IV Fluid,7.07
Palpa,Lumbini,Hill,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.01
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of CDD Cases at,HF,23.69
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,12.82
Palpa,Lumbini,Hill,Western,2069/70,2012/13,% of CDD Cases at,FCHV,63.49
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,CDD Incidence  per 1000,,488.28
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,75.74
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.02
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% Treated With,ORS,99.62
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% Treated With,IV Fluid,0.38
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,HF,24.61
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,10.5
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,FCHV,64.89
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,CDD Incidence  per 1000,,637.46
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,35.15
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% Treated With,ORS,99.15
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% Treated With,IV Fluid,0.85
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,HF,50
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,FCHV,50
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,CDD Incidence  per 1000,,420.57
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Dehydration (Mild and Severe) among new Cases,,62.97
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Severe Dehydration among new Cases,,0.27
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% Treated With,ORS,97.34
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% Treated With,IV Fluid,2.66
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,CDD Case Fatality,IV Fluid,0.09
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,HF,39.79
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,VHW/MCHW,23.54
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,% of CDD Cases at,FCHV,36.67
