Year BS,Year AD,District,zone,belt,region,Skin diseases,No of people,Zone,Belt,Region
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Abscess,3236,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,"Eczema/
Dermatatis",3457,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,"Fungal
Infection",3383,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",6669,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Leukoderma,82,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Lymphadenitis,469,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Psoriasis,50,Janakpur,Hill,Central
2067/68,2010/11,Ramechhap,Janakpur,Hill,Central,Scabies,1827,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Abscess,3654,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,"Eczema/
Dermatatis",3642,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,"Fungal
Infection",4385,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",7398,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Leukoderma,199,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Lymphadenitis,336,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Psoriasis,61,Janakpur,Hill,Central
2068/69,2011/12,Ramechhap,Janakpur,Hill,Central,Scabies,1972,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Abscess,3563,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,"Eczema/
Dermatatis",4170,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,"Fungal
Infection",3642,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",6896,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Leukoderma,69,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Lymphadenitis,405,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Psoriasis,37,Janakpur,Hill,Central
2069/70,2012/13,Ramechhap,Janakpur,Hill,Central,Scabies,2104,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Abscess,3106,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,"Eczema/
Dermatatis",3678,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,"Fungal
Infection",3907,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,"Impegtigo/
Boils/
Furunculosis",7156,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Leukoderma,52,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Lymphadenitis,303,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Psoriasis,38,Janakpur,Hill,Central
2070/71,2013/14,Ramechhap,Janakpur,Hill,Central,Scabies,1949,Janakpur,Hill,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Abscess,1166,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,"Eczema/
Dermatatis",1000,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,"Fungal
Infection",476,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",1101,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Leukoderma,27,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Lymphadenitis,83,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Psoriasis,27,Bagmati,Mountain,Central
2066/67,2009/10,Rasuwa,Bagmati,Mountain,Central,Scabies,690,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Abscess,1063,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,"Eczema/
Dermatatis",991,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,"Fungal
Infection",844,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",1751,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Leukoderma,16,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Lymphadenitis,94,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Psoriasis,13,Bagmati,Mountain,Central
2067/68,2010/11,Rasuwa,Bagmati,Mountain,Central,Scabies,636,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Abscess,920,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,"Eczema/
Dermatatis",1352,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,"Fungal
Infection",835,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",1481,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Leukoderma,18,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Lymphadenitis,47,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Psoriasis,14,Bagmati,Mountain,Central
2068/69,2011/12,Rasuwa,Bagmati,Mountain,Central,Scabies,631,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Abscess,939,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,"Eczema/
Dermatatis",1305,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,"Fungal
Infection",890,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",1266,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Leukoderma,4,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Lymphadenitis,35,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Psoriasis,51,Bagmati,Mountain,Central
2069/70,2012/13,Rasuwa,Bagmati,Mountain,Central,Scabies,655,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Abscess,1236,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,"Eczema/
Dermatatis",1361,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,"Fungal
Infection",866,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,"Impegtigo/
Boils/
Furunculosis",1217,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Leukoderma,3,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Lymphadenitis,35,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Psoriasis,28,Bagmati,Mountain,Central
2070/71,2013/14,Rasuwa,Bagmati,Mountain,Central,Scabies,617,Bagmati,Mountain,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Abscess,19385,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,"Eczema/
Dermatatis",8430,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,"Fungal
Infection",8628,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",26034,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Leukoderma,2589,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Lymphadenitis,794,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Psoriasis,220,Narayani,Terai,Central
2066/67,2009/10,Rautahat,Narayani,Terai,Central,Scabies,17173,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Abscess,15716,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,"Eczema/
Dermatatis",6036,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,"Fungal
Infection",8171,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",26214,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Leukoderma,782,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Lymphadenitis,373,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Psoriasis,416,Narayani,Terai,Central
2067/68,2010/11,Rautahat,Narayani,Terai,Central,Scabies,17732,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Abscess,16461,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,"Eczema/
Dermatatis",6871,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,"Fungal
Infection",10981,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",31338,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Leukoderma,311,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Lymphadenitis,524,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Psoriasis,169,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Scabies,22365,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Abscess,26145,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,"Eczema/
Dermatatis",12169,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,"Fungal
Infection",17586,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",51929,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Leukoderma,354,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Lymphadenitis,1596,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Psoriasis,143,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Scabies,34919,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Abscess,15258,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,"Eczema/
Dermatatis",8681,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,"Fungal
Infection",12254,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,"Impegtigo/
Boils/
Furunculosis",30870,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Leukoderma,331,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Lymphadenitis,578,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Psoriasis,72,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Scabies,25843,Narayani,Terai,Central
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Abscess,3462,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",4907,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,"Fungal
Infection",4048,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",6594,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Leukoderma,95,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Lymphadenitis,455,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Psoriasis,198,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Scabies,2898,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Abscess,2942,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",4546,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,"Fungal
Infection",3440,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",6057,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Leukoderma,102,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Lymphadenitis,499,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Psoriasis,139,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Scabies,3556,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Abscess,2900,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",3861,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,"Fungal
Infection",3113,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",4730,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Leukoderma,114,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Lymphadenitis,521,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Psoriasis,35,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Scabies,3919,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Abscess,2928,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",3305,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,"Fungal
Infection",3186,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",4301,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Leukoderma,70,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Lymphadenitis,386,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Psoriasis,39,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Scabies,3648,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Abscess,3207,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",3637,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,"Fungal
Infection",3354,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",4581,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Leukoderma,44,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Lymphadenitis,354,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Psoriasis,42,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Scabies,3823,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Abscess,4664,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",3486,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,"Fungal
Infection",5023,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",3834,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Leukoderma,162,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Lymphadenitis,234,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Psoriasis,103,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Scabies,5316,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Abscess,3893,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",4020,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,"Fungal
Infection",4134,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",5480,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Leukoderma,101,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Lymphadenitis,335,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Psoriasis,231,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Scabies,4764,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Abscess,3561,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",4348,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,"Fungal
Infection",4353,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",3830,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Leukoderma,751,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Lymphadenitis,866,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Psoriasis,170,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Scabies,4413,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Abscess,4024,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",4264,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,"Fungal
Infection",4169,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",4204,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Leukoderma,120,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Lymphadenitis,364,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Psoriasis,52,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Scabies,6687,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Abscess,3024,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",3792,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,"Fungal
Infection",4270,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",3508,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Leukoderma,73,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Lymphadenitis,153,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Psoriasis,54,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Scabies,7887,Rapti,Hill,Mid-Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Abscess,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,"Eczema/
Dermatatis",0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,"Fungal
Infection",0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Leukoderma,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Lymphadenitis,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Psoriasis,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Scabies,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Abscess,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,"Eczema/
Dermatatis",0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,"Fungal
Infection",0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Leukoderma,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Lymphadenitis,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Psoriasis,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Scabies,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Abscess,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,"Eczema/
Dermatatis",0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,"Fungal
Infection",0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Leukoderma,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Lymphadenitis,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Psoriasis,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Scabies,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Abscess,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,"Eczema/
Dermatatis",0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,"Fungal
Infection",0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Leukoderma,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Lymphadenitis,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Psoriasis,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Scabies,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Abscess,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,"Eczema/
Dermatatis",0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,"Fungal
Infection",0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,"Impegtigo/
Boils/
Furunculosis",0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Leukoderma,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Lymphadenitis,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Psoriasis,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Scabies,0,Lumbini,Terai,Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Abscess,4277,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",4534,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,"Fungal
Infection",5934,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",8491,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Leukoderma,125,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Lymphadenitis,242,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Psoriasis,61,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Scabies,4675,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Abscess,4253,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,"Eczema/
Dermatatis",5110,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,"Fungal
Infection",6805,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",8652,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Leukoderma,133,Rapti,Hill,Mid-Western
