District,zone,belt,region,Year BS,Year AD,Conducted by,Institution,Number of women,Zone,Belt,Region
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by SBA,Home,232,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,115,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by health workers,Home,283,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,,Birthing Center (HP/SHP),613,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,,At BEOC/CEOC centers,65,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by SBA,Health Institution,1164,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by SBA,Home,198,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,225,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by health workers,Home,92,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,,Birthing Center (HP/SHP),984,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,,At BEOC/CEOC centers,280,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by SBA,Health Institution,445,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by SBA,Home,110,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,47,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by health workers,Home,157,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,,Birthing Center (HP/SHP),206,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,,At BEOC/CEOC centers,80,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by SBA,Health Institution,737,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by SBA,Home,179,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,80,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Conducted by health workers,Home,321,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,,Birthing Center (HP/SHP),657,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,,At BEOC/CEOC centers,86,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,1297,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Conducted by SBA,Home,74,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,224,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Conducted by health workers,Home,67,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),980,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,250,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,1786,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Conducted by SBA,Home,217,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,448,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Conducted by health workers,Home,400,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),1758,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,576,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,3080,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Conducted by SBA,Home,293,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,182,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Conducted by health workers,Home,497,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),2886,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,309,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,3118,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Conducted by SBA,Home,191,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,143,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Conducted by health workers,Home,57,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),3202,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,10,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,11391,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Conducted by SBA,Home,65,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,280,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Conducted by health workers,Home,17,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),4566,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,6954,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,5866,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Conducted by SBA,Home,0,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,0,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Conducted by health workers,Home,3,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),2955,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,2911,Mahakali,Terai,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,2409,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Conducted by SBA,Home,163,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,52,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Conducted by health workers,Home,7,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),764,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,38,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,1394,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Conducted by SBA,Home,130,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,598,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Conducted by health workers,Home,230,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),1467,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,234,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Conducted by SBA,Health Institution,1024,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Conducted by SBA,Home,106,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Conducted by health workers,Health Institution ,62,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Conducted by health workers,Home,103,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,,Birthing Center (HP/SHP),848,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,,At BEOC/CEOC centers,189,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,704,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Conducted by SBA,Home,95,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,57,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Conducted by health workers,Home,429,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,351,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,1725,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Home,43,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,67,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Home,163,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,976,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,1466,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Home,112,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,84,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Home,166,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,996,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,13601,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Home,580,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,21,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Home,127,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,13454,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,17710,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Home,120,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,4,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Home,98,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,14842,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,14192,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Home,151,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,60,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Home,49,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,11348,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,595,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Home,77,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,28,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Home,332,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,64,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,623,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Home,47,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,59,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Home,162,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,328,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,1855,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Conducted by SBA,Home,45,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,37,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Conducted by health workers,Home,28,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,891,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,692,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Home,52,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,263,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Home,123,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,120,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,543,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Conducted by SBA,Home,233,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,41,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Conducted by health workers,Home,155,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,333,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,1572,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Home,120,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,123,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Home,158,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,776,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,856,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Home,1,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,337,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Home,1188,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,295,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,3088,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by SBA,Home,108,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,91,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Conducted by health workers,Home,387,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,2103,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,8256,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Home,430,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,105,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Home,1203,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,5088,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Health Institution,7808,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Conducted by SBA,Home,691,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Health Institution,152,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Conducted by health workers,Home,1224,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,,At BEOC/CEOC centers,4859,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Conducted by SBA,Health Institution,1291,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Conducted by SBA,Home,1627,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Conducted by health workers,Health Institution,237,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Conducted by health workers,Home,2872,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,,At BEOC/CEOC centers,0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Conducted by SBA,Health Institution,3212,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Conducted by SBA,Home,1661,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Conducted by health workers,Health Institution,683,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Conducted by health workers,Home,3810,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,,At BEOC/CEOC centers,696,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Conducted by SBA,Health Institution,5205,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Conducted by SBA,Home,1616,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Conducted by health workers,Health Institution,147,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Conducted by health workers,Home,2591,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,,At BEOC/CEOC centers,944,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,1953,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,238,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,153,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,389,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,463,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,2267,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,157,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,34,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,160,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,127,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Conducted by SBA,Health Institution,2365,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Conducted by SBA,Home,342,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Conducted by health workers,Health Institution,151,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Conducted by health workers,Home,343,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,,At BEOC/CEOC centers,369,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Conducted by SBA,Health Institution,2427,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Conducted by SBA,Home,258,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Conducted by health workers,Health Institution,128,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Conducted by health workers,Home,172,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,,At BEOC/CEOC centers,545,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,5040,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,86,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,15,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,42,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,4449,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,8979,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,2,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,62,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,1319,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,1,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,5,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,1301,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,32127,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,170,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,175,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,13,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,9951,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,1959,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,135,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,42,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Home,252,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,,At BEOC/CEOC centers,1484,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Conducted by SBA,Health Institution,222,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Conducted by SBA,Home,29,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Conducted by health workers,Health Institution,22,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Conducted by health workers,Home,22,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,,At BEOC/CEOC centers,52,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Health Institution,3325,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Conducted by SBA,Home,10,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Conducted by health workers,Health Institution,105,Bagmati,Hill,Central
