Year BS,Year AD,District,zone,belt,region,Oral Problem,No of People,Zone,Belt,Region
2069/70,2012/13,Kaski,Gandaki,Hill,Western,Dental Carries/ Toothache,10706,Gandaki,Hill,Western
2069/70,2012/13,Kaski,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",2011,Gandaki,Hill,Western
2069/70,2012/13,Kaski,Gandaki,Hill,Western,Other disorder of teeth,10583,Gandaki,Hill,Western
2069/70,2012/13,Kaski,Gandaki,Hill,Western,Periodontal diseases (gum diseases),2187,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,Dental Carries/ Toothache,9572,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",7228,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,Other disorder of teeth,11110,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,Periodontal diseases (gum diseases),2638,Gandaki,Hill,Western
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,Dental Carries/ Toothache,24497,Bagmati,Hill,Central
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",4448,Bagmati,Hill,Central
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,Other disorder of teeth,6678,Bagmati,Hill,Central
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,Periodontal diseases (gum diseases),8150,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,Dental Carries/ Toothache,23415,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",6726,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,Other disorder of teeth,6799,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,Periodontal diseases (gum diseases),7709,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,Dental Carries/ Toothache,23299,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",10714,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,Other disorder of teeth,10539,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,Periodontal diseases (gum diseases),8260,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,Dental Carries/ Toothache,30650,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",6578,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,Other disorder of teeth,7307,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,Periodontal diseases (gum diseases),6031,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,Dental Carries/ Toothache,40949,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",13327,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,Other disorder of teeth,19805,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,Periodontal diseases (gum diseases),16119,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,Dental Carries/ Toothache,8950,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",3175,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,Other disorder of teeth,1000,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,Periodontal diseases (gum diseases),1891,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,Dental Carries/ Toothache,9001,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",3309,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,Other disorder of teeth,1830,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,Periodontal diseases (gum diseases),1820,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,Dental Carries/ Toothache,9264,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",3965,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,Other disorder of teeth,2358,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,Periodontal diseases (gum diseases),1823,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,Dental Carries/ Toothache,12027,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",4280,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,Other disorder of teeth,1951,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,Periodontal diseases (gum diseases),2244,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,Dental Carries/ Toothache,11203,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",4535,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,Other disorder of teeth,875,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,Periodontal diseases (gum diseases),2316,Bagmati,Hill,Central
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,4440,Sagarmatha,Hill,Eastern
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",878,Sagarmatha,Hill,Eastern
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Other disorder of teeth,507,Sagarmatha,Hill,Eastern
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),594,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,4062,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",873,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Other disorder of teeth,419,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),791,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,5371,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1067,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Other disorder of teeth,429,Sagarmatha,Hill,Eastern
2068/69,2011/12,Khotang,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),1025,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,5119,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1528,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Other disorder of teeth,529,Sagarmatha,Hill,Eastern
2069/70,2012/13,Khotang,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),872,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Dental Carries/ Toothache,5283,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,"Oral ulcer,mucosa and other related disease",1443,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Other disorder of teeth,339,Sagarmatha,Hill,Eastern
2070/71,2013/14,Khotang,Sagarmatha,Hill,Eastern,Periodontal diseases (gum diseases),782,Sagarmatha,Hill,Eastern
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Dental Carries/ Toothache,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Other disorder of teeth,0,Bagmati,Hill,Central
2066/67,2009/10,Lalitpur,Bagmati,Hill,Central,Periodontal diseases (gum diseases),0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Dental Carries/ Toothache,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Other disorder of teeth,0,Bagmati,Hill,Central
2067/68,2010/11,Lalitpur,Bagmati,Hill,Central,Periodontal diseases (gum diseases),0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Dental Carries/ Toothache,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Other disorder of teeth,0,Bagmati,Hill,Central
2068/69,2011/12,Lalitpur,Bagmati,Hill,Central,Periodontal diseases (gum diseases),0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Dental Carries/ Toothache,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Other disorder of teeth,0,Bagmati,Hill,Central
2069/70,2012/13,Lalitpur,Bagmati,Hill,Central,Periodontal diseases (gum diseases),0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Dental Carries/ Toothache,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,"Oral ulcer,mucosa and other related disease",0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Other disorder of teeth,0,Bagmati,Hill,Central
2070/71,2013/14,Lalitpur,Bagmati,Hill,Central,Periodontal diseases (gum diseases),0,Bagmati,Hill,Central
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Dental Carries/ Toothache,3864,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1011,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Other disorder of teeth,747,Gandaki,Hill,Western
2066/67,2009/10,Lamjung,Gandaki,Hill,Western,Periodontal diseases (gum diseases),685,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Dental Carries/ Toothache,4333,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1139,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Other disorder of teeth,368,Gandaki,Hill,Western
2067/68,2010/11,Lamjung,Gandaki,Hill,Western,Periodontal diseases (gum diseases),626,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Dental Carries/ Toothache,4449,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1237,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Other disorder of teeth,355,Gandaki,Hill,Western
2068/69,2011/12,Lamjung,Gandaki,Hill,Western,Periodontal diseases (gum diseases),812,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Dental Carries/ Toothache,6423,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1512,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Other disorder of teeth,760,Gandaki,Hill,Western
2069/70,2012/13,Lamjung,Gandaki,Hill,Western,Periodontal diseases (gum diseases),1420,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Dental Carries/ Toothache,8420,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,"Oral ulcer,mucosa and other related disease",1648,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Other disorder of teeth,1135,Gandaki,Hill,Western
2070/71,2013/14,Lamjung,Gandaki,Hill,Western,Periodontal diseases (gum diseases),1897,Gandaki,Hill,Western
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Dental Carries/ Toothache,9595,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",1649,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Other disorder of teeth,1252,Janakpur,Terai,Central
2066/67,2009/10,Mahottari,Janakpur,Terai,Central,Periodontal diseases (gum diseases),1576,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Dental Carries/ Toothache,9438,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",1538,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Other disorder of teeth,1182,Janakpur,Terai,Central
2067/68,2010/11,Mahottari,Janakpur,Terai,Central,Periodontal diseases (gum diseases),1383,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Dental Carries/ Toothache,9828,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",1610,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Other disorder of teeth,1199,Janakpur,Terai,Central
2068/69,2011/12,Mahottari,Janakpur,Terai,Central,Periodontal diseases (gum diseases),1584,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Dental Carries/ Toothache,12140,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",2359,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Other disorder of teeth,1141,Janakpur,Terai,Central
2069/70,2012/13,Mahottari,Janakpur,Terai,Central,Periodontal diseases (gum diseases),1820,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Dental Carries/ Toothache,11440,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",1418,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Other disorder of teeth,1171,Janakpur,Terai,Central
2070/71,2013/14,Mahottari,Janakpur,Terai,Central,Periodontal diseases (gum diseases),1180,Janakpur,Terai,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Dental Carries/ Toothache,3557,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,"Oral ulcer,mucosa and other related disease",1771,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Other disorder of teeth,224,Narayani,Hill,Central
2066/67,2009/10,Makwanpur,Narayani,Hill,Central,Periodontal diseases (gum diseases),647,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Dental Carries/ Toothache,3207,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,"Oral ulcer,mucosa and other related disease",2094,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Other disorder of teeth,203,Narayani,Hill,Central
2067/68,2010/11,Makwanpur,Narayani,Hill,Central,Periodontal diseases (gum diseases),614,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Dental Carries/ Toothache,3280,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,"Oral ulcer,mucosa and other related disease",2301,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Other disorder of teeth,310,Narayani,Hill,Central
2068/69,2011/12,Makwanpur,Narayani,Hill,Central,Periodontal diseases (gum diseases),805,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Dental Carries/ Toothache,3806,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,"Oral ulcer,mucosa and other related disease",2653,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Other disorder of teeth,398,Narayani,Hill,Central
2069/70,2012/13,Makwanpur,Narayani,Hill,Central,Periodontal diseases (gum diseases),889,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Dental Carries/ Toothache,3478,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,"Oral ulcer,mucosa and other related disease",3122,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Other disorder of teeth,402,Narayani,Hill,Central
2070/71,2013/14,Makwanpur,Narayani,Hill,Central,Periodontal diseases (gum diseases),926,Narayani,Hill,Central
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Dental Carries/ Toothache,372,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,"Oral ulcer,mucosa and other related disease",69,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Other disorder of teeth,42,Gandaki,Mountain,Western
2066/67,2009/10,Manang,Gandaki,Mountain,Western,Periodontal diseases (gum diseases),23,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Dental Carries/ Toothache,405,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,"Oral ulcer,mucosa and other related disease",77,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Other disorder of teeth,14,Gandaki,Mountain,Western
2067/68,2010/11,Manang,Gandaki,Mountain,Western,Periodontal diseases (gum diseases),26,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Dental Carries/ Toothache,371,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,"Oral ulcer,mucosa and other related disease",47,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Other disorder of teeth,5,Gandaki,Mountain,Western
2068/69,2011/12,Manang,Gandaki,Mountain,Western,Periodontal diseases (gum diseases),23,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Dental Carries/ Toothache,370,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,"Oral ulcer,mucosa and other related disease",80,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Other disorder of teeth,11,Gandaki,Mountain,Western
2069/70,2012/13,Manang,Gandaki,Mountain,Western,Periodontal diseases (gum diseases),46,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Dental Carries/ Toothache,458,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,"Oral ulcer,mucosa and other related disease",43,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Other disorder of teeth,51,Gandaki,Mountain,Western
2070/71,2013/14,Manang,Gandaki,Mountain,Western,Periodontal diseases (gum diseases),58,Gandaki,Mountain,Western
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Dental Carries/ Toothache,8550,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2961,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Other disorder of teeth,822,Kosi,Terai,Eastern
2066/67,2009/10,Morang,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),1394,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Dental Carries/ Toothache,8247,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",3264,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Other disorder of teeth,784,Kosi,Terai,Eastern
2067/68,2010/11,Morang,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),1447,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Dental Carries/ Toothache,9208,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",4284,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Other disorder of teeth,965,Kosi,Terai,Eastern
2068/69,2011/12,Morang,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),1499,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Dental Carries/ Toothache,10808,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",4238,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Other disorder of teeth,1732,Kosi,Terai,Eastern
2069/70,2012/13,Morang,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),2649,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Dental Carries/ Toothache,10132,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,"Oral ulcer,mucosa and other related disease",3894,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Other disorder of teeth,1352,Kosi,Terai,Eastern
2070/71,2013/14,Morang,Kosi,Terai,Eastern,Periodontal diseases (gum diseases),2188,Kosi,Terai,Eastern
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,1466,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",119,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Other disorder of teeth,112,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mugu,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),299,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,1666,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",105,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Other disorder of teeth,88,Karnali,Mountain,Mid-Western
2067/68,2010/11,Mugu,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),177,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,1674,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",126,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Other disorder of teeth,107,Karnali,Mountain,Mid-Western
2068/69,2011/12,Mugu,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),175,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,1471,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",94,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Other disorder of teeth,174,Karnali,Mountain,Mid-Western
2069/70,2012/13,Mugu,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),172,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Dental Carries/ Toothache,1625,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,"Oral ulcer,mucosa and other related disease",108,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Other disorder of teeth,199,Karnali,Mountain,Mid-Western
2070/71,2013/14,Mugu,Karnali,Mountain,Mid-Western,Periodontal diseases (gum diseases),198,Karnali,Mountain,Mid-Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Dental Carries/ Toothache,849,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,"Oral ulcer,mucosa and other related disease",207,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Other disorder of teeth,10,Dhawalagiri,Mountain,Western
2066/67,2009/10,Mustang,Dhawalagiri,Mountain,Western,Periodontal diseases (gum diseases),50,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Dental Carries/ Toothache,781,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,"Oral ulcer,mucosa and other related disease",142,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Other disorder of teeth,8,Dhawalagiri,Mountain,Western
2067/68,2010/11,Mustang,Dhawalagiri,Mountain,Western,Periodontal diseases (gum diseases),20,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Dental Carries/ Toothache,779,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,"Oral ulcer,mucosa and other related disease",216,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Other disorder of teeth,12,Dhawalagiri,Mountain,Western
2068/69,2011/12,Mustang,Dhawalagiri,Mountain,Western,Periodontal diseases (gum diseases),34,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Dental Carries/ Toothache,571,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,"Oral ulcer,mucosa and other related disease",228,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Other disorder of teeth,37,Dhawalagiri,Mountain,Western
2069/70,2012/13,Mustang,Dhawalagiri,Mountain,Western,Periodontal diseases (gum diseases),17,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Dental Carries/ Toothache,560,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,"Oral ulcer,mucosa and other related disease",141,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Other disorder of teeth,38,Dhawalagiri,Mountain,Western
2070/71,2013/14,Mustang,Dhawalagiri,Mountain,Western,Periodontal diseases (gum diseases),36,Dhawalagiri,Mountain,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,Dental Carries/ Toothache,3602,Dhawalagiri,Hill,Western
2066/67,2009/10,Myagdi,Dhawalagiri,Hill,Western,"Oral ulcer,mucosa and other related disease",772,Dhawalagiri,Hill,Western
