District,zone,belt,region,Year BS,Year AD,Respiratory problems,Morbidity Number,Zone,Belt,Region
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Asthama,6358.0,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Viral Influnenza,4254.0,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Foreign body in respiratory tract,81.0,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,"ARI/Lower respiratory
tract Infection",9950.0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,"Upper respiratory tract
Infection",9748.0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Pneumonia,2254.0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Sever Pneumonia,151.0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Bronchitis,3440.0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Asthama,4411.0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Viral Influnenza,2019.0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Foreign body in respiratory tract,48.0,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,7891.0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Upper respiratory tract Infection,7860.0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Pneumonia,3826.0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Sever Pneumonia,330.0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Bronchitis,1118.0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Asthama,1687.0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Viral Influnenza,3096.0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2069/70,2012/13,Foreign body in respiratory tract,200.0,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,9108.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Upper respiratory tract Infection,8511.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Pneumonia,4691.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Sever Pneumonia,229.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Bronchitis,1220.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Asthama,1602.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Viral Influnenza,1049.0,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Foreign body in respiratory tract,69.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,8964.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Upper respiratory tract Infection,8497.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Pneumonia,4220.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Sever Pneumonia,193.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Bronchitis,1430.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Asthama,1749.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Viral Influnenza,7610.0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Foreign body in respiratory tract,102.0,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,29104.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Upper respiratory tract Infection,32353.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Pneumonia,12585.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Sever Pneumonia,717.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Bronchitis,10708.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Asthama,9263.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Viral Influnenza,25567.0,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Foreign body in respiratory tract,198.0,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,37006.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Upper respiratory tract Infection,35091.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Pneumonia,13155.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Sever Pneumonia,658.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Bronchitis,9851.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Asthama,8140.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Viral Influnenza,12693.0,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Foreign body in respiratory tract,302.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,36371.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Upper respiratory tract Infection,33223.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Pneumonia,13280.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Sever Pneumonia,339.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Bronchitis,3335.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Asthama,5704.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Viral Influnenza,6519.0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Foreign body in respiratory tract,39.0,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,8616.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Upper respiratory tract Infection,9676.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Pneumonia,4202.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Sever Pneumonia,74.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Bronchitis,2437.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Asthama,1655.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Viral Influnenza,4652.0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Foreign body in respiratory tract,22.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,4724.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Upper respiratory tract Infection,6808.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Pneumonia,2456.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Sever Pneumonia,133.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Bronchitis,1889.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Asthama,1538.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Viral Influnenza,2175.0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2069/70,2012/13,Foreign body in respiratory tract,113.0,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,8629.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Upper respiratory tract Infection,7504.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Pneumonia,4579.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Sever Pneumonia,145.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Bronchitis,774.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Asthama,2120.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Viral Influnenza,1270.0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Foreign body in respiratory tract,72.0,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,9365.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Upper respiratory tract Infection,9980.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Pneumonia,4315.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Sever Pneumonia,179.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Bronchitis,2192.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Asthama,3395.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Viral Influnenza,6991.0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Foreign body in respiratory tract,130.0,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,9145.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Upper respiratory tract Infection,8040.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Pneumonia,2811.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Sever Pneumonia,194.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Bronchitis,2663.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Asthama,2784.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Viral Influnenza,1043.0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Foreign body in respiratory tract,114.0,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,13607.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Upper respiratory tract Infection,13051.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Pneumonia,3815.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Sever Pneumonia,111.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Bronchitis,2093.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Asthama,3292.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Viral Influnenza,1785.0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Foreign body in respiratory tract,69.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,13214.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Upper respiratory tract Infection,13927.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Pneumonia,7176.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Sever Pneumonia,374.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Bronchitis,3599.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Asthama,3491.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Viral Influnenza,2242.0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Foreign body in respiratory tract,190.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,10596.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Upper respiratory tract Infection,9653.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Pneumonia,5465.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Sever Pneumonia,452.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Bronchitis,3236.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Asthama,2849.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Viral Influnenza,7018.0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Foreign body in respiratory tract,133.0,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,34370.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Upper respiratory tract Infection,23036.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Pneumonia,7810.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Sever Pneumonia,259.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Bronchitis,10677.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Asthama,9389.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Viral Influnenza,8295.0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Foreign body in respiratory tract,149.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,ARI/Lower respiratory tract Infection,33787.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Upper respiratory tract Infection,34562.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Pneumonia,10434.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Sever Pneumonia,613.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Bronchitis,11251.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Asthama,8862.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Viral Influnenza,5255.0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Foreign body in respiratory tract,223.0,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,30282.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Upper respiratory tract Infection,22064.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Pneumonia,7430.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Sever Pneumonia,751.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Bronchitis,8302.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Asthama,8632.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Viral Influnenza,6401.0,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2069/70,2012/13,Foreign body in respiratory tract,192.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,33247.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Upper respiratory tract Infection,25716.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Pneumonia,8903.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Sever Pneumonia,854.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Bronchitis,12090.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Asthama,12216.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Viral Influnenza,6299.0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Foreign body in respiratory tract,161.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,29398.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Upper respiratory tract Infection,28441.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Pneumonia,8790.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Sever Pneumonia,834.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Bronchitis,15490.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Asthama,16640.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Viral Influnenza,3559.0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Foreign body in respiratory tract,229.0,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,6313.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Upper respiratory tract Infection,7039.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Pneumonia,3851.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Sever Pneumonia,220.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Bronchitis,1918.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Asthama,2917.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Viral Influnenza,1753.0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Foreign body in respiratory tract,37.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,15306.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Upper respiratory tract Infection,11257.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Pneumonia,4292.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Sever Pneumonia,199.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Bronchitis,2579.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Asthama,2876.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Viral Influnenza,2785.0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Foreign body in respiratory tract,98.0,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,16539.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Upper respiratory tract Infection,12717.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Pneumonia,2887.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Sever Pneumonia,187.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Bronchitis,2250.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Asthama,3659.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Viral Influnenza,5842.0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2069/70,2012/13,Foreign body in respiratory tract,200.0,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,18084.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Upper respiratory tract Infection,13741.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Pneumonia,5152.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Sever Pneumonia,232.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Bronchitis,3461.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Asthama,5228.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Viral Influnenza,4643.0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2069/70,2012/13,Foreign body in respiratory tract,186.0,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,29277.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Upper respiratory tract Infection,32510.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Pneumonia,7021.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Sever Pneumonia,145.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Bronchitis,4347.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Asthama,8849.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Viral Influnenza,7554.0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Foreign body in respiratory tract,108.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Upper respiratory tract Infection,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Pneumonia,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Sever Pneumonia,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Bronchitis,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Asthama,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Viral Influnenza,0.0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Foreign body in respiratory tract,0.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,10724.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Upper respiratory tract Infection,12361.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Pneumonia,2557.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Sever Pneumonia,88.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Bronchitis,1715.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Asthama,3060.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Viral Influnenza,2808.0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2069/70,2012/13,Foreign body in respiratory tract,101.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,23821.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Upper respiratory tract Infection,31343.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Pneumonia,9070.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Sever Pneumonia,1124.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Bronchitis,9424.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Asthama,18611.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Viral Influnenza,11949.0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Foreign body in respiratory tract,1427.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,ARI/Lower respiratory tract Infection,10304.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Upper respiratory tract Infection,9053.0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Pneumonia,3670.0,Bagmati,Hill,Central
