District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicators,Sub-Indicator,Value
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Wastage Rate(%),BCG,81.97
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Wastage Rate(%),DPT,26.15
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Wastage Rate(%),Polio3,27.76
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Wastage Rate(%),Measles,66.46
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Wastage Rate(%),JE,45.62
Makawanpur,Narayani,Hill,Central,2070/71,2013/2014,Coverage (%),TT,38.47
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),BCG,102.39
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),DPT3,96.01
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Polio3,95.94
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Measles,83.42
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),JE,39.15
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),TT1,84.48
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),TT2,49.38
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),TT2+,42.9
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),BCG Vs Measles,18.53
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),DPT1 Vs DPT3,9.52
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),Polio1 Vs Polio3,8.85
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),BCG,67.66
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),DPT,18.2
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),Polio3,19.96
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Measles,57.73
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),JE,41.36
Rautahat,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),TT,23.35
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),BCG,102.23
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),DPT3,97.37
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Polio3,97.23
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Measles,87.96
Bara,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),JE,56.65
Bara,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),TT1,38.66
Bara,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),TT2,33.34
Bara,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),TT2+,49.61
Bara,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),BCG Vs Measles,13.95
Bara,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),DPT1 Vs DPT3,5.88
Bara,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),Polio1 Vs Polio3,6.34
Bara,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),BCG,77.23
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),DPT,17.29
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Polio3,18.73
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Measles,68.02
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),JE,41.73
Bara,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),TT,27.25
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),BCG,109.25
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),DPT3,104.89
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),Polio3,103.6
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),Measles,92.39
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),JE,60.19
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),TT1,0
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),TT2,64.71
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),TT2+,52
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),BCG Vs Measles,15.43
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),BCG,76.29
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),DPT,70.46
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Polio3,71.09
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Measles,54.84
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),JE,35.92
Parsa,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),TT,31.71
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),BCG,101.57
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),DPT3,82.14
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),Polio3,82.13
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),Measles,82.14
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Drop Out Rate (%),JE,64.69
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),TT1,51.41
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),TT2,46.06
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),TT2+,14.67
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),BCG Vs Measles,19.13
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Wastage Rate(%),DPT1 Vs DPT3,1.6
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,1.71
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),BCG,74.84
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),DPT,15.72
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Polio3,21.25
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),Measles,57
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),JE,31.99
Chitwan,Narayani,Terai,Central,2070/71,2013/2014,Coverage (%),TT,25.27
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,87.36
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),DPT3,87.31
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Polio3,87.31
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,84.35
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,41.42
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,47.73
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2+,21.8
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),BCG Vs Measles,3.45
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,4.91
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,4.91
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,89.13
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,33.7
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,36.58
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Measles,78.64
Gorkha,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),TT,46.73
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,99.27
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),DPT3,104.54
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Polio3,104.54
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,99.47
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,63.3
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,66.11
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2+,10.94
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),BCG Vs Measles,-0.2
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,-4.51
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,-4.51
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,89.51
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,34.59
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,36.88
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Measles,78.57
Lamjung,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),TT,45.44
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,83.96
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),DPT3,89.89
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Polio3,89.89
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,89.81
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,38.91
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,45.04
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2+,17.51
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),BCG Vs Measles,-6.96
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,2.47
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,2.47
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,87.27
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,34.61
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,38.2
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Measles,73.36
Tanahu,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),TT,54
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,81
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),DPT3,100.31
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Polio3,100.31
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,98.95
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,5.94
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,46
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2+,47.83
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),BCG Vs Measles,-22.16
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,-0.49
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,-0.49
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,89.67
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,27.87
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,30.86
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Measles,72.04
Syangja,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),TT,48.85
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,114.78
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),DPT3,88.04
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Polio3,88.04
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,86.11
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),JE,67.9
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,32.49
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,40.22
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2+,39.43
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,24.98
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,-3.89
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,-3.89
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,72.12
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,16.87
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,21.39
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Coverage (%),Measles,54.93
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),JE,36.91
Kaski,Gandaki,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),TT,21.77
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,41.44
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,55.86
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,55.86
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),Measles,64.86
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),TT1,34.15
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),TT2,29.27
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Coverage (%),TT2+,7.32
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,-56.52
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,-10.71
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,-14.81
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Coverage (%),BCG,92.92
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Coverage (%),DPT,76.8
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Coverage (%),Polio3,78.59
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Drop Out Rate (%),Measles,84.35
Manang,Gandaki,Mountain,Western,2070/71,2013/2014,Drop Out Rate (%),TT,80.23
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,64.14
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,75.95
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,75.95
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),Measles,75.95
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),TT1,21.19
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Wastage Rate(%),TT2,52.04
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Coverage (%),TT2+,36.06
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,-18.42
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,-1.12
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,-1.12
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Coverage (%),BCG,89.54
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Coverage (%),DPT,60
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Coverage (%),Polio3,62.15
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Drop Out Rate (%),Measles,80.48
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/2014,Drop Out Rate (%),TT,72.8
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,91.19
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,92.38
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,92.38
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,93.13
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,40.37
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,41.88
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),TT2+,41.26
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,-2.13
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,1.73
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,1.73
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,86.83
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,27.96
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,27.74
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Measles,71.42
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),TT,42.32
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,86.42
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,94.67
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,94.64
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,90.88
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,13.54
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,37.37
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),TT2+,49.93
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,-5.17
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,1.8
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,2
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,89.63
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,32.1
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,35.35
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Measles,78.66
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),TT,47.54
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,101.64
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,96.05
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,96.05
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,93.7
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,57.87
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,50.75
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),TT2+,17.29
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,7.81
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,3.82
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,3.82
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,82.39
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,23.68
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,24.88
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Measles,67.25
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),TT,30.21
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,105.67
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,99.01
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,99.01
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,96.59
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,24.74
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT2,42.28
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),TT2+,59.05
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,8.59
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,11.06
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,11.06
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,87.01
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,25.43
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),Polio3,27.77
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Measles,76.14
Gulmi,Lumbini,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),TT,46.6
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,121.03
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,95.24
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,95.24
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),Measles,92.7
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),JE,84.32
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT1,10.07
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),TT2,12.89
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),TT2+,65.22
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,23.41
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,2.95
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,2.95
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),BCG,85.49
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Coverage (%),DPT,34.1
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Polio3,38.89
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),Measles,75.62
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Drop Out Rate (%),JE,52.74
Palpa,Lumbini,Hill,Western,2070/71,2013/2014,Wastage Rate(%),TT,51.54
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),BCG,86.32
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,90.6
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,90.6
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),Measles,91.07
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),JE,71.96
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),TT1,30.38
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),TT2,36.84
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),TT2+,34.37
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,-5.5
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),DPT1 Vs DPT3,2.45
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),Polio1 Vs Polio3,2.45
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,79.87
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Drop Out Rate (%),DPT,13.6
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Drop Out Rate (%),Polio3,15.73
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),Measles,57.3
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),JE,34.35
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),TT,25.93
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),BCG,130.12
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),DPT3,105.05
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),Polio3,105.05
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),Measles,99.9
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),JE,78.6
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),TT1,45.76
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),TT2,41.58
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),TT2+,61.99
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Coverage (%),BCG Vs Measles,23.22
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Drop Out Rate (%),DPT1 Vs DPT3,-0.81
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Drop Out Rate (%),Polio1 Vs Polio3,-0.81
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Drop Out Rate (%),BCG,71.66
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),DPT,10.57
Rupandehi,Lumbini,Terai,Western,2070/71,2013/2014,Wastage Rate(%),Polio3,10.57
