Year BS,Year AD,District,zone,belt,region,Deficiencies,No of people,Zone,Belt,Region
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Obesity,34,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Polyneuritis,607,Rapti,Hill,Mid-Western
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Anemia,379,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Avitaminoses and other nutrideficency,658,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Dehydration,761,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Diabetic myelitis,201,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,"Goiter,Cretinism",19,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Malnutrition,55,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Night blindness,35,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Obesity,0,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Polyneuritis,231,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Anemia,453,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Avitaminoses and other nutrideficency,692,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Dehydration,446,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Diabetic myelitis,176,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,"Goiter,Cretinism",2,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Malnutrition,50,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Night blindness,14,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Obesity,18,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Polyneuritis,120,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Anemia,279,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Avitaminoses and other nutrideficency,817,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Dehydration,257,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Diabetic myelitis,192,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,"Goiter,Cretinism",1,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Malnutrition,47,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Night blindness,13,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Obesity,2,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Polyneuritis,64,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Anemia,275,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Avitaminoses and other nutrideficency,712,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Dehydration,296,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Diabetic myelitis,192,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,"Goiter,Cretinism",26,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Malnutrition,36,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Night blindness,35,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Obesity,39,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Polyneuritis,77,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Anemia,120,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Avitaminoses and other nutrideficency,112,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Dehydration,201,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Diabetic myelitis,3,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,"Goiter,Cretinism",23,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Malnutrition,41,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Night blindness,7,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Obesity,15,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Polyneuritis,18,Kosi,Mountain,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Anemia,5734,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Avitaminoses and other nutrideficency,5944,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Dehydration,5269,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Diabetic myelitis,105,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,"Goiter,Cretinism",38,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Malnutrition,942,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Night blindness,1343,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Obesity,32,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Polyneuritis,1074,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Anemia,4454,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Avitaminoses and other nutrideficency,5235,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Dehydration,4412,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Diabetic myelitis,91,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,"Goiter,Cretinism",50,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Malnutrition,978,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Night blindness,940,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Obesity,43,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Polyneuritis,961,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Anemia,4818,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Avitaminoses and other nutrideficency,5461,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Dehydration,4284,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Diabetic myelitis,72,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,"Goiter,Cretinism",12,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Malnutrition,712,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Night blindness,1095,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Obesity,18,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Polyneuritis,838,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Anemia,5029,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Avitaminoses and other nutrideficency,6981,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Dehydration,4417,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Diabetic myelitis,125,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,"Goiter,Cretinism",31,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Malnutrition,1262,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Night blindness,934,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Obesity,6,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Polyneuritis,834,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Anemia,249,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Avitaminoses and other nutrideficency,519,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Dehydration,520,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Diabetic myelitis,3,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,"Goiter,Cretinism",5,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Malnutrition,553,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Night blindness,138,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Obesity,2,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Polyneuritis,96,Sagarmatha,Terai,Eastern
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Anemia,6387,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,8412,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Dehydration,3778,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Diabetic myelitis,88,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,"Goiter,Cretinism",15,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Malnutrition,2095,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Night blindness,2265,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Obesity,22,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Polyneuritis,783,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Anemia,5307,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,6506,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Dehydration,3397,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Diabetic myelitis,621,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,"Goiter,Cretinism",63,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Malnutrition,1635,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Night blindness,1739,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Obesity,88,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Polyneuritis,589,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Anemia,6877,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,8621,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Dehydration,4527,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Diabetic myelitis,1153,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,"Goiter,Cretinism",119,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Malnutrition,2127,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Night blindness,2349,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Obesity,290,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Polyneuritis,1168,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Anemia,5908,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,8771,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Dehydration,4548,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Diabetic myelitis,527,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,"Goiter,Cretinism",114,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Malnutrition,1630,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Night blindness,2128,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Obesity,108,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Polyneuritis,1166,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Anemia,309,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Avitaminoses and other nutrideficency,494,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Dehydration,656,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Diabetic myelitis,1,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,"Goiter,Cretinism",0,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Malnutrition,343,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Night blindness,142,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Obesity,0,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Polyneuritis,240,Janakpur,Terai,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Anemia,1206,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Avitaminoses and other nutrideficency,1015,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Dehydration,1658,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Diabetic myelitis,35,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,"Goiter,Cretinism",51,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Malnutrition,510,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Night blindness,160,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Obesity,38,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Polyneuritis,237,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Anemia,848,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Avitaminoses and other nutrideficency,880,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Dehydration,1416,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Diabetic myelitis,47,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,"Goiter,Cretinism",7,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Malnutrition,188,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Night blindness,143,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Obesity,3,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Polyneuritis,119,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Anemia,754,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Avitaminoses and other nutrideficency,1042,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Dehydration,1147,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Diabetic myelitis,15,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,"Goiter,Cretinism",18,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Malnutrition,258,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Night blindness,154,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Obesity,15,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Polyneuritis,266,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Anemia,591,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Avitaminoses and other nutrideficency,836,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Dehydration,1057,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Diabetic myelitis,63,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,"Goiter,Cretinism",35,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Malnutrition,212,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Night blindness,43,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Obesity,14,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Polyneuritis,314,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Anemia,75,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Avitaminoses and other nutrideficency,222,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Dehydration,204,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Diabetic myelitis,0,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,"Goiter,Cretinism",5,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Malnutrition,539,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Night blindness,80,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Obesity,5,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Polyneuritis,94,Janakpur,Hill,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Anemia,1285,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Avitaminoses and other nutrideficency,1029,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Dehydration,715,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Diabetic myelitis,109,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,"Goiter,Cretinism",24,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Malnutrition,257,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Night blindness,33,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Obesity,16,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Polyneuritis,709,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Anemia,940,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Avitaminoses and other nutrideficency,745,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Dehydration,949,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Diabetic myelitis,65,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,"Goiter,Cretinism",26,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Malnutrition,130,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Night blindness,48,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Obesity,8,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Polyneuritis,740,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Anemia,831,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Avitaminoses and other nutrideficency,1035,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Dehydration,985,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Diabetic myelitis,108,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,"Goiter,Cretinism",27,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Malnutrition,171,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Night blindness,44,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Obesity,41,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Polyneuritis,1302,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Anemia,955,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Avitaminoses and other nutrideficency,1016,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Dehydration,774,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Diabetic myelitis,124,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,"Goiter,Cretinism",17,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Malnutrition,174,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Night blindness,30,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Obesity,6,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Polyneuritis,1020,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Anemia,559,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Avitaminoses and other nutrideficency,344,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Dehydration,543,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Diabetic myelitis,1,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,"Goiter,Cretinism",4,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Malnutrition,578,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Night blindness,4,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Obesity,8,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Polyneuritis,60,Bagmati,Mountain,Central
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Anemia,5720,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Avitaminoses and other nutrideficency,10046,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Dehydration,5609,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Diabetic myelitis,66,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,"Goiter,Cretinism",14,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Malnutrition,1668,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Night blindness,1610,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Obesity,95,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Polyneuritis,1502,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Anemia,4942,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Avitaminoses and other nutrideficency,9722,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Dehydration,4912,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Diabetic myelitis,110,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,"Goiter,Cretinism",12,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Malnutrition,1030,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Night blindness,935,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Obesity,144,Sagarmatha,Terai,Eastern
