District,zone,belt,region,Year BS,Year AD,Clinical Malaria/Total Treatment,Age group,Gender,Number of people,Zone,Belt,Region
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,7 Years & Above,Male,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,1,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,7 Years & Above,Male,1,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Total Treatment,7 Years & Above,Male,0,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,1,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Total Treatment,7 Years & Above,Male,3,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,62,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,8 Years & Above,Male,67,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,210,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,8 Years & Above,Male,294,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,27,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Total Treatment,8 Years & Above,Male,28,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,49,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Total Treatment,8 Years & Above,Male,81,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,112,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,9 Years & Above,Male,90,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,982,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,9 Years & Above,Male,975,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,91,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Total Treatment,9 Years & Above,Male,72,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,817,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Total Treatment,9 Years & Above,Male,803,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,5,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,10 Years & Above,Male,4,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,547,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Clinical Malaria,10 Years & Above,Male,625,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,5,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Total Treatment,10 Years & Above,Male,5,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,524,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Total Treatment,10 Years & Above,Male,605,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,11 Years & Above,Male,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,26,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,11 Years & Above,Male,37,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,11 Years & Above,Male,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,15,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,11 Years & Above,Male,28,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,12 Years & Above,Male,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,12 Years & Above,Male,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,12 Years & Above,Male,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,12 Years & Above,Male,1,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Clinical Malaria,13 Years & Above,Male,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Clinical Malaria,13 Years & Above,Male,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Total Treatment,13 Years & Above,Male,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Total Treatment,13 Years & Above,Male,0,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,1,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,14 Years & Above,Male,0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,23,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Clinical Malaria,14 Years & Above,Male,41,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,1,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,14 Years & Above,Male,0,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,23,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Total Treatment,14 Years & Above,Male,44,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Clinical Malaria,15 Years & Above,Male,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Clinical Malaria,15 Years & Above,Male,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Total Treatment,15 Years & Above,Male,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Total Treatment,15 Years & Above,Male,0,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,16 Years & Above,Male,1,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,16 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,16 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,1,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,16 Years & Above,Male,2,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,17 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,17 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,17 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,17 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,3,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,18 Years & Above,Male,4,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,18,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Clinical Malaria,18 Years & Above,Male,22,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,1,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,18 Years & Above,Male,0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,3,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Total Treatment,18 Years & Above,Male,6,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,12,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Clinical Malaria,19 Years & Above,Male,12,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,886,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Clinical Malaria,19 Years & Above,Male,663,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,7,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Total Treatment,19 Years & Above,Male,4,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,334,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Total Treatment,19 Years & Above,Male,275,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,2,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Clinical Malaria,20 Years & Above,Male,1,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,480,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Clinical Malaria,20 Years & Above,Male,433,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Total Treatment,20 Years & Above,Male,1,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Total Treatment,Under 5 Years,Female,22,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Total Treatment,20 Years & Above,Male,20,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,464,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,21 Years & Above,Male,488,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,1601,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,21 Years & Above,Male,1827,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,20,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,21 Years & Above,Male,21,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,103,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,21 Years & Above,Male,153,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,375,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,22 Years & Above,Male,353,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,1584,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,22 Years & Above,Male,1943,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,41,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,22 Years & Above,Male,45,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,157,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,22 Years & Above,Male,209,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,31,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,23 Years & Above,Male,42,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,345,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Clinical Malaria,23 Years & Above,Male,575,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,23 Years & Above,Male,0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,31,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Total Treatment,23 Years & Above,Male,49,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,3,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Clinical Malaria,24 Years & Above,Male,2,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,84,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Clinical Malaria,24 Years & Above,Male,116,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Total Treatment,24 Years & Above,Male,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,49,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Total Treatment,24 Years & Above,Male,74,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Clinical Malaria,25 Years & Above,Male,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Clinical Malaria,25 Years & Above,Male,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Total Treatment,25 Years & Above,Male,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Total Treatment,25 Years & Above,Male,0,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Clinical Malaria,26 Years & Above,Male,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Clinical Malaria,26 Years & Above,Male,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Total Treatment,26 Years & Above,Male,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Total Treatment,26 Years & Above,Male,0,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Clinical Malaria,27 Years & Above,Male,2,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,12,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Clinical Malaria,27 Years & Above,Male,9,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Total Treatment,27 Years & Above,Male,2,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,8,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Total Treatment,27 Years & Above,Male,6,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,1,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,28 Years & Above,Male,0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,7,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,28 Years & Above,Male,12,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,28 Years & Above,Male,0,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,1,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,28 Years & Above,Male,3,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,29 Years & Above,Male,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,29 Years & Above,Male,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,29 Years & Above,Male,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,29 Years & Above,Male,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,30 Years & Above,Male,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,30 Years & Above,Male,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,30 Years & Above,Male,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,30 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,31 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,31 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,31 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,31 Years & Above,Male,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,32 Years & Above,Male,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,11,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Clinical Malaria,32 Years & Above,Male,13,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,32 Years & Above,Male,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,Under 5 Years,Female,3,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Total Treatment,32 Years & Above,Male,2,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Mountain,Central
