District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Indicator 4,Value
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,2
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,1
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,1
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,2
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Sp,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Other,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,Diagnosis Method,Total,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Fungizone,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Others,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Patients Treated,Total,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Deaths,Female,,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Native Cases,No of Deaths,Male,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Affected,No of VDCs,,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Affected,No of Village/Tole,,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Female,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,<5 Yrs,Male,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Female,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,>=5 Yrs,Male,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,No of Patients,Total,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,RK 39,,0
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Native Cases,Diagnosis Method,BM,,0
