District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Sub-Indicator,Sub-Indicator,Value
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,2.74
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,1.36
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,0.14
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,9.92
Rautahat,Narayani,Terai,Central,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,57.78
Rautahat,Narayani,Terai,Central,2070/71,2013/14,CYP,Condom,Total,4404.12
Rautahat,Narayani,Terai,Central,2070/71,2013/14,CYP,Pills,Total,1551.54
Rautahat,Narayani,Terai,Central,2070/71,2013/14,CYP,Depo,Total,3085.25
Rautahat,Narayani,Terai,Central,2070/71,2013/14,CYP,IUD,Total,7280
Rautahat,Narayani,Terai,Central,2070/71,2013/14,CYP,Norplant,Total,1770
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,3.18
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,0.86
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,2.55
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.69
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.12
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,7.4
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,3.18
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,1.77
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,6.73
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,1.06
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,1.03
Bara,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,13.76
Bara,Narayani,Terai,Central,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,46.42
Bara,Narayani,Terai,Central,2070/71,2013/14,CYP,Condom,Total,4111.74
Bara,Narayani,Terai,Central,2070/71,2013/14,CYP,Pills,Total,1682.77
Bara,Narayani,Terai,Central,2070/71,2013/14,CYP,Depo,Total,6151.75
Bara,Narayani,Terai,Central,2070/71,2013/14,CYP,IUD,Total,7352
Bara,Narayani,Terai,Central,2070/71,2013/14,CYP,Norplant,Total,785
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,2.4
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.72
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,3.6
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.15
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.39
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,8.25
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,2.4
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,1.19
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,4.82
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,0.6
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,1.53
Parsa,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,10.53
Parsa,Narayani,Terai,Central,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,79.94
Parsa,Narayani,Terai,Central,2070/71,2013/14,CYP,Condom,Total,2688.7
Parsa,Narayani,Terai,Central,2070/71,2013/14,CYP,Pills,Total,1220
Parsa,Narayani,Terai,Central,2070/71,2013/14,CYP,Depo,Total,5190
Parsa,Narayani,Terai,Central,2070/71,2013/14,CYP,IUD,Total,4664
Parsa,Narayani,Terai,Central,2070/71,2013/14,CYP,Norplant,Total,330
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,3.04
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.75
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,3.18
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.82
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.41
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,9.21
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,3.04
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,2.54
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,3.97
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,2.42
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,2.13
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,14.11
Chitwan,Narayani,Terai,Central,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,45.33
Chitwan,Narayani,Terai,Central,2070/71,2013/14,CYP,Condom,Total,4162.33
Chitwan,Narayani,Terai,Central,2070/71,2013/14,CYP,Pills,Total,2527
Chitwan,Narayani,Terai,Central,2070/71,2013/14,CYP,Depo,Total,4883.5
Chitwan,Narayani,Terai,Central,2070/71,2013/14,CYP,IUD,Total,7400
Chitwan,Narayani,Terai,Central,2070/71,2013/14,CYP,Norplant,Total,2625
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,3.51
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,2.76
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,5.63
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.06
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.3
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,12.26
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,3.51
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,2.09
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,7.35
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,0.33
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,0.75
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,14.02
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,38.43
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,CYP,Condom,Total,1952.28
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,CYP,Pills,Total,1049.23
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,CYP,Depo,Total,3887
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,CYP,IUD,Total,672
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,845
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,5.04
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.82
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,3.94
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,1.18
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.28
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,12.27
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,5.04
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,2.7
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,5.74
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,0.6
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,0.67
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,14.74
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,37.8
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,CYP,Condom,Total,1760.52
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,CYP,Pills,Total,872.92
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,CYP,Depo,Total,1875
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,CYP,IUD,Total,2328
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,500
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,2.89
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.77
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,3.32
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.67
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.44
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,9.09
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,2.89
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,1.66
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,3.44
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,3.91
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,1.33
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,13.23
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,32.29
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,CYP,Condom,Total,2078.69
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,CYP,Pills,Total,962.15
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,CYP,Depo,Total,2319.75
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,CYP,IUD,Total,4272
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,1585
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,3.35
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.1
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,1.36
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.2
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.11
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,6.12
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,3.35
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,2.99
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,3.47
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,1.08
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,0.18
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,11.07
Syangja,Gandaki,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,33.46
Syangja,Gandaki,Hill,Western,2070/71,2013/14,CYP,Condom,Total,2073.41
Syangja,Gandaki,Hill,Western,2070/71,2013/14,CYP,Pills,Total,1523.15
Syangja,Gandaki,Hill,Western,2070/71,2013/14,CYP,Depo,Total,2032.25
Syangja,Gandaki,Hill,Western,2070/71,2013/14,CYP,IUD,Total,1328
Syangja,Gandaki,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,335
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,2.84
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.86
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,2.58
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.67
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.43
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,8.38
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,2.84
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,5.36
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,8.7
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,4.07
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,1.97
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,22.95
Kaski,Gandaki,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,43.62
Kaski,Gandaki,Hill,Western,2070/71,2013/14,CYP,Condom,Total,3356.53
Kaski,Gandaki,Hill,Western,2070/71,2013/14,CYP,Pills,Total,2325.15
Kaski,Gandaki,Hill,Western,2070/71,2013/14,CYP,Depo,Total,4104.25
Kaski,Gandaki,Hill,Western,2070/71,2013/14,CYP,IUD,Total,6312
Kaski,Gandaki,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,2505
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,17.26
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,3.72
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,6.56
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,4.79
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,32.29
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,17.26
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,5.68
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,11.94
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,0.59
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,11.74
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,47.16
Manang,Gandaki,Mountain,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,67.03
Manang,Gandaki,Mountain,Western,2070/71,2013/14,CYP,Condom,Total,176.37
Manang,Gandaki,Mountain,Western,2070/71,2013/14,CYP,Pills,Total,44.31
Manang,Gandaki,Mountain,Western,2070/71,2013/14,CYP,Depo,Total,103
Manang,Gandaki,Mountain,Western,2070/71,2013/14,CYP,IUD,Total,0
Manang,Gandaki,Mountain,Western,2070/71,2013/14,CYP,Norplant,Total,190
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,13.67
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,5
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,10.44
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,1.25
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.71
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,31.06
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,13.67
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,5.22
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,13.21
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,9.28
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,10.31
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,51.67
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,76.71
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,CYP,Condom,Total,306.37
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,CYP,Pills,Total,115.77
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,CYP,Depo,Total,228.75
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,CYP,IUD,Total,224
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,CYP,Norplant,Total,80
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,5.91
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,7.32
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,5.12
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.5
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,1.09
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,19.94
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,5.91
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,1.74
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,3.74
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,5.13
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,4.52
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,21.04
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,38.1
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Condom,Total,1425.33
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Pills,Total,412.46
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Depo,Total,1031.25
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,IUD,Total,1600
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,1555
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,4.39
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,1.2
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,2.63
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.74
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.46
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,9.42
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,4.39
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,1.74
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,2.99
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,0.49
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,0.24
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,9.85
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,26.25
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Condom,Total,1366.08
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Pills,Total,466.15
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Depo,Total,1080.75
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,IUD,Total,1832
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,590
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,3.59
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,3.38
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,4.74
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.92
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.67
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,13.3
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,3.59
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,4
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,3.92
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,3.59
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,1.37
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,16.47
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,34.68
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Condom,Total,2095.55
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Pills,Total,1231.38
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Depo,Total,2513.5
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,IUD,Total,5744
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,1800
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,7.98
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Pills,3.39
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Depo,4.63
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,IUD,0.08
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Norplant,0.04
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Total,16.12
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Condom,7.98
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Pills,3.05
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Depo,3.91
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,IUD,0.61
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Implant,0.36
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,Current Users as % of MWRA,Total,15.91
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,CPR,Current Users as % of MWRA,Total,31.91
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,CYP,Condom,Total,4716.39
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,CYP,Pills,Total,1702.08
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,CYP,Depo,Total,3672.75
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,CYP,IUD,Total,664
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,CYP,Norplant,Total,175
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Temporay Method,New Acceptors as % of MWRA,Condom,4.53
