Year AD,Year BS,District,zone,belt,region,Type of disease,Number of patient,Zone,Belt,Region
2012/013,2069/70,Okhaldhunga,Sagarmatha,Hill,Eastern,"Jaundice and Infective
Hepatitis",244,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Typhoid (Enteric Fever),6268,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Acute gastro enteritis,6086,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Ameobic Dysentry,8043,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Baccilary Dysentry,4203,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,"Presumed non infectious
diarrhoea",3891,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Cholera,0,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,Intestinal Worms,20376,Sagarmatha,Hill,Eastern
2012/013,2069/70,Khotang,Sagarmatha,Hill,Eastern,"Jaundice and Infective
Hepatitis",708,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Typhoid (Enteric Fever),8298,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Acute gastro enteritis,5008,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Ameobic Dysentry,7196,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Baccilary Dysentry,3785,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,"Presumed non infectious
diarrhoea",7218,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Cholera,15,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,Intestinal Worms,15013,Sagarmatha,Hill,Eastern
2012/013,2069/70,Udayapur,Sagarmatha,Hill,Eastern,"Jaundice and Infective
Hepatitis",543,Sagarmatha,Hill,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Typhoid (Enteric Fever),8499,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Acute gastro enteritis,12397,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Ameobic Dysentry,19080,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Baccilary Dysentry,6736,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,"Presumed non infectious
diarrhoea",34352,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Cholera,0,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,Intestinal Worms,37617,Sagarmatha,Terai,Eastern
2012/013,2069/70,Saptari,Sagarmatha,Terai,Eastern,"Jaundice and Infective
Hepatitis",418,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Typhoid (Enteric Fever),19986,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Acute gastro enteritis,9612,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Ameobic Dysentry,14462,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Baccilary Dysentry,6839,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,"Presumed non infectious
diarrhoea",23201,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Cholera,191,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,Intestinal Worms,33667,Sagarmatha,Terai,Eastern
2012/013,2069/70,Siraha,Sagarmatha,Terai,Eastern,"Jaundice and Infective
Hepatitis",619,Sagarmatha,Terai,Eastern
2012/013,2069/70,Eastern,,,,Typhoid (Enteric Fever),126642,,,
2012/013,2069/70,Eastern,,,,Acute gastro enteritis,81362,,,
2012/013,2069/70,Eastern,,,,Ameobic Dysentry,115441,,,
2012/013,2069/70,Eastern,,,,Baccilary Dysentry,50801,,,
2012/013,2069/70,Eastern,,,,"Presumed non infectious
diarrhoea",143988,,,
2012/013,2069/70,Eastern,,,,Cholera,939,,,
2012/013,2069/70,Eastern,,,,Intestinal Worms,244894,,,
2012/013,2069/70,Eastern,,,,"Jaundice and Infective
Hepatitis",11544,,,
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Typhoid (Enteric Fever),19705,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Acute gastro enteritis,7643,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Ameobic Dysentry,13821,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Baccilary Dysentry,6537,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,"Presumed non infectious
diarrhoea",18623,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Cholera,666,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,Intestinal Worms,34667,Janakpur,Terai,Central
2012/013,2069/70,Dhanusa,Janakpur,Terai,Central,"Jaundice and Infective
Hepatitis",782,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Typhoid (Enteric Fever),20326,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Acute gastro enteritis,8710,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Ameobic Dysentry,17999,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Baccilary Dysentry,8461,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,"Presumed non infectious
diarrhoea",18595,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Cholera,0,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,Intestinal Worms,39022,Janakpur,Terai,Central
2012/013,2069/70,Mahottari,Janakpur,Terai,Central,"Jaundice and Infective
Hepatitis",829,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Typhoid (Enteric Fever),21583,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Acute gastro enteritis,13443,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Ameobic Dysentry,27367,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Baccilary Dysentry,10336,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,"Presumed non infectious
diarrhoea",21209,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Cholera,31,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,Intestinal Worms,42445,Janakpur,Terai,Central
2012/013,2069/70,Sarlahi,Janakpur,Terai,Central,"Jaundice and Infective
Hepatitis",792,Janakpur,Terai,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Typhoid (Enteric Fever),8933,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Acute gastro enteritis,3427,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Ameobic Dysentry,3837,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Baccilary Dysentry,1874,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,"Presumed non infectious
diarrhoea",4605,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Cholera,56,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,Intestinal Worms,7214,Janakpur,Hill,Central
2012/013,2069/70,Sindhuli,Janakpur,Hill,Central,"Jaundice and Infective
Hepatitis",237,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Typhoid (Enteric Fever),4599,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Acute gastro enteritis,1901,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Ameobic Dysentry,3407,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Baccilary Dysentry,1326,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,"Presumed non infectious
diarrhoea",7802,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Cholera,141,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,Intestinal Worms,4445,Janakpur,Hill,Central
2012/013,2069/70,Ramechhap,Janakpur,Hill,Central,"Jaundice and Infective
Hepatitis",383,Janakpur,Hill,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Typhoid (Enteric Fever),7455,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Acute gastro enteritis,2462,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Ameobic Dysentry,4551,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Baccilary Dysentry,2063,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,"Presumed non infectious
diarrhoea",8034,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Cholera,500,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,Intestinal Worms,8282,Janakpur,Mountain,Central
2012/013,2069/70,Dolakha,Janakpur,Mountain,Central,"Jaundice and Infective
Hepatitis",511,Janakpur,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Typhoid (Enteric Fever),6923,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Acute gastro enteritis,3618,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Ameobic Dysentry,6663,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Baccilary Dysentry,2614,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,"Presumed non infectious
diarrhoea",8727,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Cholera,63,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,Intestinal Worms,6073,Bagmati,Mountain,Central
2012/013,2069/70,Sindhupalchok,Bagmati,Mountain,Central,"Jaundice and Infective
Hepatitis",371,Bagmati,Mountain,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Typhoid (Enteric Fever),14121,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Acute gastro enteritis,4634,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Ameobic Dysentry,8962,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Baccilary Dysentry,2908,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",16479,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Cholera,23,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,Intestinal Worms,5255,Bagmati,Hill,Central
2012/013,2069/70,Kavre,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",1223,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Typhoid (Enteric Fever),0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Acute gastro enteritis,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Ameobic Dysentry,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Baccilary Dysentry,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Cholera,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,Intestinal Worms,0,Bagmati,Hill,Central
2012/013,2069/70,Lalitpur,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",0,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Typhoid (Enteric Fever),3554,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Acute gastro enteritis,4435,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Ameobic Dysentry,3745,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Baccilary Dysentry,809,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",4149,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Cholera,17,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,Intestinal Worms,2421,Bagmati,Hill,Central
2012/013,2069/70,Bhaktapur,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",888,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Typhoid (Enteric Fever),13429,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Acute gastro enteritis,20502,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Ameobic Dysentry,12867,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Baccilary Dysentry,4979,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",15333,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Cholera,67,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,Intestinal Worms,10525,Bagmati,Hill,Central
2012/013,2069/70,Kathmandu,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",4680,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Typhoid (Enteric Fever),8116,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Acute gastro enteritis,5137,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Ameobic Dysentry,5455,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Baccilary Dysentry,2622,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",5856,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Cholera,2,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,Intestinal Worms,4160,Bagmati,Hill,Central
2012/013,2069/70,Nuwakot,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",920,Bagmati,Hill,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Typhoid (Enteric Fever),933,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Acute gastro enteritis,1031,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Ameobic Dysentry,1191,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Baccilary Dysentry,726,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,"Presumed non infectious
diarrhoea",1853,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Cholera,0,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,Intestinal Worms,1307,Bagmati,Mountain,Central
2012/013,2069/70,Rasuwa,Bagmati,Mountain,Central,"Jaundice and Infective
Hepatitis",37,Bagmati,Mountain,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Typhoid (Enteric Fever),15835,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Acute gastro enteritis,4585,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Ameobic Dysentry,8629,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Baccilary Dysentry,3680,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,"Presumed non infectious
diarrhoea",11376,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Cholera,34,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,Intestinal Worms,6850,Bagmati,Hill,Central
2012/013,2069/70,Dhading,Bagmati,Hill,Central,"Jaundice and Infective
Hepatitis",1289,Bagmati,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Typhoid (Enteric Fever),4025,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Acute gastro enteritis,2705,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Ameobic Dysentry,5197,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Baccilary Dysentry,2304,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,"Presumed non infectious
diarrhoea",10338,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Cholera,208,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,Intestinal Worms,4537,Narayani,Hill,Central
2012/013,2069/70,Makwanpur,Narayani,Hill,Central,"Jaundice and Infective
Hepatitis",422,Narayani,Hill,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Typhoid (Enteric Fever),17292,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Acute gastro enteritis,9335,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Ameobic Dysentry,28075,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Baccilary Dysentry,13960,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,"Presumed non infectious
diarrhoea",34596,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Cholera,258,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,Intestinal Worms,41100,Narayani,Terai,Central
2012/013,2069/70,Rautahat,Narayani,Terai,Central,"Jaundice and Infective
Hepatitis",434,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Typhoid (Enteric Fever),11473,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Acute gastro enteritis,8489,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Ameobic Dysentry,20911,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Baccilary Dysentry,7564,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,"Presumed non infectious
diarrhoea",20958,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Cholera,313,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,Intestinal Worms,26206,Narayani,Terai,Central
2012/013,2069/70,Bara,Narayani,Terai,Central,"Jaundice and Infective
Hepatitis",964,Narayani,Terai,Central
2012/013,2069/70,Parsa,Narayani,Terai,Central,Typhoid (Enteric Fever),0,Narayani,Terai,Central
2012/013,2069/70,Parsa,Narayani,Terai,Central,Acute gastro enteritis,0,Narayani,Terai,Central
2012/013,2069/70,Parsa,Narayani,Terai,Central,Ameobic Dysentry,0,Narayani,Terai,Central
2012/013,2069/70,Parsa,Narayani,Terai,Central,Baccilary Dysentry,0,Narayani,Terai,Central
2012/013,2069/70,Parsa,Narayani,Terai,Central,"Presumed non infectious
diarrhoea",0,Narayani,Terai,Central
2012/013,2069/70,Parsa,Narayani,Terai,Central,Cholera,0,Narayani,Terai,Central
2012/013,2069/70,Parsa,Narayani,Terai,Central,Intestinal Worms,0,Narayani,Terai,Central
2012/013,2069/70,Parsa,Narayani,Terai,Central,"Jaundice and Infective
Hepatitis",0,Narayani,Terai,Central
2012/013,2069/70,Chitawan,Narayani,Terai,Central,Typhoid (Enteric Fever),9988,Narayani,Terai,Central
2012/013,2069/70,Chitawan,Narayani,Terai,Central,Acute gastro enteritis,14727,Narayani,Terai,Central
2012/013,2069/70,Chitawan,Narayani,Terai,Central,Ameobic Dysentry,8880,Narayani,Terai,Central
2012/013,2069/70,Chitawan,Narayani,Terai,Central,Baccilary Dysentry,3164,Narayani,Terai,Central
2012/013,2069/70,Chitawan,Narayani,Terai,Central,"Presumed non infectious
diarrhoea",10990,Narayani,Terai,Central
2012/013,2069/70,Chitawan,Narayani,Terai,Central,Cholera,49,Narayani,Terai,Central
2012/013,2069/70,Chitawan,Narayani,Terai,Central,Intestinal Worms,12308,Narayani,Terai,Central
2012/013,2069/70,Chitawan,Narayani,Terai,Central,"Jaundice and Infective
Hepatitis",1686,Narayani,Terai,Central
2012/013,2069/70,Central,,,,Typhoid (Enteric Fever),188290,,,
2012/013,2069/70,Central,,,,Acute gastro enteritis,116784,,,
2012/013,2069/70,Central,,,,Ameobic Dysentry,181557,,,
2012/013,2069/70,Central,,,,Baccilary Dysentry,75927,,,
2012/013,2069/70,Central,,,,"Presumed non infectious
diarrhoea",219523,,,
2012/013,2069/70,Central,,,,Cholera,2428,,,
2012/013,2069/70,Central,,,,Intestinal Worms,256817,,,
2012/013,2069/70,Central,,,,"Jaundice and Infective
Hepatitis",16448,,,
2012/013,2069/70,Gorkha,Gandaki,Hill,Western,Typhoid (Enteric Fever),6865,Gandaki,Hill,Western
2012/013,2069/70,Gorkha,Gandaki,Hill,Western,Acute gastro enteritis,6046,Gandaki,Hill,Western
2012/013,2069/70,Gorkha,Gandaki,Hill,Western,Ameobic Dysentry,7505,Gandaki,Hill,Western
2012/013,2069/70,Gorkha,Gandaki,Hill,Western,Baccilary Dysentry,2648,Gandaki,Hill,Western
2012/013,2069/70,Gorkha,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",6279,Gandaki,Hill,Western
2012/013,2069/70,Gorkha,Gandaki,Hill,Western,Cholera,0,Gandaki,Hill,Western
2012/013,2069/70,Gorkha,Gandaki,Hill,Western,Intestinal Worms,6365,Gandaki,Hill,Western
2012/013,2069/70,Gorkha,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",884,Gandaki,Hill,Western
2012/013,2069/70,Lamjung,Gandaki,Hill,Western,Typhoid (Enteric Fever),4430,Gandaki,Hill,Western
2012/013,2069/70,Lamjung,Gandaki,Hill,Western,Acute gastro enteritis,2247,Gandaki,Hill,Western
2012/013,2069/70,Lamjung,Gandaki,Hill,Western,Ameobic Dysentry,4243,Gandaki,Hill,Western
2012/013,2069/70,Lamjung,Gandaki,Hill,Western,Baccilary Dysentry,1459,Gandaki,Hill,Western
2012/013,2069/70,Lamjung,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",7348,Gandaki,Hill,Western
2012/013,2069/70,Lamjung,Gandaki,Hill,Western,Cholera,49,Gandaki,Hill,Western
2012/013,2069/70,Lamjung,Gandaki,Hill,Western,Intestinal Worms,5962,Gandaki,Hill,Western
2012/013,2069/70,Lamjung,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",656,Gandaki,Hill,Western
2012/013,2069/70,Tanahu,Gandaki,Hill,Western,Typhoid (Enteric Fever),5904,Gandaki,Hill,Western
2012/013,2069/70,Tanahu,Gandaki,Hill,Western,Acute gastro enteritis,2190,Gandaki,Hill,Western
2012/013,2069/70,Tanahu,Gandaki,Hill,Western,Ameobic Dysentry,3669,Gandaki,Hill,Western
2012/013,2069/70,Tanahu,Gandaki,Hill,Western,Baccilary Dysentry,1838,Gandaki,Hill,Western
2012/013,2069/70,Tanahu,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",4925,Gandaki,Hill,Western
2012/013,2069/70,Tanahu,Gandaki,Hill,Western,Cholera,21,Gandaki,Hill,Western
2012/013,2069/70,Tanahu,Gandaki,Hill,Western,Intestinal Worms,6574,Gandaki,Hill,Western
2012/013,2069/70,Tanahu,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",848,Gandaki,Hill,Western
2012/013,2069/70,Syangja,Gandaki,Hill,Western,Typhoid (Enteric Fever),13114,Gandaki,Hill,Western
2012/013,2069/70,Syangja,Gandaki,Hill,Western,Acute gastro enteritis,3253,Gandaki,Hill,Western
2012/013,2069/70,Syangja,Gandaki,Hill,Western,Ameobic Dysentry,5958,Gandaki,Hill,Western
2012/013,2069/70,Syangja,Gandaki,Hill,Western,Baccilary Dysentry,1624,Gandaki,Hill,Western
2012/013,2069/70,Syangja,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",6767,Gandaki,Hill,Western
2012/013,2069/70,Syangja,Gandaki,Hill,Western,Cholera,0,Gandaki,Hill,Western
2012/013,2069/70,Syangja,Gandaki,Hill,Western,Intestinal Worms,5058,Gandaki,Hill,Western
2012/013,2069/70,Syangja,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",617,Gandaki,Hill,Western
2012/013,2069/70,Kaski,Gandaki,Hill,Western,Typhoid (Enteric Fever),11517,Gandaki,Hill,Western
2012/013,2069/70,Kaski,Gandaki,Hill,Western,Acute gastro enteritis,12923,Gandaki,Hill,Western
2012/013,2069/70,Kaski,Gandaki,Hill,Western,Ameobic Dysentry,9124,Gandaki,Hill,Western
2012/013,2069/70,Kaski,Gandaki,Hill,Western,Baccilary Dysentry,3168,Gandaki,Hill,Western
2012/013,2069/70,Kaski,Gandaki,Hill,Western,"Presumed non infectious
diarrhoea",8158,Gandaki,Hill,Western
2012/013,2069/70,Kaski,Gandaki,Hill,Western,Cholera,0,Gandaki,Hill,Western
2012/013,2069/70,Kaski,Gandaki,Hill,Western,Intestinal Worms,7135,Gandaki,Hill,Western
2012/013,2069/70,Kaski,Gandaki,Hill,Western,"Jaundice and Infective
Hepatitis",2835,Gandaki,Hill,Western
2012/013,2069/70,Manang,Gandaki,Mountain,Western,Typhoid (Enteric Fever),64,Gandaki,Mountain,Western
2012/013,2069/70,Manang,Gandaki,Mountain,Western,Acute gastro enteritis,336,Gandaki,Mountain,Western
2012/013,2069/70,Manang,Gandaki,Mountain,Western,Ameobic Dysentry,527,Gandaki,Mountain,Western
2012/013,2069/70,Manang,Gandaki,Mountain,Western,Baccilary Dysentry,103,Gandaki,Mountain,Western
2012/013,2069/70,Manang,Gandaki,Mountain,Western,"Presumed non infectious
diarrhoea",255,Gandaki,Mountain,Western
2012/013,2069/70,Manang,Gandaki,Mountain,Western,Cholera,3,Gandaki,Mountain,Western
