Year AD,Year BS,District,zone,belt,region,Communicable and infectious disease,Number of people,Zone,Belt,Region
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Server Pneumonia,341,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Bronchitis,1799,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Asthma,3363,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Urinary Tract infection,4444,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Viral Influenza,6555,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Reproductive Tract Infection male,62,Seti,Mountain,Far-Western
2012/013,2069/70,Bajhang,Seti,Mountain,Far-Western,Reproductive tract infection female,82,Seti,Mountain,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,ARI /Lower respiratory tract infection,25105,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Upper respiratory Tract infection,35723,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Pneumonia,6338,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Server Pneumonia,465,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Bronchitis,2536,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Asthma,7474,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Urinary Tract infection,6608,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Viral Influenza,3474,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Reproductive Tract Infection male,35,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Reproductive tract infection female,50,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,ARI /Lower respiratory tract infection,11949,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Upper respiratory Tract infection,16964,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Pneumonia,3673,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Server Pneumonia,413,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Bronchitis,3057,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Asthma,5472,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Urinary Tract infection,3884,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Viral Influenza,2700,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Reproductive Tract Infection male,27,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Reproductive tract infection female,73,Seti,Hill,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,ARI /Lower respiratory tract infection,35545,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Upper respiratory Tract infection,24868,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Pneumonia,7736,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Server Pneumonia,1194,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Bronchitis,6299,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Asthma,9202,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Urinary Tract infection,9723,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Viral Influenza,9221,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Reproductive Tract Infection male,92,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Reproductive tract infection female,233,Seti,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,ARI /Lower respiratory tract infection,18207,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Upper respiratory Tract infection,21603,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Pneumonia,6868,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Server Pneumonia,259,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Bronchitis,3779,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Asthma,5686,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Urinary Tract infection,5040,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Viral Influenza,22685,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Reproductive Tract Infection male,91,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Reproductive tract infection female,127,Mahakali,Terai,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,ARI /Lower respiratory tract infection,10848,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Upper respiratory Tract infection,16597,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Pneumonia,4624,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Server Pneumonia,386,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Bronchitis,1690,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Asthma,4847,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Urinary Tract infection,4668,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Viral Influenza,7335,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Reproductive Tract Infection male,278,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Reproductive tract infection female,331,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,ARI /Lower respiratory tract infection,18086,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Upper respiratory Tract infection,16036,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Pneumonia,4627,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Server Pneumonia,250,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Bronchitis,1810,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Asthma,5716,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Urinary Tract infection,2506,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Viral Influenza,5524,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Reproductive Tract Infection male,100,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Reproductive tract infection female,102,Mahakali,Hill,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,ARI /Lower respiratory tract infection,10384,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Upper respiratory Tract infection,7197,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Pneumonia,1511,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Server Pneumonia,60,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Bronchitis,3106,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Asthma,4377,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Urinary Tract infection,1599,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Viral Influenza,3629,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Reproductive Tract Infection male,35,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Reproductive tract infection female,63,Mahakali,Mountain,Far-Western
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,ARI /Lower respiratory tract infection,6045,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Upper respiratory Tract infection,6299,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Pneumonia,3861,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Server Pneumonia,137,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Bronchitis,1090,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Asthma,1654,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Urinary Tract infection,1656,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Viral Influenza,1063,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Reproductive Tract Infection male,203,Mechi,Mountain,Eastern
2011/012,2068/69,Taplejung,Mechi,Mountain,Eastern,Reproductive tract infection female,72,Mechi,Mountain,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,ARI /Lower respiratory tract infection,7998,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Upper respiratory Tract infection,7111,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Pneumonia,4341,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Server Pneumonia,170,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Bronchitis,1238,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Asthma,1616,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Urinary Tract infection,1140,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Viral Influenza,501,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Reproductive Tract Infection male,8,Mechi,Hill,Eastern
2011/012,2068/69,Panchthar,Mechi,Hill,Eastern,Reproductive tract infection female,48,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,ARI /Lower respiratory tract infection,8558,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Upper respiratory Tract infection,7147,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Pneumonia,4416,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Server Pneumonia,202,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Bronchitis,1591,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Asthma,1722,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Urinary Tract infection,1549,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Viral Influenza,3064,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Reproductive Tract Infection male,73,Mechi,Hill,Eastern
2011/012,2068/69,Ilam,Mechi,Hill,Eastern,Reproductive tract infection female,140,Mechi,Hill,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,ARI /Lower respiratory tract infection,23150,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Upper respiratory Tract infection,25124,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Pneumonia,12792,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Server Pneumonia,506,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Bronchitis,9101,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Asthma,6995,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Urinary Tract infection,10440,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Viral Influenza,13190,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Reproductive Tract Infection male,481,Mechi,Terai,Eastern
2011/012,2068/69,Jhapa,Mechi,Terai,Eastern,Reproductive tract infection female,705,Mechi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,ARI /Lower respiratory tract infection,30757,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Upper respiratory Tract infection,29791,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Pneumonia,11237,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Server Pneumonia,401,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Bronchitis,9816,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Asthma,6144,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Urinary Tract infection,14939,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Viral Influenza,3714,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Reproductive Tract Infection male,253,Kosi,Terai,Eastern
2011/012,2068/69,Morang,Kosi,Terai,Eastern,Reproductive tract infection female,420,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,ARI /Lower respiratory tract infection,35009,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Upper respiratory Tract infection,29285,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Pneumonia,14377,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Server Pneumonia,277,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Bronchitis,3348,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Asthma,5924,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Urinary Tract infection,4813,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Viral Influenza,2436,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Reproductive Tract Infection male,80,Kosi,Terai,Eastern
2011/012,2068/69,Sunsari,Kosi,Terai,Eastern,Reproductive tract infection female,87,Kosi,Terai,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,ARI /Lower respiratory tract infection,7248,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Upper respiratory Tract infection,6885,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Pneumonia,4526,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Server Pneumonia,47,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Bronchitis,2745,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Asthma,1699,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Urinary Tract infection,1621,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Viral Influenza,1639,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Reproductive Tract Infection male,10,Kosi,Hill,Eastern
2011/012,2068/69,Dhankuta,Kosi,Hill,Eastern,Reproductive tract infection female,37,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,ARI /Lower respiratory tract infection,4965,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Upper respiratory Tract infection,6383,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Pneumonia,2448,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Server Pneumonia,82,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Bronchitis,2286,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Asthma,1339,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Urinary Tract infection,1342,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Viral Influenza,1347,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Reproductive Tract Infection male,275,Kosi,Hill,Eastern
2011/012,2068/69,Terhathum,Kosi,Hill,Eastern,Reproductive tract infection female,48,Kosi,Hill,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,ARI /Lower respiratory tract infection,7834,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Upper respiratory Tract infection,6356,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Pneumonia,4407,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Server Pneumonia,80,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Bronchitis,610,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Asthma,1952,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Urinary Tract infection,1962,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Viral Influenza,231,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Reproductive Tract Infection male,44,Kosi,Mountain,Eastern
2011/012,2068/69,Sankhuwasabha,Kosi,Mountain,Eastern,Reproductive tract infection female,74,Kosi,Mountain,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,ARI /Lower respiratory tract infection,10567,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Upper respiratory Tract infection,7375,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Pneumonia,5788,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Server Pneumonia,150,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Bronchitis,2807,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Asthma,3794,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Urinary Tract infection,2544,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Viral Influenza,2073,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Reproductive Tract Infection male,720,Kosi,Hill,Eastern
2011/012,2068/69,Bhojpur,Kosi,Hill,Eastern,Reproductive tract infection female,327,Kosi,Hill,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,ARI /Lower respiratory tract infection,8258,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Upper respiratory Tract infection,10338,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Pneumonia,3406,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Server Pneumonia,134,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Bronchitis,2678,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Asthma,3028,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Urinary Tract infection,2674,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Viral Influenza,385,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Reproductive Tract Infection male,77,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Solukhumbu,Sagarmatha,Mountain,Eastern,Reproductive tract infection female,155,Sagarmatha,Mountain,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,ARI /Lower respiratory tract infection,14844,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Upper respiratory Tract infection,15016,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Pneumonia,5558,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Server Pneumonia,111,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Bronchitis,2593,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Asthma,3093,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Urinary Tract infection,2463,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Viral Influenza,1381,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Reproductive Tract Infection male,44,Sagarmatha,Hill,Eastern
2011/012,2068/69,Okhaldhunga,Sagarmatha,Hill,Eastern,Reproductive tract infection female,245,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,ARI /Lower respiratory tract infection,9992,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Upper respiratory Tract infection,8973,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Pneumonia,6586,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Server Pneumonia,410,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Bronchitis,2964,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Asthma,3587,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Urinary Tract infection,2950,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Viral Influenza,895,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Reproductive Tract Infection male,31,Sagarmatha,Hill,Eastern
2011/012,2068/69,Khotang,Sagarmatha,Hill,Eastern,Reproductive tract infection female,137,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,ARI /Lower respiratory tract infection,9442,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Upper respiratory Tract infection,7820,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Pneumonia,5018,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Server Pneumonia,370,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Bronchitis,3125,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Asthma,2750,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Urinary Tract infection,2968,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Viral Influenza,1448,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Reproductive Tract Infection male,159,Sagarmatha,Hill,Eastern
2011/012,2068/69,Udayapur,Sagarmatha,Hill,Eastern,Reproductive tract infection female,241,Sagarmatha,Hill,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,ARI /Lower respiratory tract infection,27031,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Upper respiratory Tract infection,18836,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Pneumonia,8262,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Server Pneumonia,201,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Bronchitis,10523,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Asthma,8446,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Urinary Tract infection,5889,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Viral Influenza,5941,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Reproductive Tract Infection male,93,Sagarmatha,Terai,Eastern
2011/012,2068/69,Saptari,Sagarmatha,Terai,Eastern,Reproductive tract infection female,183,Sagarmatha,Terai,Eastern
2011/012,2068/69,Siraha,Sagarmatha,Terai,Eastern,ARI /Lower respiratory tract infection,29700,Sagarmatha,Terai,Eastern
2011/012,2068/69,Siraha,Sagarmatha,Terai,Eastern,Upper respiratory Tract infection,26019,Sagarmatha,Terai,Eastern
2011/012,2068/69,Siraha,Sagarmatha,Terai,Eastern,Pneumonia,9754,Sagarmatha,Terai,Eastern
2011/012,2068/69,Siraha,Sagarmatha,Terai,Eastern,Server Pneumonia,307,Sagarmatha,Terai,Eastern
2011/012,2068/69,Siraha,Sagarmatha,Terai,Eastern,Bronchitis,9873,Sagarmatha,Terai,Eastern
2011/012,2068/69,Siraha,Sagarmatha,Terai,Eastern,Asthma,8192,Sagarmatha,Terai,Eastern
2011/012,2068/69,Siraha,Sagarmatha,Terai,Eastern,Urinary Tract infection,5483,Sagarmatha,Terai,Eastern
2011/012,2068/69,Siraha,Sagarmatha,Terai,Eastern,Viral Influenza,3071,Sagarmatha,Terai,Eastern
